Datetime,612FC702.PV,612TC138A.PV,612FC124.PV,612TC168A.PV,612FC129.PV,612TC170A.PV,612FC195A.PV,612FI109.PV,612FI740.PV,612FC123.MV,612SI101.PV,612SI102.PV,612AI104E.PV,612AI107E.PV,partial_p,API,Sulfur %,Nitrogen ppm,MCRT wt. %,Ni ppm,V ppm,SEDEX,Na ppm,Fe ppm,Ca ppm,V(100) cSt.,N_S_r,SHFT_avg
2010-12-26,10.0465,320.4762,14.4166,340.3614,9.5,406.0816,0.0,206.0855252,27.2491238,0.0,1333.150107,1265.376089,963.6941349,913.1777385,158.8269281,3.3,5.81,4172.0,24.65,69.2,194.1,0.417531644,9.0,11.1,1.2,10775.0,718.0722892,0.1
2010-12-30,10.0483,318.9364,14.8074,336.6899,7.4081,405.1769,0.0,205.7429842,26.86743236,0.0,1333.078477,1252.818778,959.6295994,910.4697349,160.6366173,3.0,5.95,3918.0,25.99,52.5,172.8,0.442424277,20.5,8.6,1.3,8805.5,658.487395,0.1
2011-01-01,10.0231,321.2008,14.6116,336.7882,6.012,405.9795,0.0,205.0047844,26.8955985,0.0,1337.645954,1265.46442,953.7335943,908.7642816,161.1912967,3.6,5.82,4010.0,24.67,54.4,154.9,0.407169517,23.9,11.3,1.6,8095.0,689.0034364,0.045
2011-01-06,12.999,325.017,13.0616,329.4047,5.0002,405.6421,0.0,200.0647079,34.66324718,0.0,1346.752795,1214.855726,946.8702785,922.9365677,161.6145157,4.1,5.35,4021.8,23.59,51.3,139.4,0.422127461,32.7,13.5,2.1,7109.0,751.7383178,0.075
2011-01-09,13.0024,329.8445,13.2646,334.004,4.5005,405.1778,0.0,199.9131735,34.63177385,0.0,1365.373428,1223.213948,934.3369888,923.4418869,161.7128863,4.2,5.63,3964.0,24.5,49.1,142.9,0.398509766,23.6,11.9,1.8,6989.0,704.0852575,0.079
2011-01-13,12.998,330.2956,11.5624,326.6925,3.6623,405.5097,0.0,200.9624723,35.76118488,0.0,1351.321386,1232.084162,941.871399,919.9981161,161.8270125,4.7,5.27,3920.0,21.54,49.2,142.3,0.387848791,28.1,13.4,1.7,6777.8,743.8330171,0.098
2011-01-16,12.9971,332.2217,14.3027,329.6621,3.6057,405.3713,0.0,207.6852387,35.57679758,0.0,1320.507095,1216.690769,948.2034996,921.6321831,162.2662186,4.7,5.52,3881.2,24.32,48.5,151.5,0.378060336,23.9,13.5,2.2,6203.0,703.115942,0.0845
2011-01-20,13.0011,335.0059,13.952,327.4921,3.6106,402.6558,0.0,200.4981835,33.34906269,0.0,1288.699542,1184.225177,976.7579791,930.0054651,162.5605335,5.1,5.56,3755.0,23.82,46.7,142.7,0.360561405,20.7,15.1,1.9,4223.0,675.3597122,0.02
2011-01-23,12.9989,329.263,14.981,331.5674,3.0013,405.9007,0.0,199.0575373,35.77298585,0.0,1326.00316,1228.18625,957.1275663,916.4361009,161.5496139,4.6,5.76,3900.0,23.8,61.1,160.6,0.365782949,20.4,29.5,2.7,4468.9,677.0833333,0.1935
2011-01-26,13.1588,328.6938,15.5543,328.132,3.5011,405.4796,0.0,200.5613252,35.95504369,0.0,1317.104531,1194.856135,946.267345,923.9119673,162.2012404,3.8,5.82,3846.0,25.0,51.3,156.4,0.316591406,24.5,12.5,2.7,7450.0,660.8247423,0.015
2011-01-29,12.9987,330.308,16.267,326.7604,2.2849,406.4871,0.0,201.2190344,35.65665543,0.0,1326.415481,1204.210034,950.2520475,924.4893313,161.7124418,4.2,5.65,3615.6,24.35,51.4,154.6,0.413810579,19.4,12.3,2.9,7205.0,639.9292035,0.017
2011-01-31,13.0003,330.123,16.9471,327.2791,2.4838,407.2004,0.0,201.3764627,35.82472,0.0,1315.774384,1214.342739,952.1746236,920.1390603,161.680153,3.9,5.55,3866.5,25.17,54.8,167.5,0.544619595,21.4,12.9,2.3,8124.2,696.6666667,0.024
2011-02-02,13.0005,331.6061,19.8709,323.4182,2.5709,407.1945,0.0,202.2914305,35.62593726,0.0,1321.692398,1195.737344,964.1252047,931.7084159,161.2401645,4.0,5.6,3578.0,26.66,54.6,167.7,0.391155853,21.8,13.4,2.7,8996.0,638.9285714,0.046
2011-02-04,13.0007,331.411,20.0682,321.367,2.3712,407.1536,0.0,201.9730584,35.61660506,0.0,1323.558425,1189.448533,965.3042697,932.8107479,161.108851,4.1,5.57,3812.5,25.6,53.3,168.6,0.437154614,23.9,11.8,2.5,8027.8,684.470377,0.121
2011-02-06,13.0014,331.4612,21.5249,322.5816,2.0343,407.457,0.0,201.8226856,35.59406965,0.0,1314.008696,1193.790932,964.2785987,931.8958585,160.9630869,3.8,5.72,3766.4,25.17,54.9,171.8,0.373875089,20.4,12.0,2.4,8759.0,658.4615385,0.1445
2011-02-08,13.0025,333.7346,23.0161,317.5814,2.3397,406.5505,0.0,202.3838747,34.90994217,0.0,1313.933732,1188.535522,961.9652517,939.7398549,160.8320232,4.0,5.63,3387.5,24.77,55.8,179.2,0.377371283,21.9,9.7,2.1,9269.9,601.687389,0.121
2011-02-10,12.9987,333.6898,23.8285,326.8966,2.0329,407.5045,0.0,201.7144325,35.267689,0.0,1302.828107,1201.896555,965.9859753,930.0445658,161.3869359,4.1,5.51,3874.0,25.54,54.9,175.0,0.508234206,22.2,10.8,2.1,8167.0,703.0852995,0.07
2011-02-12,12.9971,334.9262,20.7699,321.2452,1.4446,408.1883,0.0,200.7510193,35.19449755,0.0,1309.006504,1195.424558,953.982093,932.2798163,161.4691387,4.3,5.34,3785.4,24.37,52.1,169.6,0.440593576,25.6,8.2,1.5,7498.2,708.8764045,0.0725
2011-02-14,12.9984,334.5213,20.977,323.4594,1.5272,407.5786,0.0,200.2140352,35.67840858,7.673783047,1309.981074,1194.229256,954.9900206,931.8994036,161.6797623,4.3,5.31,3972.0,24.42,51.2,169.8,0.432418726,22.1,9.3,1.5,7902.07,748.0225989,0.0565
2011-02-17,12.9985,332.5127,11.5721,321.3039,3.2552,406.3042,0.0,184.2813894,35.04635694,44.97014618,1312.628369,1193.288036,963.9772618,931.4835027,161.2237055,4.2,5.65,3579.0,25.02,51.1,167.6,0.39278678,23.9,8.4,1.3,7253.7,633.4513274,0.0325
2011-02-19,12.999,331.2975,12.2129,322.3002,3.2099,406.9992,0.0,184.1808981,35.03342885,44.43470421,1330.568605,1208.99391,969.0659985,930.7648813,161.6310497,4.2,5.74,3752.0,21.33,52.9,166.2,0.33054463,19.3,10.7,1.7,7920.3,653.6585366,0.0315
2011-02-20,12.9997,332.3386,11.2793,320.868,3.5036,406.8121,0.0,184.3114497,34.89064403,44.82437181,1334.834013,1212.532416,958.0613411,930.6943976,161.5986764,4.4,5.58,3588.4,23.96,49.2,155.7,0.389481805,22.4,9.5,1.6,7011.0,643.0824373,0.0555
2011-02-22,12.9971,332.6356,10.9283,322.3338,3.4709,406.8759,0.0,184.3297996,34.9331378,44.88419961,1335.582356,1213.189217,957.5279687,929.5197333,161.7948912,3.9,5.81,3683.9,26.05,50.4,161.8,0.364583839,21.4,9.8,1.7,7518.0,634.0619621,0.047
2011-02-24,12.9976,329.3308,10.8625,325.8632,3.5288,407.4313,0.0,183.2412277,35.06167386,47.27268665,1314.979355,1226.02778,970.6336619,930.6467064,161.1913687,4.1,5.49,4007.5,25.86,51.1,163.4,0.501246293,19.4,9.3,1.6,7733.7,729.9635701,0.0395
2011-02-26,13.0006,330.1355,10.8444,326.4044,3.0397,406.79,0.0,182.3413725,34.86876075,47.22066447,1321.727284,1218.186416,959.1175279,930.0004155,162.0717752,3.9,5.61,3895.2,25.68,55.9,158.0,0.366263712,24.8,11.1,2.9,8623.0,694.3315508,0.021
2011-02-28,12.9976,333.6963,10.7198,331.9254,3.3496,406.4394,0.0,180.0946138,34.92636795,47.59013259,1333.866215,1224.681319,939.0954054,926.4963431,161.2237818,4.2,5.5,3882.8,23.89,53.6,154.7,0.456885082,23.6,9.2,1.7,8186.94,705.9636364,0.045
2011-03-01,12.9971,334.2916,8.5648,331.8339,3.4598,406.7868,0.0,178.9185589,35.19393706,48.87638863,1337.611659,1230.506754,957.063365,926.0827034,161.0448015,4.0,5.55,3745.4,24.16,57.0,164.9,0.365485477,22.3,8.7,1.7,9645.83,674.8468468,0.138
2011-03-03,13.0004,337.1341,7.1095,331.5162,3.6198,406.4039,0.0,179.9365832,35.30271712,47.98975372,1339.02981,1219.145958,952.1475734,928.2243876,161.598088,4.4,5.24,3510.0,25.21,56.8,160.1,0.471937208,18.4,9.8,1.8,9180.64,669.8473282,0.049
2011-03-04,13.0008,334.7434,11.3031,327.0677,3.609,407.7743,0.0,181.679368,35.28074434,45.64376783,1335.720024,1233.073364,950.8334623,925.9056963,161.6151337,4.1,5.37,3610.0,25.66,54.3,168.0,0.407225677,23.4,8.6,1.7,9949.23,672.2532588,0.0965
2011-03-06,13.0022,334.3793,11.2125,323.8078,3.7415,407.5143,0.0,181.4179395,35.17332623,44.95584869,1333.750964,1229.688227,958.8921232,926.2553362,161.1263211,4.2,5.47,3663.0,24.81,57.1,168.2,0.418300929,19.9,8.2,1.6,9229.1,669.6526508,0.103
2011-03-10,12.9983,334.7908,13.8902,323.3508,4.0018,407.6485,0.0,187.5383797,35.31520155,29.99116906,1329.167286,1238.746512,954.8447949,924.9134749,161.6803536,3.9,5.58,3558.2,26.0,53.4,165.8,0.354225553,18.7,8.1,1.3,9054.94,637.6702509,0.0675
2011-03-13,13.0002,335.4244,20.4479,324.9945,3.3056,407.1172,0.0,199.1320151,35.10773269,0.002592593,1298.086218,1250.020917,968.4017475,924.4214087,161.2557631,3.7,5.84,3780.0,25.29,52.4,165.3,0.376178064,18.8,7.0,1.2,8471.04,647.260274,0.04
2011-03-16,12.9992,328.2152,10.7541,320.4344,1.976,408.3187,0.0,178.4758401,35.55415651,45.97963786,1312.510329,1242.200378,970.9180366,924.45938,161.5666285,3.7,5.87,3492.0,25.54,51.8,145.0,0.28159315,25.3,9.4,1.4,9718.1,594.8892675,0.021
2011-03-19,12.9986,327.4651,11.58,322.1341,2.2401,408.6313,0.0,179.4799596,35.60174543,45.94231189,1334.704764,1255.791702,966.9899367,922.1330402,161.2401153,3.8,5.79,3450.2,21.86,51.1,159.9,0.308458815,20.7,6.8,1.3,11287.0,595.8894646,0.027
2011-03-21,12.9995,327.4696,12.0292,324.1652,2.7637,408.2651,0.0,181.731536,35.2395983,45.74997228,1335.39823,1261.128827,963.3739016,921.3336785,160.9461334,3.6,5.79,3710.0,24.93,52.4,151.3,0.558732821,24.8,8.4,1.6,11284.6,640.7599309,0.0345
2011-03-22,12.9985,327.2757,10.8645,323.2968,3.474,407.545,0.0,181.8277079,35.69808106,46.17020955,1339.139403,1262.382293,958.7681148,921.3967048,161.4844363,3.4,5.82,3570.0,24.98,55.4,160.9,0.596932938,21.1,9.1,1.7,11764.01,613.4020619,0.049
2011-03-24,13.0016,327.3241,11.871,320.8605,3.6419,408.0316,0.0,182.5468589,35.89764696,46.16247177,1350.379967,1242.700038,958.351131,925.5927006,161.5663895,3.5,5.74,3703.0,25.43,52.9,154.7,0.478784043,24.9,9.3,2.0,12625.5,645.1219512,0.0515
2011-03-27,13.0006,326.4847,17.3419,331.9511,4.6666,408.0152,0.0,182.9294006,35.94771428,46.16247177,1325.181395,1261.667201,973.7099282,927.6414042,161.9083069,3.6,5.74,3602.0,25.18,51.0,151.2,0.345951454,25.1,9.1,1.8,11744.33,627.5261324,0.074
2011-03-30,12.9986,325.3497,13.6835,324.6765,4.919,408.2673,0.0,183.1105384,36.03948083,46.16247177,1312.761437,1258.048395,975.9076225,927.5859013,161.6315404,3.3,5.93,3550.0,26.15,54.8,169.5,0.407643377,23.5,8.2,1.4,11120.99,598.6509275,0.0315
2011-04-02,12.9985,326.3815,13.8756,323.877,4.6873,408.4893,0.0,183.2614752,33.42792517,46.16247177,1315.901255,1234.031461,974.4028003,936.5763394,161.2237377,3.2,5.48,3529.4,26.26,59.4,194.1,0.669239999,22.8,9.8,1.5,13288.97,644.0510949,0.0235
2011-04-04,12.9999,327.0651,14.9885,325.8356,3.7036,409.0237,0.0,183.3896359,33.44652826,46.16247177,1322.217704,1225.810756,971.5589234,934.5243196,161.5172892,3.4,5.6,3516.8,25.31,56.9,186.0,0.402249479,21.9,9.7,1.5,11967.55,628.0,0.071
2011-04-05,12.9996,326.8898,15.5981,328.3456,3.7103,408.881,0.0,183.1345497,33.4327037,46.16247177,1327.248763,1230.779975,969.0700869,933.5060425,161.6317409,3.3,5.59,3450.0,25.7,59.4,192.6,0.437803871,20.9,10.0,1.4,13641.0,617.1735242,0.0465
2011-04-06,12.9997,327.8679,15.1572,328.1537,3.8503,409.3433,0.0,182.6928135,33.31484461,46.16247177,1349.20706,1232.547135,959.0108772,930.9378677,161.4679371,3.3,5.59,3450.0,25.7,59.4,192.6,0.437803871,20.9,10.0,1.4,13641.0,617.1735242,0.0665
2011-04-08,12.9999,331.0317,13.5112,329.2907,4.0383,409.296,0.0,182.0944403,33.3588778,46.16247177,1356.379242,1238.292922,952.8688089,929.471539,160.8814433,3.7,5.31,3840.0,25.78,59.5,187.8,0.507278854,20.3,9.8,1.2,11911.79,723.1638418,0.081
2011-04-11,13.0004,332.0772,12.2666,329.6439,4.2705,408.1321,0.0,182.3791821,33.55693378,46.16247177,1334.501908,1233.080672,960.6745507,930.6080635,161.0285366,3.5,5.49,3356.7,20.64,58.0,184.4,0.412362164,21.9,9.5,1.3,12066.0,611.420765,0.111
2011-04-13,13.0009,329.7647,13.0948,328.2952,4.203,409.5671,0.0,181.8431404,33.17168751,46.16247177,1334.186517,1246.415525,963.3500439,927.4092961,160.9796039,3.7,5.49,3730.0,25.38,55.0,182.5,0.557373134,25.6,9.2,1.3,9957.24,679.417122,0.0825
2011-04-15,13.0004,330.9351,11.9887,329.5241,4.3327,409.6058,0.0,181.3162132,32.49202214,46.16247177,1336.265392,1254.252879,960.2235185,925.9344166,160.2459768,3.9,5.41,3419.5,21.2,53.3,167.2,0.300293625,26.3,10.8,1.4,8628.0,632.0702403,0.0685
2011-04-17,12.9987,330.0541,12.9426,328.5909,4.4249,409.553,0.0,183.8865439,33.36759591,46.16247177,1340.512501,1268.207109,961.1288462,926.0805518,160.6042385,3.4,5.6,3574.2,25.8,57.2,165.2,0.377224492,22.3,9.5,1.4,11779.46,638.25,0.047
2011-04-18,12.9966,329.9446,12.4078,326.6572,4.434,409.446,0.0,184.0906696,33.59737826,46.16247177,1337.732652,1266.797425,958.8687388,923.8175638,160.1636307,3.8,5.55,3890.0,24.78,50.4,160.1,0.401297986,29.5,10.1,1.4,9160.4,700.9009009,0.0565
2011-04-20,12.9996,329.7173,13.5092,327.065,4.7073,409.7561,0.0,186.9261886,33.79697852,46.16247177,1331.844667,1262.836887,965.5585175,925.4219625,161.0770351,3.2,5.52,3593.9,26.11,52.8,159.0,0.46752623,25.7,8.4,1.4,11528.0,651.0688406,0.031
2011-04-23,13.001,328.7901,12.681,327.9265,4.7173,409.3717,0.0,188.226772,34.82719036,46.16247177,1328.61206,1264.114099,962.6116373,921.3996652,160.4415427,3.7,5.8,3903.0,24.25,49.3,161.1,0.409172734,25.0,7.9,1.3,8787.1,672.9310345,0.035
2011-04-24,12.9992,328.7424,13.7616,330.5243,4.6228,409.4151,0.0,187.7271468,35.13103768,46.16247177,1330.006687,1263.242736,967.0389465,922.8311975,160.5718572,4.0,5.48,3633.9,23.2,50.6,148.6,0.349442809,23.2,8.7,1.4,8735.7,663.120438,0.024
2011-04-26,13.0006,330.9073,12.5556,331.6128,4.5494,410.0458,0.0,187.0180709,33.93711592,46.16247177,1344.109868,1277.659343,962.3484792,919.64635,160.033431,3.8,5.49,4015.0,24.62,48.1,170.2,0.460476115,21.5,7.7,0.5,9849.4,731.3296903,0.0435
2011-04-27,12.9994,330.6029,12.0843,330.4018,4.6865,409.825,0.0,188.3488881,33.51491693,46.16247177,1338.984267,1271.618038,961.6092089,919.1289176,159.8546955,3.9,5.5,3499.1,24.6,52.4,177.3,0.323796993,23.0,7.6,0.6,10550.0,636.2,0.044
2011-04-29,12.9995,330.2439,11.8785,328.5128,4.8182,410.0185,0.0,188.5594472,34.14592124,46.16247177,1343.460522,1273.431988,958.3022069,914.3236706,160.7015017,3.8,5.47,3694.0,24.71,49.1,182.1,0.451342475,23.4,7.1,0.3,10799.3,675.3199269,0.0285
2011-05-01,12.9996,331.4136,11.8409,329.9149,4.8645,409.8042,0.0,188.322886,35.01732637,46.16247177,1343.444315,1272.418889,953.436591,918.4815036,160.0996074,3.7,5.57,3710.0,26.72,54.2,186.9,0.599404221,21.5,7.1,1.0,11987.3,666.0682226,0.052
2011-05-03,12.999,331.7239,12.6733,328.7097,5.214,409.829,0.0,188.4789626,34.85124881,46.16247177,1346.702143,1268.102131,952.3924908,913.8261934,160.6364242,3.4,5.5,3790.0,25.75,54.7,187.9,0.581702392,20.6,7.2,1.2,12291.0,689.0909091,0.0835
2011-05-06,12.9998,330.8236,13.9494,328.8759,5.5947,409.7917,0.0,188.7030206,34.65515616,46.16247177,1347.861215,1279.972266,953.7957836,917.0759969,160.6468783,3.2,5.44,3774.0,25.17,56.7,177.9,0.409364004,20.5,5.6,1.0,12704.0,693.75,0.1075
2011-05-07,13.0005,330.4895,14.3062,326.7809,5.4324,410.1786,0.0,186.8484044,34.63826257,46.16247177,1352.663638,1255.76494,957.0995834,925.9261752,160.4082542,3.3,5.57,3669.7,25.87,56.0,178.7,0.537569467,21.2,6.5,1.4,11637.0,658.8330341,0.1165
2011-05-08,13.0012,332.3195,14.3097,327.6771,5.0404,409.9153,0.0,187.4272485,34.90678874,46.16247177,1349.425114,1246.892939,954.668306,926.6881252,160.7345732,3.7,5.39,3558.6,25.66,54.4,178.7,0.402595244,21.2,6.4,0.9,10143.5,660.2226345,0.1485
2011-05-09,13.0011,333.9024,14.0939,329.1438,4.7576,410.2021,0.0,187.0537113,35.32817273,46.16247177,1347.420681,1248.612344,955.4194469,926.3784257,160.6697592,3.8,5.25,4040.0,24.48,53.5,170.7,0.566535985,21.9,7.1,1.1,9261.4,769.5238095,0.086
2011-05-10,13.0005,334.8051,12.9625,328.8386,4.2552,410.2476,0.0,186.1675295,35.47684487,46.16247177,1345.572111,1245.394504,952.4506469,925.9117131,160.2128869,4.0,5.13,3790.0,24.58,52.1,165.9,0.487959281,22.1,8.3,1.2,8159.3,738.791423,0.0825
2011-05-12,12.9992,336.8729,11.6865,329.8229,4.3873,409.7432,0.0,186.4109399,33.60796843,46.16247177,1348.586581,1252.44749,951.7975436,925.9950012,159.9851795,4.0,5.07,3583.0,24.8,51.3,155.8,0.364547145,20.4,8.0,1.3,6941.3,706.7061144,0.068
2011-05-13,13.0001,336.8752,11.9059,331.246,4.6093,409.5495,0.0,185.8436579,34.00591994,46.16247177,1347.805166,1254.11373,953.4983668,926.700674,160.1807128,4.0,5.07,3449.3,24.46,50.3,152.1,0.428515236,24.7,8.8,1.2,6991.0,680.3353057,0.0545
2011-05-15,12.9992,335.3615,11.2665,330.2842,4.5194,410.2884,0.0,186.879989,34.5092957,46.16247177,1326.049488,1260.198087,965.3237388,927.1073664,160.8484365,4.0,5.03,3540.0,24.62,49.4,146.8,0.383131115,23.6,8.6,1.3,7093.6,703.777336,0.041
2011-05-16,13.0004,335.2879,12.5835,332.219,4.499,410.682,0.0,187.2691861,34.83928124,46.16247177,1324.788144,1266.03835,963.9804116,926.5784156,160.7185549,3.7,5.52,3856.0,25.37,52.2,149.9,0.488709543,22.7,9.5,1.0,8480.5,698.5507246,0.037
2011-05-18,13.0005,330.5075,14.0037,328.0195,4.4314,410.8915,0.0,187.5779468,35.21801032,46.16247177,1337.612622,1275.454375,963.8763932,924.8672611,160.8976321,3.5,5.62,3935.0,24.89,52.4,151.9,0.450390039,21.0,9.2,0.9,8634.4,700.1779359,0.026
2011-05-20,12.9988,330.5109,14.7885,327.8507,4.3453,410.725,0.0,187.0482701,33.83539962,46.16247177,1339.933532,1269.769046,963.8120183,922.0507194,160.8651534,3.7,5.48,3698.0,25.02,52.0,153.6,0.418187081,18.2,8.7,1.0,8321.3,674.8175182,0.0275
2011-05-23,12.9983,329.5412,12.9198,329.4725,4.3741,410.1322,0.0,186.8724876,35.11965404,46.16247177,1349.385962,1272.626132,959.7563529,918.2617372,161.0609329,4.2,5.49,3664.0,24.05,49.8,147.7,0.332396845,17.9,9.0,1.0,6739.5,667.3952641,0.034
2011-05-25,12.9991,328.2875,16.1174,337.4649,4.6277,409.9155,0.0,186.0076151,34.12695528,46.16247177,1333.815119,1279.143819,970.3657432,917.1022555,161.2561701,3.8,5.62,3722.0,24.16,51.0,155.3,0.44178221,18.2,9.5,1.1,8298.2,662.2775801,0.023
2011-05-30,13.0005,325.8139,13.6941,329.3438,5.4634,409.7712,0.0,185.8722048,34.83174363,46.14373363,1341.500607,1286.446278,966.4802699,911.0476154,161.0440388,3.8,5.78,3525.0,23.99,49.1,155.5,0.358669882,21.4,8.4,1.2,8466.2,609.8615917,0.021
2011-05-31,12.9998,324.6412,14.2591,328.2505,5.5428,409.7957,0.0,184.6123744,35.4297825,45.96247482,1343.60334,1288.125207,967.8672139,911.8967407,160.7199714,4.0,5.7,3606.0,25.6,48.9,154.9,0.340751337,20.6,8.6,0.3,7096.0,632.6315789,0.031
2011-06-02,12.9976,325.73,14.4157,330.0089,5.2177,409.8052,0.0,185.5141226,33.20091947,45.96247482,1342.141918,1282.790991,959.2034712,866.1890342,160.9952855,3.9,5.77,3610.0,24.23,51.6,146.7,0.375813029,21.2,9.1,0.8,8008.1,625.6499133,0.0255
2011-06-07,12.4507,329.2862,12.858,332.6045,11.1947,403.6534,0.0,186.7147296,33.14332501,45.96247482,1350.572712,1272.922654,955.1164636,880.9627232,160.5551087,3.6,5.55,3435.3,25.3,58.4,143.3,0.407825071,17.6,10.0,1.5,8728.0,618.972973,0.038
2011-08-03,11.978,326.9803,13.4693,335.3723,3.176,410.8458,0.0,188.5589739,36.71248165,43.99990082,1347.213998,1332.521133,950.8212331,897.0603393,161.5820114,4.3,5.76,3640.0,23.63,47.1,147.4,0.353648674,17.4,8.6,1.4,5415.7,631.9444444,0.034
2011-08-05,11.9782,327.0276,14.7355,339.0014,3.1298,410.6431,0.0,189.1341372,36.80253651,43.99990082,1352.059868,1336.631291,955.2097824,895.9410144,161.6178144,4.2,5.66,3780.0,24.39,47.9,148.8,0.354491768,19.2,9.7,1.5,5063.0,667.844523,0.0285
2011-08-06,11.9787,327.3417,14.0644,338.7809,3.1507,410.8406,0.0,189.7195703,33.21503861,43.99990082,1353.576802,1340.435957,954.2271371,896.1346014,161.6509848,4.0,5.72,3600.0,25.83,49.1,156.5,0.453699267,16.2,8.7,0.6,5820.2,629.3706294,0.04
2011-08-08,11.9758,328.1752,12.3795,337.9035,2.5202,410.9868,0.0,188.8747931,32.13980741,43.99990082,1358.713104,1341.543127,945.4788352,897.8127839,160.297645,4.1,5.68,3520.0,23.73,48.2,155.3,0.435454453,20.3,9.0,0.4,5768.9,619.7183099,0.0265
2011-08-10,11.9767,327.4023,14.288,337.8044,2.9588,411.0893,0.0,189.3642314,32.49667607,43.99990082,1358.915406,1343.164742,944.7991983,894.6577629,159.597437,4.1,5.82,3822.0,23.85,46.5,152.2,0.395058568,18.7,8.3,0.2,5910.2,656.7010309,0.0805
2011-08-11,11.9759,327.174,14.1501,337.2026,2.9572,411.1861,0.0,189.9114042,32.99080018,43.99990082,1358.546647,1341.472436,943.9168032,894.1588131,159.5153758,3.9,5.78,3597.0,25.29,46.1,153.0,0.42100216,14.8,8.3,0.8,5689.7,622.3183391,0.038
2011-08-13,11.9768,327.3412,13.2367,336.2311,3.1477,411.1045,0.0,191.4356949,33.53542296,43.99990082,1358.670182,1342.351951,944.5344696,893.9246697,159.4829556,3.9,5.71,3921.5,23.47,37.9,134.6,0.349158452,16.1,6.3,1.1,5439.04,686.7775832,0.0245
2011-08-14,11.9601,327.1429,13.1524,335.6626,3.3445,410.7339,0.0,189.1952841,33.6959643,43.99990082,1360.997952,1341.150208,943.3010023,893.6891311,159.5644315,4.2,5.72,3748.0,23.78,37.8,135.1,0.326015201,15.2,6.6,1.2,5133.2,655.2447552,0.027
2011-08-15,11.9773,326.7012,13.5368,337.4621,3.3223,410.6461,0.0,188.3495511,31.4752929,43.99990082,1361.9333,1342.348207,943.3413484,892.5673964,159.5645291,4.2,5.61,3753.7,23.61,37.9,134.9,0.332946211,15.7,5.8,1.1,5185.5,669.1087344,0.038
2011-08-17,11.9772,328.5786,12.8207,336.4769,3.2916,410.7592,0.0,188.2287266,31.51673164,43.99990082,1362.40547,1342.669988,940.0312086,893.0248339,159.4178462,4.0,5.68,3640.0,24.61,44.8,157.0,0.366955669,13.4,7.8,1.4,4865.1,640.8450704,0.028
2011-08-18,11.9768,328.9367,11.7739,333.9609,3.2056,410.5172,0.0,188.1988389,31.2570605,43.99990082,1362.980244,1339.95639,938.197524,893.396237,159.5645125,3.9,5.65,3804.0,23.79,42.4,146.7,0.417851096,17.7,6.0,1.5,5152.0,673.2743363,0.0275
2011-08-20,11.9763,328.5956,15.0284,336.1379,3.3105,410.3337,0.0,188.9677445,32.33325752,43.99990082,1366.125501,1323.127323,944.3823884,902.6445832,160.1029086,4.0,5.78,3710.0,23.71,46.0,154.6,0.4298915,19.0,7.0,1.3,5010.3,641.8685121,0.0265
2011-08-21,11.9781,328.0951,14.5104,336.6637,3.2767,410.4336,0.0,187.8498321,32.70764944,43.99990082,1365.709563,1327.264255,944.9830148,902.68927,159.9879908,4.0,5.68,3836.0,25.64,44.4,150.7,0.408356722,18.8,6.1,1.6,5193.1,675.3521127,0.023
2011-08-22,11.9747,327.5848,14.2014,335.2331,3.0058,410.5995,0.0,188.5178767,33.48938494,43.99990082,1372.238875,1328.397267,945.1832635,900.2893748,159.972294,4.3,5.55,3955.0,24.23,45.3,151.2,0.412486271,18.2,6.6,1.6,5078.7,712.6126126,0.0215
2011-08-24,11.9766,326.9134,15.4326,334.9452,2.7296,410.64,0.0,188.1896235,30.64298685,43.99990082,1389.137871,1334.361581,942.6672864,900.6358546,159.4825492,3.8,5.64,3859.5,23.93,47.1,175.1,0.44256367,15.2,6.8,1.4,5188.0,684.3085106,0.028
2011-08-26,11.9764,326.9417,15.4978,336.4862,2.8033,410.6346,0.0,187.853331,31.43909592,43.99990082,1393.185475,1342.550746,941.6306037,900.5397716,159.7764936,4.4,5.68,3653.6,24.25,48.3,152.6,0.539238159,15.7,6.5,2.5,5516.0,643.2394366,0.08
2011-08-28,11.9763,327.5998,14.4134,335.308,2.8171,410.6711,0.0,188.5988037,32.17716787,43.99990082,1391.134292,1342.914393,937.087097,900.2245813,159.6297687,4.1,5.7,3589.5,24.26,51.4,177.3,0.494185869,17.2,5.8,1.9,5774.0,629.7368421,0.055
2011-08-30,11.9747,327.7806,14.3523,337.1286,2.8429,410.6304,0.0,188.3700125,33.06550113,43.99990082,1375.166646,1344.976144,936.7090602,900.4197699,159.286887,4.1,5.49,3821.0,24.04,41.2,189.4,0.53042274,16.8,7.3,2.6,5787.7,695.992714,0.0495
2011-09-07,11.9741,334.6116,16.1129,335.1349,4.2124,408.2449,0.0,188.1819704,33.34026767,43.99990082,1371.057216,1321.155944,923.6729818,901.2561718,159.4831084,4.9,5.1,4080.0,22.77,53.3,159.3,0.547891357,25.4,8.6,2.3,6284.4,800.0,0.0885
2011-09-10,11.9756,334.9031,13.7544,333.268,4.5279,408.4629,0.0,190.0230149,31.41438026,43.99990082,1380.721067,1333.15914,925.3381645,898.0796861,160.4126296,4.3,5.29,3862.9,23.17,56.2,166.2,0.565433142,21.8,9.7,3.0,7750.0,730.2268431,0.1615
