Datetime,612FC702.PV,612TC138A.PV,612FC124.PV,612TC168A.PV,612FC129.PV,612TC170A.PV,612FC195A.PV,612FI109.PV,612FI740.PV,612FC123.MV,612SI101.PV,612SI102.PV,612AI104E.PV,612AI107E.PV,partial_p,API,Sulfur %,Nitrogen ppm,MCRT wt. %,Ni ppm,V ppm,SEDEX,Na ppm,Fe ppm,Ca ppm,V(100) cSt.,N_S_r,SHFT_avg
2017-06-15,13.0,318.3067,11.7031,371.2855,9.805,410.0315,4.5,198.1189943,58.66292616,35.00750732,1471.607763,1360.994257,990.8308335,1212.509817,157.1323423,1.8,5.98,3560.0,26.32,55.6,194.9,0.533146072,9.3,9.5,0.9,13025.4,595.3177258,0.0495
2017-06-16,12.9992,316.156,10.8587,373.9506,10.0916,410.0318,4.5003,198.7607397,58.29978897,35.00750732,1433.709044,1365.941773,1025.746887,1208.960621,157.5886847,1.8,6.01,3690.0,26.53,54.7,195.4,0.529862844,9.1,9.6,0.9,12988.0,613.9767055,0.044
2017-06-18,12.9995,314.1668,9.5338,374.9068,10.1177,410.0404,4.5001,198.7254755,58.46349456,35.00750732,1421.675534,1374.546194,986.3305463,1215.686741,157.2790764,1.8,6.0,3900.0,26.31,53.9,202.0,0.608120552,10.6,9.8,1.0,12312.8,650.0,0.037
2017-06-19,12.9997,315.6085,10.7779,372.8007,10.0745,410.0419,4.4997,198.9920528,58.53712871,35.00750732,1431.500509,1379.79563,999.3294397,1213.605431,157.2949685,1.8,5.96,3690.0,26.66,54.4,203.8,0.749859317,10.6,9.4,1.1,12733.0,619.1275168,0.0375
2017-06-20,13.0003,316.995,12.3914,372.3632,9.7962,410.0411,4.4999,199.0547127,58.22691929,35.00750732,1446.158005,1382.513871,1022.28436,1192.116337,157.1165077,1.9,5.98,3760.0,26.42,55.7,204.1,0.664539977,9.4,10.8,0.8,12160.5,628.7625418,0.0365
2017-06-21,13.0003,315.6043,11.1147,373.924,10.0218,410.0033,4.5001,198.3005376,58.39873079,35.00750732,1431.581848,1377.423509,1000.931781,1207.121389,157.0342915,1.8,5.98,3910.0,26.36,57.0,207.2,0.6232408,8.6,9.4,0.8,12728.2,653.8461538,0.038
2017-06-22,13.0,315.5942,11.3125,372.383,10.0825,409.9905,4.5001,199.3367985,58.33226693,35.00750732,1430.712988,1374.623716,1008.071405,1229.527196,156.7460217,1.9,5.99,3820.0,25.99,56.3,199.9,0.599862482,7.8,10.9,0.8,12159.7,637.7295492,0.0375
2017-06-23,12.9991,316.1453,14.1482,369.2595,10.1354,409.9915,4.5001,200.5815103,58.32697542,35.00750732,1436.518215,1345.372397,1024.613072,1221.180615,157.0990173,1.8,6.0,3940.0,26.04,55.4,203.8,0.597017585,9.4,9.6,0.9,12737.4,656.6666667,0.0435
2017-06-25,12.9997,315.8544,12.8275,372.2606,10.2742,409.9948,4.5,200.6448431,58.15811837,35.00750732,1433.741652,1340.108458,1020.961268,1223.915923,156.7897046,1.9,5.92,3490.0,25.71,54.9,197.4,0.545359191,9.6,10.0,1.1,10155.6,589.527027,0.043
2017-06-27,13.0001,316.903,11.8631,373.5204,11.5704,408.999,4.5001,205.0787863,58.47932852,35.00750732,1434.532612,1345.855371,1018.937736,1223.665267,156.8869789,2.1,5.81,3880.0,25.69,59.0,199.4,0.735338438,9.0,10.4,1.1,10765.3,667.8141136,0.0535
2017-06-29,12.9991,318.7825,13.42,370.5075,12.3843,408.9964,4.5003,208.4404976,58.60592093,35.00750732,1452.370687,1338.802026,1034.118587,1215.86746,157.4909954,2.1,5.94,3720.0,26.35,55.5,199.9,0.594403097,9.8,9.9,1.1,10802.2,626.2626263,0.043
2017-06-30,13.0001,316.7975,13.1017,372.3536,12.691,408.9928,4.5001,207.4255952,58.57870445,35.00750732,1462.925593,1347.853047,1030.300663,1226.527896,155.9912855,2.1,5.86,3770.0,25.84,51.7,190.6,0.714848417,10.0,9.7,1.8,10388.5,643.3447099,0.0365
2017-07-02,12.9998,315.3046,12.5145,375.2736,13.1312,408.9889,4.5,207.825183,58.70567674,35.00750732,1418.602894,1355.454905,997.9983553,1232.90442,156.1055839,2.2,5.84,3650.0,25.6,56.8,209.0,0.626807944,10.0,10.4,1.2,10186.9,625.0,0.04
2017-07-03,12.9999,317.5525,11.7341,374.5272,12.7243,408.9904,4.4998,207.134076,58.68007309,35.00750732,1417.184832,1358.288012,1014.447892,1234.750118,155.958476,2.2,5.84,3680.0,25.78,56.4,206.2,0.641849155,9.8,9.7,1.2,9948.5,630.1369863,0.0355
2017-07-04,13.0,318.14,13.3307,372.3205,12.8313,408.9971,4.5001,206.7161465,58.82859282,35.88743145,1424.52541,1361.076417,1006.772208,1230.067252,156.2184025,2.3,5.82,3680.0,26.04,56.0,205.0,0.531874579,10.0,10.5,1.2,9540.8,632.3024055,0.0385
2017-07-05,12.9999,318.8404,12.5278,372.5804,12.8287,408.9898,4.4997,207.0912013,58.70224527,37.00749207,1431.909039,1357.415204,1020.788643,1227.40294,156.3173271,2.4,5.72,3650.0,25.23,54.8,197.8,0.579254124,9.1,8.8,0.7,8782.2,638.1118881,0.039
2017-07-07,12.9999,316.3668,11.891,373.503,12.7859,408.9924,4.5,206.3988735,58.51570365,37.00749207,1445.013918,1363.056769,1042.044902,1229.446732,156.3492234,2.2,5.86,3850.0,25.72,55.8,201.9,0.588013802,9.6,10.3,0.8,9724.9,656.996587,0.038
2017-07-08,13.0,315.3025,10.788,373.1292,12.9123,408.9929,4.4999,206.4113121,58.6223706,37.00749207,1435.037696,1363.022736,1017.819821,1231.615916,156.2193221,2.4,5.81,3850.0,26.0,54.0,194.2,0.576593174,9.5,9.4,1.0,9538.0,662.6506024,0.043
2017-07-09,12.9997,315.533,15.0099,371.5504,12.6766,409.3855,4.5,206.7661886,58.65994699,37.00749207,1440.284655,1371.669248,1013.312896,1231.166031,156.5136288,2.0,5.94,3920.0,26.18,56.2,197.0,0.725397506,7.8,10.0,0.7,10855.8,659.9326599,0.044
2017-07-10,13.0001,315.8816,13.8784,370.6951,13.0108,408.991,4.5002,206.9586743,58.63854347,37.00749207,1439.931316,1362.906291,1024.063568,1231.890687,155.9749143,2.0,5.9,3650.0,25.95,56.4,199.9,0.674675095,7.9,9.8,0.9,10820.0,618.6440678,0.043
2017-07-11,12.9998,313.8093,13.4123,371.6106,13.0325,408.992,4.5001,207.2018301,58.5233297,37.00749207,1433.591609,1358.021378,1026.353183,1231.478298,156.365084,1.9,5.96,3880.0,26.09,57.1,207.5,0.758855602,9.4,11.3,1.0,11647.2,651.0067114,0.0455
2017-07-12,12.9997,314.2378,13.2404,372.2599,12.9602,408.991,4.4998,207.2343529,58.750397,37.00749207,1432.07434,1358.840743,1016.891049,1234.447763,156.1856363,2.0,5.9,3640.0,26.52,56.1,202.6,0.553001438,9.1,10.2,0.9,10760.3,616.9491525,0.043
2017-07-14,12.9993,313.3475,12.5224,372.8811,13.0142,408.9894,4.4998,207.2094051,58.66588182,37.00749207,1428.563454,1364.780468,969.1552222,1233.155434,156.2677425,2.0,5.98,3880.0,25.73,55.1,197.3,0.817760821,8.6,10.5,0.8,11034.1,648.8294314,0.048
2017-07-15,12.9984,313.4106,11.9054,372.7039,13.0755,408.9959,4.5001,207.4951088,58.67170636,37.00749207,1426.026732,1364.273274,972.9261735,1234.982944,156.8222312,2.1,5.95,3780.0,25.85,54.7,195.2,0.613958835,9.1,9.9,0.7,10345.6,635.2941176,0.038
2017-07-16,13.0011,313.0264,11.6718,372.4475,13.0291,408.9915,4.4998,207.3032675,58.71079365,37.00749207,1431.037243,1370.715519,956.7578761,1238.518127,157.0020243,2.0,5.98,3740.0,27.55,54.1,190.3,0.627429516,8.9,10.1,0.7,11158.9,625.4180602,0.044
2017-07-17,12.9999,314.3824,15.2229,369.4501,13.0686,408.9867,4.4998,207.8106779,58.30391558,37.00749207,1437.097195,1348.044,979.8333296,1240.00613,157.0501939,2.2,5.97,3630.0,25.53,53.6,191.5,0.594928673,9.2,9.8,0.7,9380.8,608.040201,0.036
2017-07-18,13.0003,313.5858,14.4754,371.4159,12.9443,408.9896,4.5,207.2996794,58.25120245,37.00749207,1414.155426,1339.085803,1009.066842,1244.085674,157.050175,2.1,6.09,3690.0,26.02,54.6,190.2,0.520986387,9.5,10.6,0.7,9547.2,605.91133,0.038
2017-07-20,12.9998,312.6507,12.9818,372.913,13.2264,408.961,4.4998,207.5665396,58.63875767,37.00749207,1395.895416,1341.085791,991.2108425,1250.077513,156.7041539,2.2,5.99,3770.0,27.1,54.3,188.6,0.605173428,10.1,10.4,0.7,8955.9,629.3823038,0.0335
2017-07-21,13.0004,312.6385,12.6865,372.3826,12.6965,408.9578,4.4999,204.5883021,58.76448146,37.00749207,1406.415806,1345.388602,994.5100954,1252.792117,156.5122816,2.2,5.95,3510.0,27.33,53.5,188.6,0.617107759,10.0,10.9,0.7,9397.5,589.9159664,0.036
2017-07-24,13.0005,314.0974,15.471,372.2343,11.5045,409.9595,4.4999,201.0604539,58.67326809,37.00749207,1430.862956,1355.7067,999.9765264,1250.951386,155.860457,2.2,5.91,3650.0,25.42,54.0,193.1,0.580440173,9.6,11.5,0.7,9340.3,617.5972927,0.0475
2017-07-26,12.7997,312.3629,13.3561,371.9991,11.1755,409.962,4.5002,199.9982052,55.063457,37.00749207,1433.935693,1352.39767,1023.851749,1219.130882,156.8385752,2.2,6.04,3580.0,25.66,55.5,197.0,0.771670927,10.5,10.5,0.7,8951.3,592.7152318,0.0495
2017-07-28,12.7998,312.9136,11.8625,372.896,11.3327,409.9615,4.5,200.9346884,53.40122454,37.00749207,1432.040429,1355.319937,1009.319696,1248.746514,156.6759952,2.3,5.94,3910.0,25.45,55.5,190.8,0.533655016,8.7,10.5,0.7,9342.0,658.2491582,0.041
2017-07-30,12.7997,313.645,14.2511,369.9894,11.4561,409.9615,4.4997,199.9051626,53.25905522,37.36409542,1437.59501,1368.926895,993.9440921,1244.29076,156.6291795,2.2,5.84,3950.0,25.82,54.7,192.5,0.696888979,9.5,10.4,0.7,9822.2,676.369863,0.041
2017-08-01,12.7999,313.8115,12.0519,371.2938,11.3062,409.9633,4.4998,199.139419,51.61845955,38.00747681,1437.523248,1357.157211,1008.773539,1243.027219,157.0177458,2.1,5.85,3660.0,26.01,54.0,197.1,0.573972633,9.6,10.2,0.6,10229.9,625.6410256,0.052
2017-08-03,13.2283,318.5919,8.6235,374.9769,9.9874,409.9939,4.4998,200.4235097,47.53395877,38.00747681,1392.377516,1331.603785,977.1119906,1245.35966,157.5996638,2.2,5.86,3770.0,25.51,56.2,203.4,0.703208844,10.2,11.2,0.9,9320.9,643.3447099,0.0395
2017-08-04,10.9808,312.1576,12.7933,369.8657,12.6786,409.9617,4.4998,208.0171355,41.30207859,38.00747681,1420.779894,1354.31716,988.8275586,1246.873556,155.3230877,2.1,5.85,3660.0,26.04,55.6,202.2,0.622687083,10.0,10.8,0.8,10168.1,625.6410256,0.0195
2017-08-07,10.9792,312.1343,15.6608,368.4255,12.6318,410.1114,4.5001,208.0046985,41.62302787,38.00747681,1422.01055,1354.035692,944.5684457,1258.644017,155.7266803,2.0,5.88,3970.0,26.33,54.6,196.3,0.856037257,10.4,10.2,0.8,10178.3,675.170068,0.034
2018-04-23,0.0,316.9609,13.125,367.4674,3.3569,409.4236,3.4829,202.9052534,50.61032987,44.99988556,1280.01554,1382.255294,859.2400527,851.6059593,157.6371272,1.9,5.97,4220.0,26.22,60.9,197.8,0.976323154,11.8,9.8,0.6,11410.0,706.8676717,0.0315
2018-04-25,0.9966,319.5539,14.7631,369.7919,3.62,410.4498,3.4696,216.487603,54.5997475,43.89192793,1286.280646,1395.795248,865.54935,857.347812,156.0073994,2.0,6.06,4010.0,26.21,60.0,197.0,0.901534076,10.1,10.1,0.3,10301.9,661.7161716,0.024
2018-04-27,1.6841,319.8773,16.2165,368.2132,4.7043,409.7484,2.2786,217.127591,57.19950511,44.99988556,1284.883049,1387.728489,869.4631539,853.4216859,157.0828023,2.1,5.95,4020.0,26.1,64.9,199.6,0.542099215,10.6,12.6,0.8,10129.2,675.6302521,0.0245
2018-04-30,1.7342,319.4545,14.9015,369.8581,4.6098,409.6107,4.8873,217.4437955,57.67073582,44.99988556,1293.564413,1402.437835,873.504009,853.5039429,157.6859287,2.2,5.91,3830.0,25.62,59.2,193.1,0.533925283,11.0,10.6,0.4,10373.4,648.0541455,0.0305
2018-05-01,1.7365,319.6603,16.6966,367.2126,4.4681,409.5314,5.0293,217.7778391,57.67287454,44.99988556,1292.828271,1396.814578,875.2882492,851.0454857,157.5672782,2.2,5.97,3850.0,25.75,63.3,192.7,0.680007349,10.3,10.8,0.4,10259.0,644.8911223,0.028
2018-05-04,1.4959,317.9761,15.1609,367.8269,6.7113,409.7412,5.1924,217.1025823,56.99675411,44.99988556,1303.755419,1426.780467,859.4217894,852.558574,157.342803,2.3,5.88,3990.0,24.84,63.3,202.6,0.921530729,11.0,12.1,0.8,10441.0,678.5714286,0.0255
2018-05-05,1.2139,318.5392,14.8126,368.0136,6.6479,409.7492,5.2135,217.2776484,57.17966183,44.99988556,1306.39657,1429.863802,864.2047398,853.6177897,157.686876,2.3,5.9,4040.0,25.74,63.6,193.1,0.917492137,10.6,10.5,0.8,9526.2,684.7457627,0.027
2018-05-07,0.9892,320.5781,17.8283,367.4598,5.8647,410.0132,5.269,217.9391985,56.8269755,44.99988556,1313.829764,1388.856878,870.3295705,862.4032788,156.9042269,2.4,5.89,3940.0,26.08,58.7,191.3,0.770072077,10.5,10.5,0.5,9593.4,668.9303905,0.028
2018-05-09,0.3439,320.3629,15.3876,369.9594,6.9778,410.5726,5.3712,215.9565175,56.73209879,44.99988556,1338.140346,1413.669806,868.933099,862.9916974,157.8982264,2.4,5.76,3920.0,25.61,58.3,191.2,0.827219482,11.0,9.8,0.6,8717.9,680.5555556,0.0225
2018-05-10,0.9265,320.9789,15.5742,372.0939,7.6263,410.08,5.2286,215.1562231,57.05082966,44.99988556,1347.262554,1423.268358,856.6730955,863.5614509,157.8822617,2.4,5.81,4240.0,25.53,54.0,181.0,0.824289702,12.0,10.0,1.3,8574.7,729.7762478,0.022
2018-05-12,1.4196,321.1927,15.0009,373.7846,8.1252,409.569,5.3178,213.1847892,57.14810386,44.99988556,1350.455426,1434.01476,843.7889489,862.1367432,157.1970815,2.5,5.77,4120.0,25.49,55.3,177.1,0.567151431,10.5,9.1,1.2,7598.7,714.0381282,0.0215
2018-05-14,1.6298,321.8262,15.8216,371.5974,7.1896,409.0026,5.3696,212.0042738,57.49215919,44.99988556,1358.549552,1434.068367,852.3128882,861.8856682,157.3760319,2.5,5.79,4080.0,25.2,56.9,185.2,0.519461324,11.6,11.2,1.4,8767.0,704.6632124,0.025
2018-05-15,6.1028,322.0088,16.2034,371.3389,6.7859,409.7141,5.4189,210.9828513,57.98423264,44.99988556,1362.808654,1438.37753,857.4784503,859.8173088,157.4741543,2.5,5.71,4130.0,25.55,58.4,188.6,0.606574328,10.9,12.1,1.6,8030.3,723.2924694,0.0285
2018-05-17,15.9994,320.957,16.4786,370.3383,7.1116,409.6738,5.3902,210.1633432,59.55785828,44.99988556,1362.656567,1429.143109,856.9525098,855.4730007,157.488754,2.5,5.8,3820.0,25.4,54.0,195.4,0.793295671,11.8,12.8,1.5,8492.0,658.6206897,0.029
2018-05-18,15.9995,321.7619,16.4822,371.743,7.1417,409.4718,5.3883,212.0320716,59.70786857,44.99988556,1362.48498,1436.302774,858.8805113,853.994475,157.2626645,2.5,5.79,3990.0,25.49,54.9,191.8,0.60205663,12.6,13.2,1.5,7937.0,689.119171,0.027
2018-05-19,16.0004,321.6122,15.3817,372.7233,7.3315,409.6066,5.3742,214.1719127,59.10412254,44.99988556,1353.904728,1434.516663,853.8218183,856.0974415,158.0121639,2.4,5.8,3810.0,25.24,56.3,195.1,0.828943995,9.1,13.1,0.8,8886.0,656.8965517,0.024
2018-05-20,16.0006,322.3167,17.3556,370.34,7.2547,409.51,5.3307,214.2872816,59.23450451,44.99988556,1355.419483,1427.466252,855.6249026,854.4794463,158.2570356,2.5,5.85,3810.0,25.51,55.3,191.4,1.067674245,9.4,12.8,0.8,8039.5,651.2820513,0.024
2018-05-22,16.0004,321.6662,15.8274,371.6794,6.9308,409.9841,5.3319,212.5963848,59.2171435,44.99988556,1358.676058,1437.547606,851.8091482,852.4018502,157.6694766,2.5,5.89,3490.0,25.52,53.7,191.2,0.743637822,9.6,12.9,0.8,8050.0,592.5297114,0.028
2018-05-23,15.9993,321.0679,15.3875,373.554,7.3364,409.6476,5.3529,212.5447856,59.28472912,44.99988556,1351.694473,1435.137431,843.9793136,854.0792418,157.2953681,2.6,5.78,3820.0,25.45,51.8,189.5,0.58421382,9.6,11.4,0.8,7369.0,660.899654,0.029
2018-05-25,16.0003,322.0933,16.4287,369.594,7.2898,409.9231,5.2959,211.8534738,59.56287843,44.99988556,1359.554846,1437.932546,849.7203305,850.0877131,157.6701505,2.5,5.8,4000.0,25.61,51.7,191.9,0.65675966,9.2,11.0,0.7,7159.3,689.6551724,0.0245
2018-05-26,16.0005,321.0387,15.8438,371.7218,7.228,409.687,5.3368,212.0893676,59.33655448,44.99988556,1354.937205,1439.556151,845.045176,848.1655868,157.8658944,2.5,5.76,3940.0,25.51,52.4,192.8,0.653890748,10.0,11.2,0.5,7308.0,684.0277778,0.0255
2018-05-27,15.9997,321.4417,15.4756,371.8048,7.2668,409.7262,5.3534,211.9627503,59.18039893,44.99988556,1355.345413,1441.309176,846.1730004,851.5142592,158.0448602,2.5,5.76,3900.0,25.7,52.1,194.5,0.560707258,9.5,11.3,0.5,7876.5,677.0833333,0.024
2018-05-28,15.9994,322.7817,15.6384,372.4223,7.2799,409.4342,5.3818,212.0334838,58.89393877,44.99988556,1362.329271,1447.063782,848.7537814,851.8769081,158.0783328,2.5,5.75,3800.0,25.37,52.7,197.2,0.551009791,9.6,11.3,0.5,8056.0,660.8695652,0.028
2018-05-29,15.9989,322.5079,14.5881,374.5328,7.2079,409.3971,5.363,210.6529476,59.43864913,44.99988556,1361.445719,1448.989253,842.6313891,852.5396411,158.3380742,2.5,5.74,3650.0,25.04,50.4,188.4,0.573480332,9.9,12.2,0.9,7739.5,635.8885017,0.0295
2018-05-30,15.9998,323.8852,16.0185,372.1076,7.1137,409.4913,5.3291,210.6303423,59.59142155,44.99988556,1364.411835,1444.444255,842.3975716,847.5244645,158.6476125,2.5,5.73,3760.0,26.34,54.3,196.4,0.678718813,10.1,11.8,0.8,7296.7,656.1954625,0.0315
2018-05-31,16.0003,323.9716,14.8309,373.3222,6.9991,409.7529,5.3636,213.2149825,57.64708774,44.99988556,1357.255788,1443.223013,838.1662348,846.8310482,158.8603787,2.6,5.75,3760.0,25.45,55.8,195.0,0.694522854,10.0,12.7,1.0,7794.1,653.9130435,0.0325
2018-06-02,16.0001,322.8096,14.3263,373.7069,7.6549,409.1991,5.3028,212.7430333,59.07759931,44.99988556,1356.762618,1452.342407,829.2297289,846.3027856,158.957228,2.6,5.73,4000.0,25.32,52.9,189.8,0.742036462,10.2,12.0,0.7,7517.0,698.0802792,0.036
2018-06-03,15.9999,323.7993,13.7419,373.4089,7.6,409.1837,5.3172,212.6595074,58.75994383,44.99988556,1362.337541,1455.213874,833.835923,848.10359,158.8924136,2.7,5.82,3840.0,24.99,53.9,195.4,0.62296618,10.9,13.5,0.8,7260.3,659.7938144,0.0285
2018-06-04,15.9987,324.2871,16.0416,370.9564,7.5451,409.2679,5.2872,212.4699927,58.70714652,44.99988556,1366.798513,1444.887355,838.5002343,846.4895766,159.0998276,2.6,5.87,3880.0,25.2,51.3,184.4,0.576760909,9.1,11.4,0.7,6896.0,660.988075,0.027
2018-06-05,16.0001,323.3647,15.5657,373.7998,7.3997,409.4519,5.3106,212.9131066,58.01803606,44.99988556,1365.522938,1447.018909,832.5787905,845.6268795,158.9749738,2.5,5.92,3800.0,25.21,49.4,180.9,0.544076285,9.7,10.1,2.4,7398.7,641.8918919,0.0295
2018-06-06,15.9997,323.8869,14.3503,373.0394,7.2268,409.6735,5.3503,212.1052356,58.27380403,44.99988556,1372.425112,1456.859144,833.0048319,844.6912178,158.4194154,2.6,5.85,3770.0,25.14,53.7,189.6,0.564670376,8.9,10.8,0.7,6675.9,644.4444444,0.027
2018-06-07,15.999,324.2998,16.2746,369.3126,7.4291,409.8613,5.3136,212.0871146,58.50282802,44.99988556,1377.785946,1411.810036,835.1283182,854.8730273,158.3706616,2.2,5.85,3880.0,25.66,54.9,203.0,0.557858601,9.1,11.2,1.1,8416.0,663.2478632,0.028
2018-06-08,15.9996,322.8136,15.3095,371.1377,7.4592,409.7724,5.3442,212.4138955,58.35209696,44.99988556,1374.825274,1410.366976,830.5624272,857.2048808,158.1423642,2.3,5.9,3870.0,25.35,48.2,191.3,0.849063379,12.8,10.0,0.5,7728.0,655.9322034,0.0325
2018-06-09,16.0013,323.2242,15.4165,372.5337,7.4954,409.5165,5.3134,213.1424611,58.1961883,44.99988556,1370.554549,1413.529056,831.4146958,856.962554,158.0282626,2.1,5.96,3940.0,25.65,55.3,205.1,0.643301713,8.0,10.6,0.7,9007.0,661.0738255,0.0305
2018-06-10,15.9998,322.44,15.0172,373.5792,7.5386,409.4481,5.3147,214.41464,57.62182998,44.99988556,1367.550005,1423.049034,828.546671,861.6768271,157.8335208,2.2,5.95,3830.0,25.55,51.8,194.1,0.73539966,7.7,11.1,0.8,8105.0,643.697479,0.0305
2018-06-11,16.0011,322.3899,14.6787,368.9459,7.4421,409.7161,5.324,214.8095872,57.65773838,44.99988556,1374.32944,1413.340448,829.4586941,852.508849,157.7508775,2.1,5.97,4030.0,25.36,51.4,196.2,0.693719484,6.8,10.1,0.9,8958.8,675.041876,0.031
2018-06-12,16.0,322.8007,17.0782,370.5892,7.5411,409.5929,5.3033,213.9993555,58.02594373,44.99988556,1379.217434,1414.94036,833.2058526,855.9552459,158.0126084,2.1,6.04,3940.0,25.73,54.9,196.0,0.62416178,6.5,11.0,0.4,8758.7,652.3178808,0.0285
2018-06-13,16.0014,321.6287,15.7724,372.4035,7.546,409.5976,5.3075,213.7651408,57.95940495,44.99988556,1374.206665,1419.608064,830.8145638,855.3524371,158.3710393,2.0,5.99,3960.0,25.99,55.9,205.4,0.652428073,9.6,10.5,0.7,9467.0,661.1018364,0.0325
2018-06-14,16.0,320.4163,15.404,373.4534,7.547,409.5638,5.3187,214.4034507,57.95847887,44.99988556,1365.331843,1421.848165,822.3171851,857.4996492,158.0934115,2.2,6.04,3710.0,25.67,53.5,198.9,0.747279974,10.5,9.7,0.6,8821.9,614.2384106,0.0315
2018-06-15,16.0001,319.5959,14.4661,373.3343,7.6049,409.5138,5.3207,213.99632,57.92041119,46.17219406,1357.838063,1422.841155,818.2852807,858.4173516,158.1915998,1.8,6.01,3860.0,26.01,60.6,218.3,0.828626242,8.6,12.1,0.7,11038.0,642.2628952,0.034
2018-06-16,15.9995,320.5598,13.4246,371.8202,7.7336,409.5905,5.3258,212.7561715,58.0447987,47.99983978,1362.920038,1430.179733,823.4187756,858.9173561,158.2569648,1.9,6.07,3960.0,26.07,56.8,206.0,0.494953666,9.9,10.8,0.8,9912.0,652.3887974,0.031
2018-06-17,16.0,321.687,16.189,369.0431,7.7264,409.8169,5.2706,212.3678785,58.38745586,47.99983978,1368.787246,1424.308042,828.7087475,858.5964466,157.7947834,1.6,6.08,4020.0,26.27,57.0,205.2,0.797859107,9.3,11.2,0.9,11888.1,661.1842105,0.035
2018-06-19,15.9976,321.0723,14.2182,371.0478,7.7159,409.7527,5.2797,212.2348095,58.06349453,47.99983978,1360.809183,1422.972153,828.696617,857.5436062,158.3204009,1.6,6.04,4190.0,26.18,61.1,220.0,0.856101134,13.2,10.3,1.2,12360.3,693.7086093,0.0335
2018-06-20,15.9993,320.9659,14.0404,371.3768,7.6956,409.7453,5.339,212.244237,58.48533401,47.99983978,1360.098344,1428.81809,828.1927633,857.039723,157.8326123,1.5,5.98,4140.0,26.35,59.9,216.7,0.787172404,9.1,8.9,0.7,12370.5,692.3076923,0.0325
2018-06-22,15.9997,319.856,13.7426,372.1672,7.5561,410.1116,5.2646,213.3815825,58.70550292,47.99983978,1353.04335,1435.135045,824.0509816,859.1716032,157.9472408,1.3,6.11,4140.0,26.5,60.1,224.7,0.843900066,14.1,9.3,0.9,13976.5,677.5777414,0.029
2018-06-25,15.9997,319.2737,15.021,369.1207,7.819,409.8361,5.3307,213.0435802,58.66976147,47.99983978,1353.141527,1439.304565,829.3842136,859.1489503,157.6530164,1.3,6.11,3920.0,26.94,59.7,220.8,0.780732639,9.5,8.2,0.6,14389.0,641.5711948,0.0295
2018-06-27,15.9992,319.714,16.5143,368.6434,7.8747,409.4963,5.4062,212.8815146,58.47643921,44.99988556,1348.491814,1447.035845,828.7081905,854.9670601,157.3275491,1.3,6.01,3850.0,26.93,62.9,228.6,0.937819805,11.7,8.3,0.4,15483.5,640.5990017,0.032
2018-07-01,15.9997,320.7843,15.1258,371.2531,8.2543,409.5367,5.1477,213.0657816,58.83625262,44.99988556,1351.670625,1458.794734,826.3509493,855.5428533,157.6052574,1.4,6.0,4180.0,27.21,63.6,224.6,0.931605049,10.7,6.0,0.7,13520.0,696.6666667,0.0345
2018-07-03,15.9996,321.3583,14.7107,372.0148,8.1028,409.7311,5.0625,212.2318508,58.26261898,44.99988556,1356.008157,1464.109446,824.8868804,856.5816051,156.4966304,1.6,6.0,4160.0,26.74,62.9,222.0,1.054792902,10.9,7.7,0.7,13601.6,693.3333333,0.039
2018-07-05,16.0001,321.7871,15.6265,370.3479,7.829,409.8115,5.0609,211.7702338,58.3123569,44.99988556,1366.510848,1460.678618,824.7772661,853.4821937,157.2625019,1.6,6.05,4060.0,26.49,59.9,214.6,0.840990677,8.8,8.7,0.7,13447.8,671.0743802,0.034
2018-07-08,15.999,321.7359,16.1952,368.9316,7.75,409.3787,4.9809,214.0677447,57.47386095,44.99988556,1364.457869,1415.537777,822.0268128,866.4371237,158.1594497,1.7,6.01,4180.0,26.8,61.0,230.1,0.870813633,9.3,9.4,0.9,12568.1,695.5074875,0.03
2018-07-11,15.9994,320.2469,15.1314,372.7365,8.1077,409.8964,4.9823,214.3480979,58.83815251,44.99988556,1368.171124,1439.787879,805.2848889,866.0380578,158.0774917,1.8,5.95,4090.0,26.61,60.2,214.2,0.789028886,8.4,9.8,0.4,12306.7,687.394958,0.0315
2018-07-13,16.0003,321.79,15.0658,373.703,7.8097,409.9673,5.0104,214.0225752,59.10437853,44.99988556,1368.845627,1443.424615,806.683637,867.6198071,158.0125531,1.8,6.02,3850.0,26.17,61.5,216.5,0.723694252,10.6,9.8,1.5,12231.0,639.5348837,0.0325
2018-07-15,15.9985,321.5184,15.0717,373.6615,7.907,409.8585,5.0023,213.6935854,59.33167884,44.99988556,1370.007428,1456.214766,807.8188791,867.2343299,157.5071713,1.9,5.97,3740.0,25.81,62.0,223.2,0.708231966,9.8,9.7,1.7,11079.7,626.4656616,0.0365
2018-07-17,15.9996,322.5025,17.1074,369.2172,8.3117,410.0859,4.9109,213.8844937,59.31121027,44.99988556,1394.418345,1425.738625,812.9792685,879.2635037,157.4246458,1.9,6.03,3680.0,25.84,61.3,226.9,0.702699097,8.7,10.7,2.2,11333.0,610.2819237,0.037
2018-07-19,16.0005,323.5867,16.1875,371.5414,8.5372,410.1771,4.8834,213.7865923,59.14937968,44.99988556,1405.50568,1430.0497,808.7312361,878.7406406,156.6747623,2.0,6.01,3620.0,25.87,52.5,200.8,0.626257064,10.2,8.0,0.8,9876.0,602.3294509,0.0385
