Datetime,612FI747.PV,612FC702.PV,612FQI110.PV,612TI173F.PV,612TC106F.PV,612FQI116.PV,612TC173K.PV,612TC109E.PV,612TC138B.PV,612TC138A.PV,612PI131A.PV,612FC123.PV,612FC124.PV,612FC125.PV,612TI141A.PV,H12TI140A.PV,612TC168B.PV,612TC168A.PV,612FC127A.PV,612FC127B.PV,612PI145A.PV,612FC129.pv,612AI106A.pv,612AI106B.pv,612TC170A.PV,612TI170G.PV,612AI108A.pv,612AI108B.pv,612PC148A.pv,612FI130.PV,612FC148.PV,612TI707.PV,612FC195A.PV,612PC166Z.PV,612AI111B3.PV/100,(612FI143A.PV+612FI143B.PV+612FI143C.PV)/3,612FC201A.PV,612FC201B.PV,612FC201C.PV,612FC201D.PV,612FQI210.PV,612TI273F.PV,612TC206F.PV,612FQI216.PV,612TC273K.PV,612TC209E.PV,612TC238B.PV,612TC238A.PV,612PI231A.PV,612FC223.PV,612FC224.PV,612FC225.PV,612TI241A.PV,H12TI240A.PV,612TC268B.PV,612TC268A.PV,612FC227A.PV,612FC227B.PV,612PI245A.PV,612FC229.pv,612AI206A.pv,612AI206B.pv,612TC270A.PV,612TI270G.PV,612AI208A.pv,612AI208B.pv,612PC248A.pv,612FI330.PV,612FC248.PV,612TI707.PV,612FC295A.PV,612PC266Z.PV,612AI211B3.PV/100,(612FI243A.PV+612FI243B.PV+612FI243C.PV)/3,"Gravity, API",Specific Gravity 15.5/15.5,Total Sulfur,Total Nitrogen,IBP,5% Mass,10% Mass,20% Mass,30% Mass,40% Mass,50% Mass,60% Mass,vis 100°C,vis 175°C,MCRT,Nickel ,Vanadium,Iron,Sodium,Calcium,NC7 Asphaltenes ,NC5 Asphaltenes,SARA,Saturates,Aromatics,Resin,Asphaltene,Chloride,Residual at 579'C %,SARAII,NC5-NC7 Insoluble,SEDEX,SEDEX. CAL(By crude batch),SHFT(TR1),SHFT(TR2)
2014-10-01,390.4691 ,14.9321 ,209.1691 ,272.3478 ,306.1066 ,59495.1412 ,317.9593 ,423.4908 ,422.9737 ,320.1145 ,175.4168 ,20.2296 ,11.1529 ,8.5972 ,395.5638 ,398.6668 ,425.0830 ,359.7481 ,26982.6799 ,29518.5257 ,166.3420 ,9.0625 ,185.7605 ,734.7689 ,411.1125 ,416.1719 ,210.1854 ,675.3578 ,28.1336 ,199.0034 ,0.0000 ,391.7923 ,5.8276 ,190.4627 ,0.9528 ,124654.4961 ,192.1685 ,0.0000 ,20.0000 ,0.0000 ,204.5975 ,269.4651 ,299.9079 ,63500.2577 ,331.0203 ,426.1371 ,422.9359 ,316.4055 ,177.1745 ,16.3190 ,7.6446 ,8.7737 ,393.1245 ,398.8451 ,424.9196 ,356.6872 ,29453.9350 ,6000.0000 ,167.8758 ,9.4803 ,106.0714 ,676.5143 ,410.6165 ,418.2389 ,112.1838 ,725.3505 ,28.1621 ,0.0955 ,0.0000 ,391.7923 ,4.8000 ,192.7768 ,0.9570 ,140839.4744 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.022
2014-10-02,391.1175 ,14.9409 ,209.0962 ,272.3442 ,306.7310 ,59501.7556 ,317.9602 ,426.3019 ,422.8687 ,321.0392 ,175.3942 ,20.2788 ,11.6692 ,8.9743 ,394.9354 ,397.6306 ,425.3653 ,359.0620 ,27485.8646 ,29009.2325 ,166.3373 ,9.1623 ,185.3972 ,739.1009 ,411.3907 ,416.3580 ,222.0080 ,681.1725 ,28.1240 ,201.3771 ,0.0000 ,391.5028 ,5.8397 ,189.8274 ,0.9327 ,123077.8661 ,192.0915 ,0.0000 ,20.0000 ,0.0000 ,204.5971 ,269.4541 ,300.0755 ,63501.4068 ,331.0226 ,421.7263 ,422.9883 ,316.1931 ,177.2182 ,16.5272 ,6.9695 ,8.7881 ,393.7517 ,399.4884 ,425.2617 ,358.5227 ,30614.0193 ,6000.0000 ,167.9591 ,10.1830 ,109.4434 ,678.6279 ,410.1120 ,418.6495 ,124.0492 ,728.6569 ,28.1437 ,0.0941 ,0.0000 ,391.5028 ,4.9000 ,193.3983 ,0.9540 ,142485.3661 ,3.3,1.0493,5.51,3670,487,542,560,586,610,635,663,695,6154,120.6,25.14,49.4,149.5,10.3,9.8,0.8,13.22,21.56,0.48,12.77,43.21,24.58,19.44,4.3,82.8,0.596169194,8.34,0.424247137,0.380956438,0.028,0.026
2014-10-03,391.2621 ,14.9286 ,209.7491 ,272.2597 ,308.3863 ,59501.6782 ,317.9606 ,425.7598 ,422.7683 ,322.3902 ,175.4059 ,20.2098 ,12.4108 ,9.0326 ,394.5002 ,396.8807 ,426.0115 ,359.2071 ,28757.6893 ,27736.2016 ,166.3109 ,9.4958 ,182.7950 ,731.8307 ,411.4486 ,416.6965 ,239.8271 ,683.3793 ,28.1544 ,201.7581 ,0.0000 ,391.4612 ,5.8291 ,189.4850 ,0.9482 ,121998.5760 ,191.8658 ,0.0000 ,20.0000 ,0.0000 ,204.9029 ,269.2193 ,299.2788 ,63497.7174 ,331.0209 ,426.5477 ,422.9671 ,316.2531 ,177.2463 ,16.3420 ,5.8677 ,8.8802 ,394.0698 ,400.1875 ,426.0115 ,359.7506 ,31420.6712 ,6000.0000 ,167.9594 ,9.8080 ,107.7146 ,680.1046 ,410.7731 ,419.0434 ,130.9210 ,730.8783 ,28.1581 ,0.0966 ,0.0000 ,391.4612 ,4.9000 ,193.8658 ,0.9550 ,143659.1218 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.03
2014-10-04,389.6279 ,14.9460 ,209.0034 ,272.3819 ,308.1913 ,59499.7153 ,317.9584 ,423.6148 ,422.9919 ,321.8241 ,175.3435 ,20.3460 ,11.5348 ,9.0414 ,394.9124 ,397.4673 ,425.9833 ,357.9818 ,26820.3684 ,29685.0962 ,166.2097 ,9.5436 ,190.1275 ,729.9478 ,411.2328 ,416.7416 ,230.5041 ,675.4600 ,28.3163 ,198.8430 ,0.0000 ,392.6829 ,5.7971 ,189.4031 ,0.9254 ,121536.8375 ,192.1994 ,0.0000 ,20.0000 ,0.0000 ,204.8854 ,269.4349 ,300.0890 ,63494.9455 ,331.0196 ,428.3751 ,422.9868 ,316.8235 ,177.2090 ,16.3457 ,7.9587 ,8.8850 ,393.2617 ,398.7087 ,425.8658 ,355.7553 ,28843.0562 ,6000.0000 ,167.8920 ,9.6889 ,107.1523 ,677.0444 ,411.0374 ,419.1227 ,117.2530 ,726.2247 ,28.3408 ,0.0970 ,0.0000 ,392.6829 ,4.8000 ,193.8259 ,0.9560 ,143378.5367 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.032
2014-10-05,390.2994 ,14.2391 ,209.0351 ,272.2649 ,309.0552 ,59491.1900 ,317.9614 ,417.3803 ,422.9628 ,321.7474 ,175.3729 ,20.4034 ,10.7846 ,9.0333 ,395.3281 ,397.9627 ,426.0028 ,359.6920 ,28011.9614 ,28499.2139 ,166.2395 ,9.4759 ,190.0485 ,729.0718 ,411.2266 ,416.6683 ,236.4727 ,671.4565 ,28.2303 ,199.9946 ,0.0000 ,391.8027 ,5.8197 ,189.4439 ,0.9137 ,121735.6781 ,191.8372 ,0.0000 ,20.0000 ,0.0000 ,204.7960 ,269.2059 ,301.1954 ,63497.6396 ,331.0208 ,425.2306 ,422.8827 ,317.3124 ,177.2730 ,16.2086 ,6.5264 ,8.8784 ,393.4856 ,399.4470 ,425.9704 ,357.0878 ,29570.8531 ,6000.0000 ,167.9295 ,9.2191 ,104.6485 ,677.8383 ,411.4138 ,419.0062 ,120.8615 ,727.9049 ,28.2409 ,0.1047 ,0.0000 ,391.8027 ,4.8000 ,193.8876 ,0.9560 ,143538.5741 ,3.2,1.0501,5.56,3760,482,539,558,584,608,632,659,690,6390,117.2,25.05,49.6,150.9,10.3,9.9,0.8,13.23,21.31,0.5,16.43,40.06,26.59,16.92,4.4,81.9,0.755001755,8.08,0.445125875,0.368585138,0.032,0.034
2014-10-06,389.6614 ,14.9422 ,208.8409 ,272.4323 ,308.3498 ,59500.2322 ,317.9580 ,410.9657 ,422.9299 ,320.4796 ,175.4182 ,20.3350 ,10.2433 ,8.4192 ,396.7898 ,399.3848 ,426.0107 ,360.0040 ,27410.6462 ,29095.0368 ,166.3461 ,9.4882 ,189.8064 ,735.0693 ,411.5270 ,416.9737 ,228.8365 ,681.6283 ,28.2556 ,196.6720 ,0.0000 ,392.2608 ,5.8045 ,189.5069 ,0.8767 ,121435.5200 ,191.7824 ,0.0000 ,20.0000 ,0.0000 ,203.7870 ,269.4152 ,299.3617 ,63501.4170 ,331.0243 ,424.3272 ,422.9667 ,316.0344 ,177.3445 ,17.8084 ,6.1268 ,8.0306 ,394.6647 ,400.3775 ,426.0010 ,358.0582 ,29776.6330 ,6000.0000 ,168.0480 ,9.4888 ,106.6492 ,677.3957 ,411.2648 ,419.2548 ,125.5824 ,728.7782 ,28.2653 ,0.1110 ,0.0000 ,392.2608 ,4.8000 ,193.9473 ,0.9570 ,143473.8840 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.036
2014-10-07,389.6155 ,14.9467 ,208.7272 ,272.8863 ,308.1050 ,60256.3010 ,317.9588 ,418.8247 ,423.5156 ,321.3135 ,175.4439 ,20.4259 ,12.1967 ,8.4453 ,396.0397 ,398.4472 ,425.9916 ,358.2898 ,26402.1168 ,31347.3872 ,166.3710 ,9.4846 ,196.8688 ,729.3174 ,411.5908 ,417.0571 ,223.5884 ,681.1330 ,28.6047 ,198.4096 ,0.0000 ,392.1447 ,5.6784 ,189.5249 ,0.9302 ,123023.6209 ,192.1710 ,0.0000 ,20.0000 ,0.0000 ,201.9990 ,269.8192 ,298.6224 ,63967.4314 ,331.0182 ,420.6197 ,423.8130 ,314.9903 ,177.4229 ,20.3461 ,6.1458 ,7.9006 ,395.1154 ,399.9158 ,425.9359 ,359.4075 ,31524.9668 ,13817.7775 ,168.1204 ,10.0019 ,108.1940 ,678.6565 ,410.4872 ,419.2579 ,122.9221 ,728.6937 ,28.6016 ,0.1053 ,0.0000 ,392.1447 ,4.7000 ,194.0027 ,0.9570 ,144533.7303 ,3.2,1.0497,5.44,3820,478,540,559,585,610,636,665,697,7091.6,123.7,25.01,48.4,148.3,10.2,9.1,0.8,14.08,21.74,0.47,15.11,39.88,28.33,16.68,4.4,82.5,0.768033946,7.66,0.513110149,0.396389815,0.032,0.028
2014-10-08,389.3528 ,14.9343 ,208.6442 ,272.7822 ,309.8137 ,60999.5758 ,317.9618 ,418.0380 ,423.8297 ,322.7994 ,175.6270 ,20.4609 ,10.9872 ,9.0374 ,396.3889 ,398.6101 ,426.0245 ,361.0700 ,28862.8464 ,30134.1318 ,166.5511 ,9.5018 ,196.3593 ,731.2420 ,411.5556 ,417.0305 ,240.5472 ,688.3472 ,28.3063 ,198.4874 ,0.0000 ,391.9304 ,5.7902 ,189.6757 ,0.9699 ,125349.0740 ,191.8028 ,0.0000 ,20.0000 ,0.0000 ,201.4509 ,269.6486 ,298.3510 ,64503.8808 ,331.0212 ,426.7538 ,423.9798 ,315.7163 ,177.5384 ,21.0726 ,5.5526 ,8.6914 ,395.1241 ,399.4652 ,425.9854 ,362.5725 ,35176.6428 ,26818.0516 ,168.2266 ,9.7782 ,107.6087 ,680.2100 ,410.8304 ,419.3474 ,127.8888 ,729.3934 ,28.3125 ,0.1061 ,0.0000 ,391.9304 ,4.8000 ,194.0949 ,0.9590 ,146039.1967 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.032
2014-10-09,389.5295 ,14.9494 ,209.0099 ,272.6971 ,309.3644 ,61009.6033 ,317.9571 ,416.5267 ,423.9093 ,322.2310 ,175.7290 ,20.4515 ,10.3146 ,9.0348 ,397.1108 ,399.4765 ,426.0057 ,363.1692 ,30196.4423 ,28792.8885 ,166.6563 ,9.4687 ,198.9718 ,731.8084 ,411.4573 ,416.9422 ,234.7439 ,686.0544 ,28.2206 ,197.3202 ,0.0000 ,391.7597 ,5.8134 ,189.7811 ,0.9719 ,125874.6482 ,191.8189 ,0.0000 ,20.0000 ,0.0000 ,201.5316 ,269.7943 ,300.5528 ,64500.9915 ,331.0206 ,419.7973 ,424.0161 ,316.6549 ,177.6084 ,20.9435 ,6.0755 ,8.6707 ,394.5921 ,398.7301 ,425.8083 ,358.6981 ,32058.7447 ,29943.9254 ,168.2684 ,9.5147 ,107.4289 ,678.2806 ,411.0555 ,419.1338 ,118.0795 ,728.1808 ,28.2376 ,0.0994 ,0.0000 ,391.7597 ,4.9000 ,194.1412 ,0.9590 ,145667.9665 ,3.1,1.0504,5.42,3700,479,540,559,586,611,637,665,697,7482.7,133.7,25.35,49.4,145.8,11.5,8.1,0.8,13.11,20.33,0.52,14.18,38.28,27.52,20.02,4.5,82.6,0.715265866,7.22,0.497556251,0.331289523,0.028,0.034
2014-10-10,390.6099 ,14.9536 ,208.7869 ,272.5899 ,309.8245 ,61003.4598 ,317.9595 ,422.4896 ,423.7818 ,323.3565 ,175.7286 ,20.4365 ,10.1835 ,8.7129 ,396.8092 ,399.6215 ,425.9637 ,363.0951 ,29697.3573 ,29295.4588 ,166.6559 ,9.4969 ,199.5670 ,727.3772 ,411.2791 ,416.6376 ,249.6426 ,694.0992 ,27.9919 ,196.7556 ,0.0000 ,392.5254 ,5.8922 ,189.7632 ,0.9688 ,126020.7327 ,192.3716 ,0.0000 ,20.0000 ,0.0000 ,201.8401 ,269.6020 ,299.2522 ,64502.4146 ,331.0187 ,428.5124 ,423.8028 ,316.7191 ,177.5894 ,20.9911 ,5.1532 ,8.3972 ,394.7724 ,399.7156 ,425.9313 ,360.2863 ,32795.2925 ,29205.6748 ,168.2495 ,9.7198 ,107.9012 ,681.8158 ,410.8730 ,419.2295 ,130.2910 ,730.4381 ,28.0084 ,0.0957 ,0.0000 ,392.5254 ,4.9000 ,194.1137 ,0.9580 ,145847.5772 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.033
2014-10-11,390.3672 ,14.9534 ,208.9310 ,272.4795 ,311.6137 ,60993.5234 ,317.9571 ,417.6409 ,423.9884 ,324.2699 ,175.7492 ,20.4815 ,11.6296 ,9.0425 ,395.6282 ,398.1070 ,425.8932 ,362.1257 ,29500.1885 ,29513.2928 ,166.6544 ,9.5136 ,197.8404 ,727.8763 ,411.3021 ,416.5608 ,248.3521 ,688.1548 ,27.9821 ,200.5720 ,0.0000 ,391.8215 ,5.8946 ,189.7778 ,0.9723 ,126421.6271 ,192.9012 ,0.0000 ,20.0000 ,0.0000 ,203.2668 ,269.3951 ,301.2079 ,64500.2712 ,331.0232 ,427.3234 ,423.9440 ,318.0487 ,177.6065 ,19.2404 ,4.9823 ,8.7008 ,394.6084 ,400.0268 ,426.0160 ,360.2744 ,32639.6943 ,29356.2893 ,168.2389 ,9.6498 ,106.5061 ,683.8439 ,410.7406 ,419.0392 ,130.1574 ,731.8192 ,27.9828 ,0.0967 ,0.0000 ,391.8215 ,4.9000 ,194.1300 ,0.9590 ,145887.2389 ,3.2,1.0494,5.48,3690,473,539,558,585,611,637,667,701,6867,112.3,25.12,48.4,143.1,11.5,9.1,1,11.81,21.75,0.5,14.15,39.37,27.5,18.98,5.4,82.4,0.713796058,9.94,0.31518804,0.356591656,0.03,0.031
2014-10-12,389.6035 ,14.9414 ,209.0695 ,272.3735 ,311.7502 ,60997.1347 ,317.9599 ,417.1785 ,423.9203 ,324.3107 ,175.7950 ,20.5168 ,11.1008 ,9.0346 ,396.1339 ,398.4471 ,425.9763 ,362.7953 ,30599.7195 ,28406.0516 ,166.6533 ,9.5199 ,194.6800 ,735.6526 ,411.2912 ,416.6071 ,248.7480 ,686.3219 ,27.9653 ,199.0811 ,0.0000 ,391.4488 ,5.8974 ,189.8356 ,0.9722 ,125926.9961 ,192.8347 ,0.0000 ,20.0000 ,0.0000 ,204.5696 ,269.2694 ,300.8105 ,64500.7104 ,331.0199 ,430.1883 ,424.0226 ,317.8999 ,177.5600 ,17.0754 ,5.1290 ,8.7033 ,395.3984 ,401.3721 ,425.9633 ,361.4658 ,32716.3591 ,29290.8506 ,168.1872 ,9.7436 ,107.2277 ,682.5750 ,410.7450 ,419.1138 ,131.1121 ,731.7225 ,27.9722 ,0.1004 ,0.0000 ,391.4488 ,4.9000 ,194.1190 ,0.9560 ,145711.0922 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.028
2014-10-13,389.4254 ,14.9044 ,209.0326 ,272.2497 ,310.9096 ,60994.3289 ,317.9585 ,416.9370 ,424.0146 ,323.6151 ,175.7743 ,20.4976 ,10.2633 ,9.0037 ,397.3640 ,399.5193 ,426.0084 ,363.0250 ,30189.2910 ,28817.2833 ,166.6196 ,9.5431 ,191.5273 ,737.4308 ,411.2350 ,416.8904 ,249.6455 ,679.4373 ,28.0820 ,198.9988 ,0.0000 ,391.2909 ,5.8496 ,189.8451 ,0.9687 ,125534.6136 ,192.6519 ,0.0000 ,20.0000 ,0.0000 ,204.5885 ,269.2310 ,302.0085 ,64500.8676 ,331.0221 ,427.9394 ,424.0147 ,318.6721 ,177.5362 ,17.0762 ,6.3583 ,8.7222 ,394.8277 ,400.2632 ,425.8542 ,358.3500 ,30773.1578 ,31227.1845 ,168.1197 ,9.8049 ,107.8567 ,679.9428 ,410.6795 ,419.2129 ,127.3457 ,730.4014 ,28.0973 ,0.1160 ,0.0000 ,391.2909 ,4.8000 ,194.0968 ,0.9530 ,145379.2941 ,3.2,1.0496,5.46,3610,475,538,557,583,608,633,661,694,6695.2,114.7,25.09,45.4,137.9,11.5,8.2,0.7,14.65,23.87,0.48,14.57,40.1,27.6,17.73,5.4,81.7,0.729206294,9.22,0.404445066,0.325010663,0.028,0.029
2014-10-14,389.2436 ,14.9097 ,209.4420 ,272.7167 ,310.1910 ,61001.7575 ,317.9615 ,423.0754 ,423.9727 ,323.7006 ,175.8413 ,20.5501 ,9.8747 ,8.8604 ,397.6759 ,400.0368 ,426.5843 ,362.6887 ,28820.0198 ,30187.4489 ,166.7336 ,9.8033 ,196.4094 ,732.7384 ,411.5782 ,417.5197 ,241.8011 ,682.6671 ,28.3514 ,194.0344 ,0.0000 ,392.2946 ,5.7631 ,189.9156 ,0.9698 ,126030.3154 ,192.4108 ,0.0000 ,20.0000 ,0.0000 ,204.2689 ,269.5247 ,301.7004 ,64504.9514 ,331.0251 ,421.4832 ,424.0585 ,317.6800 ,177.6483 ,17.1587 ,6.3693 ,8.6936 ,395.1153 ,400.4453 ,426.6311 ,361.2100 ,32575.1404 ,29422.4951 ,168.2768 ,10.2671 ,108.9371 ,678.2162 ,410.6721 ,419.9601 ,127.7384 ,729.5625 ,28.3676 ,0.1152 ,0.0000 ,392.2946 ,4.8000 ,194.2156 ,0.9560 ,145680.2778 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.03
2014-10-15,389.2251 ,14.9616 ,209.5720 ,273.0319 ,311.3672 ,61001.6950 ,317.9062 ,419.4950 ,424.5476 ,324.1485 ,175.7813 ,20.5214 ,11.9034 ,8.8577 ,396.5916 ,398.5583 ,426.8655 ,361.3692 ,28230.4959 ,30771.5712 ,166.6699 ,10.0425 ,200.7117 ,730.8417 ,411.8183 ,417.8342 ,244.6900 ,690.2815 ,28.7498 ,195.1057 ,0.0000 ,392.0962 ,5.6307 ,189.8876 ,0.9671 ,125877.7593 ,192.3769 ,0.0000 ,20.0000 ,0.0000 ,204.4058 ,269.7818 ,301.8217 ,64497.4568 ,331.0209 ,418.8625 ,424.4381 ,317.3954 ,177.5554 ,17.2047 ,5.9122 ,8.7035 ,395.5650 ,400.9033 ,426.8235 ,361.0912 ,31978.2290 ,30021.4277 ,168.1977 ,10.5165 ,110.2315 ,678.5480 ,410.4791 ,420.2662 ,132.9737 ,730.5648 ,28.7416 ,0.1130 ,0.0000 ,392.0962 ,4.7000 ,194.1455 ,0.9560 ,145362.1254 ,3,1.051,5.54,3720,474,536,555,581,604,629,655,686,7505,121.2,25.15,46.7,143.5,11.4,10.6,1,16.42,23.91,0.47,13.66,36.73,31.42,18.19,5.7,80.6,0.820830299,7.49,0.578660904,0.374584625,0.03,0.023
2014-10-16,390.4722 ,14.9596 ,210.1177 ,272.9699 ,309.7874 ,61000.0757 ,317.9587 ,414.5622 ,424.9300 ,322.2505 ,175.6825 ,20.4501 ,12.1551 ,8.8600 ,396.8477 ,398.8061 ,426.9800 ,361.7943 ,28440.5090 ,30560.8525 ,166.6080 ,10.0848 ,200.7575 ,737.1663 ,411.8071 ,417.5671 ,253.1226 ,692.8000 ,28.7537 ,195.6581 ,0.3871 ,391.9842 ,5.6701 ,189.8135 ,0.9699 ,125849.5931 ,192.7014 ,0.0000 ,20.0000 ,0.0000 ,205.1112 ,269.9770 ,298.4890 ,64977.6934 ,333.0408 ,422.4395 ,424.9143 ,315.2014 ,177.5485 ,17.2752 ,5.6951 ,8.7154 ,396.1953 ,401.4840 ,426.9679 ,359.0208 ,29632.3283 ,32835.1424 ,168.1959 ,10.5236 ,108.7484 ,680.7531 ,410.3356 ,420.1240 ,132.3842 ,732.3303 ,28.7381 ,0.1196 ,0.0000 ,391.9842 ,4.7000 ,194.1378 ,0.9570 ,145710.9694 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.032
2014-10-17,390.5190 ,14.9527 ,209.4832 ,273.1819 ,309.8133 ,60990.1717 ,317.9594 ,412.9340 ,424.9846 ,322.1630 ,175.6653 ,20.4726 ,12.2073 ,8.8654 ,396.9357 ,398.8313 ,427.0040 ,362.3556 ,28989.1979 ,30024.8547 ,166.5792 ,9.9944 ,203.0200 ,714.9434 ,411.8802 ,417.8274 ,255.1532 ,684.1252 ,29.0156 ,196.7121 ,1.1796 ,392.7222 ,5.5924 ,189.7914 ,0.9641 ,126007.9666 ,193.3458 ,0.0000 ,20.0000 ,0.0000 ,205.5619 ,270.2567 ,299.9313 ,65011.6947 ,335.0216 ,420.9877 ,424.9521 ,316.1350 ,177.3518 ,17.2929 ,8.1167 ,8.7383 ,395.3173 ,399.6044 ,426.8691 ,357.2540 ,29069.6677 ,33431.5476 ,168.0105 ,10.5064 ,109.0214 ,678.3825 ,410.7666 ,420.5106 ,130.8572 ,731.0860 ,29.0216 ,0.1243 ,0.0000 ,392.7222 ,4.7000 ,193.9727 ,0.9570 ,145527.2656 ,3,1.0513,5.57,3450,482,540,558,584,608,633,660,692,7391,126.3,25.28,47.6,147.7,10,8.6,0.8,15.55,23.96,0.52,16.5,37.06,28.64,17.79,5.5,81.9,0.822971741,8.41,0.458545962,0.351647817,0.029,0.03
2014-10-18,390.4990 ,14.9664 ,209.3791 ,273.2630 ,309.1479 ,60994.6540 ,317.9596 ,416.3157 ,424.9350 ,321.8765 ,175.6728 ,20.4789 ,13.0591 ,8.8642 ,396.6424 ,398.4389 ,427.0141 ,361.5486 ,28651.7044 ,30347.0965 ,166.6181 ,9.9684 ,207.1842 ,711.7336 ,412.1038 ,417.9502 ,250.8544 ,689.9528 ,29.0756 ,196.2460 ,1.7908 ,393.2462 ,5.5649 ,189.8062 ,0.9658 ,126085.2418 ,193.1340 ,0.0000 ,20.0000 ,0.0000 ,205.3379 ,270.2468 ,298.1193 ,64996.5079 ,335.0211 ,429.6396 ,424.9365 ,315.6857 ,177.3305 ,17.4037 ,7.6791 ,8.6366 ,395.7420 ,400.2128 ,426.9689 ,358.6471 ,30099.1959 ,32396.5105 ,168.0144 ,10.3499 ,110.7380 ,678.8426 ,411.0235 ,420.5410 ,137.2497 ,731.1541 ,29.0680 ,0.1200 ,0.0000 ,393.2462 ,4.7000 ,193.9458 ,0.9570 ,145585.2271 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.032
2014-10-19,390.1240 ,14.9546 ,209.9419 ,273.3379 ,309.9361 ,61002.6849 ,317.9583 ,413.3801 ,424.9323 ,322.1684 ,175.6686 ,20.4964 ,13.9305 ,8.8306 ,396.0113 ,397.8264 ,427.0450 ,361.2725 ,28716.3088 ,30280.8768 ,166.6280 ,10.0065 ,210.7579 ,668.5722 ,412.1851 ,418.0299 ,250.3159 ,692.3700 ,29.1882 ,197.8625 ,0.0000 ,393.0440 ,5.5305 ,189.7969 ,0.9704 ,126142.2618 ,192.6517 ,0.0000 ,20.0000 ,0.0000 ,204.7986 ,270.2373 ,296.1172 ,65000.2545 ,335.0218 ,432.5100 ,425.0101 ,314.3913 ,177.3825 ,17.5087 ,7.6478 ,8.7309 ,396.0095 ,400.1821 ,427.0281 ,360.2989 ,31624.3512 ,30876.1587 ,168.0746 ,10.2496 ,112.1066 ,679.0505 ,411.1387 ,420.4522 ,133.5785 ,732.3854 ,29.1813 ,0.1112 ,0.0000 ,393.0440 ,4.7000 ,193.9780 ,0.9570 ,146005.7398 ,2.8,1.0526,5.7,3650,483,541,559,585,610,636,664,696,8263.1,141.6,25.7,47.5,147.9,10.8,10.1,0.8,14.44,20.91,0.5,14.65,44.85,21.91,18.58,6,82.5,0.576383415,6.47,0.581879034,0.382486248,0.032,0.035
2014-10-20,389.5830 ,14.9710 ,209.2782 ,273.1366 ,307.8539 ,61002.5822 ,319.8321 ,418.3613 ,424.9367 ,321.0477 ,175.7681 ,20.4134 ,12.6689 ,8.8538 ,396.6198 ,398.7784 ,426.9648 ,361.7853 ,28501.7187 ,30494.0568 ,166.6998 ,10.3082 ,212.6085 ,678.3590 ,411.5792 ,417.6020 ,245.7659 ,697.0846 ,29.2640 ,196.0545 ,0.0000 ,392.9687 ,5.4887 ,189.8886 ,0.9685 ,124674.7562 ,192.2090 ,0.0000 ,20.0000 ,0.0000 ,204.3509 ,270.2472 ,296.4909 ,64998.1811 ,335.0191 ,433.3837 ,424.9666 ,314.9527 ,177.4903 ,17.4893 ,9.2247 ,8.6985 ,395.2349 ,398.8133 ,426.8257 ,358.1906 ,30685.0102 ,31821.1870 ,168.1645 ,10.5803 ,118.4405 ,677.1113 ,411.0033 ,420.4509 ,136.2164 ,731.5338 ,29.2790 ,0.0999 ,0.0000 ,392.9687 ,4.6000 ,194.0831 ,0.9550 ,147505.4808 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.033
2014-10-21,390.7776 ,14.9639 ,209.9855 ,273.1159 ,306.5115 ,61003.0548 ,321.9584 ,416.7108 ,425.0038 ,319.6523 ,175.8303 ,20.4667 ,12.5651 ,8.8396 ,396.9445 ,398.9852 ,427.0043 ,360.5566 ,26916.3269 ,32084.3411 ,166.7951 ,10.2619 ,215.3610 ,707.2009 ,411.3886 ,417.4864 ,246.3892 ,693.2814 ,29.2195 ,194.0966 ,0.3807 ,392.6195 ,5.5083 ,189.9564 ,0.9682 ,123411.0252 ,192.2935 ,0.0000 ,20.0000 ,0.0000 ,205.2717 ,270.0248 ,296.5838 ,65000.6052 ,332.6475 ,420.9191 ,424.9384 ,313.3346 ,177.5884 ,16.4761 ,8.9351 ,8.6916 ,395.4937 ,399.3981 ,426.9757 ,359.5615 ,32164.2042 ,30333.2952 ,168.2650 ,10.2937 ,117.5955 ,685.8813 ,410.9780 ,420.1604 ,134.0158 ,732.0428 ,29.2288 ,0.1017 ,0.0000 ,392.6195 ,4.6000 ,194.1738 ,0.9540 ,148814.9928 ,2.5,1.0551,5.79,3770,484,538,557,584,609,634,661,694,9225,134.3,26.02,51,166.6,9.4,8.9,0.7,14.4,23.46,0.5,13.36,41.02,25.54,20.08,5.4,82.2,0.636661211,9.06,0.450184153,0.380888503,0.025,0.035
