Datetime,612FI747.PV,612FC702.PV,612FQI116.PV,612TC138B.PV,612TC138A.PV,612PI131A.PV,612FC123.PV,612FC124.PV,612FC125.PV,612TC168B.PV,612TC168A.PV,612FC127A.PV,612FC127B.PV,612FC129.pv,612TC170A.PV,612PC148A.pv,612TI707.PV,612FC195A.PV,612AI111B3.PV/100,"Gravity, API",Total Sulfur,Total Nitrogen,vis 100°C,MCRT,Nickel ,Vanadium,Iron,Sodium,Calcium,NC7 Asphaltenes ,NC5 Asphaltenes,NC5-NC7 Insoluble,SEDEX,SEDEX. CAL(By crude batch),SHFT_avg
2013-07-25,356.8675,12.1152,54997.4725,417.5971,308.3284,180.8741,20.0,7.6858,9.9679,420.0146,339.8502,22111.2118,27886.3697,4.8913,411.6552,27.5321,399.5207,0.0,0.9534,2.5,5.99,3970.0,8098.0,25.0,51.2,179.4,7.5,8.9,0.5,14.44,23.04,8.6,0.478230208,0.437391102,0.019999999999999997
2013-07-29,356.4473,13.0213,55001.9302,417.9946,309.6336,180.8085,20.0,10.6931,9.9289,419.9976,339.3672,22810.215,27184.0525,4.3619,412.0378,27.5354,400.0784,0.0,0.9523,2.6,5.92,4040.0,7536.0,25.5,52.4,178.6,9.1,13.5,0.5,12.13,19.17,7.04,0.516071171,0.416115956,0.0195
2013-07-31,357.9067,12.8476,55002.7425,417.9995,309.1543,180.8428,20.0,9.4927,10.0324,420.0273,338.3175,21532.8069,28469.7502,4.4921,412.1044,27.4351,399.9231,0.0,0.9538,2.6,5.94,4220.0,7396.0,25.0,51.8,175.5,7.4,12.6,0.5,13.53,19.49,5.96,0.687825427,0.422919339,0.018000000000000002
2013-08-02,358.2239,11.8681,54998.6762,417.9558,309.8878,180.8973,20.0,9.5977,10.0346,419.9953,337.9292,21054.9175,28943.6377,4.5777,412.0886,27.2909,399.7092,0.0,0.9566,2.8,5.84,4010.0,7214.0,25.3,49.8,168.3,7.9,14.4,0.5,14.15,20.14,5.99,0.686041839,0.440784769,0.0195
2013-08-04,357.0825,12.5901,54996.6471,417.8746,310.0452,181.1043,20.0,8.6689,10.0339,419.9307,340.7702,23089.7902,26912.6462,4.5677,411.9761,27.2737,399.6062,0.0,0.9572,2.9,5.87,3980.0,6945.0,25.4,47.6,182.3,7.0,11.7,0.4,12.46,19.46,7.0,0.527396452,0.401772105,0.019
2013-08-07,358.7575,12.9349,55004.5041,417.9643,312.6176,181.2353,20.0,7.1489,10.0324,419.9855,339.5504,21751.6158,28249.3719,4.722,411.7493,27.1675,399.4829,0.0,0.9598,3.1,5.85,4150.0,6569.0,24.4,49.1,161.4,6.7,13.9,0.4,13.28,20.71,7.43,0.508714074,0.381792721,0.0215
2013-08-10,358.9874,13.0503,54987.5871,417.977,313.2891,181.155,20.0,8.6297,9.954,419.8698,340.4299,22948.7511,27052.3958,4.7299,411.703,27.1414,399.299,0.0,0.9594,3.3,5.8,4070.0,5514.9,24.1,52.2,168.7,6.3,13.2,0.4,12.54,19.5,6.96,0.513672433,0.397173966,0.0195
2013-08-13,358.4105,13.0278,55006.1769,417.9523,312.4662,180.9112,20.0,6.7512,9.9539,420.0196,342.1068,23253.8144,26749.8363,4.7575,411.9513,27.1638,400.1366,0.0,0.9594,3.8,5.62,3880.0,5686.0,24.9,62.6,186.9,9.8,12.0,0.5,12.11,19.34,7.23,0.51607782,0.413787794,0.018000000000000002
2013-08-15,356.711,13.5109,54999.5029,417.9601,314.4704,180.3568,20.0,7.7252,9.9526,420.0233,340.8491,22863.577,27135.154,4.7938,411.9815,27.176,399.851,0.0,0.9562,3.2,5.7,3890.0,5368.5,23.9,45.3,151.4,6.7,13.8,0.3,12.89,19.63,6.74,0.495820218,0.378553002,0.0195
2013-08-17,354.7138,13.8493,54999.8003,418.0118,313.0404,180.1178,20.0,8.0455,9.953,419.9347,339.6804,22014.7235,27986.696,4.8167,411.8951,27.1737,399.4103,0.0,0.9568,3.1,5.71,3990.0,6169.0,24.3,44.4,148.3,8.0,12.7,0.3,12.14,18.56,6.42,0.504322663,0.384347934,0.020999999999999998
2013-08-20,358.6277,12.9221,55003.3674,417.8964,312.9433,180.3456,20.0,7.8988,9.9519,420.0199,342.0631,23310.7092,26690.0164,4.7787,412.2292,27.1233,400.0027,0.0,0.9576,3.1,5.75,4020.0,5252.4,24.4,45.5,150.0,8.1,13.4,0.3,13.36,20.53,7.17,0.50410492,0.417858268,0.018
2013-08-22,358.3623,13.0124,54996.8628,417.9156,314.0583,180.5801,20.0,6.1256,9.9537,419.9473,343.1805,23284.2074,26721.528,4.7959,412.1975,27.178,399.48,0.0,0.9578,3.0,5.81,3900.0,5953.0,24.9,43.9,144.2,8.1,12.1,0.4,13.98,24.22,10.24,0.353975224,0.466677278,0.02
2013-08-25,356.4861,12.6172,54996.8118,418.0138,316.9163,180.672,20.0,6.9291,9.953,419.8818,341.4824,22354.3288,27649.3965,4.7919,412.0562,27.1796,398.9402,0.0,0.9552,3.0,5.73,3910.0,5813.0,24.5,42.0,139.3,7.8,16.0,0.4,13.15,20.4,7.25,0.462544961,0.510947628,0.0175
2013-08-27,358.5867,12.7322,55001.1901,417.9954,316.931,180.8373,20.0,5.6891,9.9554,419.8293,342.5789,22988.8712,27010.019,4.7791,412.0067,27.1289,399.3384,0.0,0.9578,2.9,5.84,3940.0,6657.0,25.0,44.1,142.2,6.8,12.8,0.2,14.18,20.67,6.49,0.569828252,0.455595882,0.017
2013-08-31,354.9638,13.1282,54999.7718,417.9059,317.2381,178.9483,20.0,6.6766,10.041,420.003,342.1868,23051.2093,26948.4485,4.9228,412.0837,27.1574,399.4349,0.0,0.9543,3.1,5.73,3980.0,5470.3,24.6,47.7,154.6,7.9,11.4,0.6,13.19,20.22,7.03,0.515731601,0.433587382,0.0155
2013-09-02,354.6205,13.6384,55001.2439,418.0105,314.5537,179.4686,20.0,5.4528,10.0409,419.8924,342.6149,22676.0679,27327.5094,4.8797,412.116,27.2312,399.8927,0.0,0.9597,3.0,5.71,3960.0,5682.0,24.8,48.1,158.9,8.7,12.4,0.6,13.21,20.18,6.97,0.531523359,0.45514969,0.0165
2013-09-05,354.6225,13.4512,55032.4384,418.0024,313.6572,180.1475,20.0,7.3799,10.0403,420.0541,340.4422,21695.5479,28302.7174,4.931,412.242,27.3872,400.3116,0.0,0.9625,2.5,5.96,4060.0,7126.0,25.1,50.1,164.3,9.4,14.3,0.7,14.23,22.41,8.18,0.493991847,0.45514969,0.016
2013-09-08,353.8183,14.1787,55001.9108,418.0184,312.9068,179.941,20.0,7.3694,10.0418,419.9325,341.1206,22222.3259,29694.6424,5.0095,412.3089,27.5503,400.1132,0.0,0.9583,2.6,5.9,4100.0,7373.7,25.4,57.4,177.5,12.3,12.1,1.0,13.2,21.87,8.67,0.466418953,0.42509031,0.016
2013-09-11,354.1336,14.006,55002.2674,417.9913,312.2351,180.5292,20.0,7.6299,10.0409,420.0148,342.6989,23507.0134,28492.115,4.9858,412.5612,27.5986,400.2652,0.0,0.9554,2.5,5.95,4110.0,7690.0,25.5,51.1,159.2,9.1,14.9,0.8,14.79,22.61,7.82,0.547737855,0.379640302,0.017
2013-09-13,354.1668,13.9585,55266.1403,417.956,312.1467,180.3783,20.0,8.0152,10.0372,419.945,343.5908,24519.6807,27736.4689,5.048,412.3551,27.522,400.0389,0.0,0.9555,2.6,5.92,4110.0,7671.8,25.5,49.0,164.2,10.9,13.2,0.8,14.7,22.42,7.72,0.557184568,0.372708714,0.016
2013-09-16,355.3382,12.0609,58002.8786,417.9291,313.2072,181.5284,20.0,6.9791,9.9494,420.0043,344.435,25526.9102,29474.3817,5.199,412.2821,27.3401,400.089,0.0,0.9546,2.7,5.82,4150.0,7890.0,25.3,49.1,163.6,10.1,11.8,0.6,13.9,19.28,5.38,0.770403572,0.380563645,0.0165
2013-09-19,356.3534,12.7898,57996.6274,417.9355,313.1413,180.6972,20.0,6.0792,9.9869,419.8661,345.422,25585.3768,29415.3518,5.1977,412.0486,27.4168,399.4878,0.0,0.9519,2.7,5.86,4170.0,7047.0,25.5,52.6,173.5,10.5,12.0,0.7,13.22,20.18,6.96,0.587594577,0.415896002,0.0175
2013-09-21,356.8264,13.117,57997.7422,417.9534,312.677,180.9278,20.0,7.3681,9.9443,419.9631,345.1095,25340.6478,29654.0235,5.2006,412.4359,27.4885,399.9973,0.0,0.9499,2.8,5.84,4120.0,6703.0,25.0,47.2,161.3,7.7,13.6,0.5,12.98,20.25,7.27,0.515522657,0.41686893,0.0195
2013-09-24,355.8792,13.2657,58002.6624,417.9846,313.7656,181.0423,20.0,7.3905,9.9343,419.9784,345.6107,26127.313,28873.6561,5.204,412.3186,27.4206,400.0888,0.0,0.949,2.9,5.82,4250.0,6486.0,24.8,47.4,161.6,8.0,14.0,0.5,14.37,18.64,4.27,0.999772268,0.451225505,0.018000000000000002
2013-09-27,353.4959,12.7942,58001.5012,417.9218,313.9502,180.983,20.0,6.9602,9.9397,419.9715,347.4059,28116.7844,26882.0071,5.2057,412.3472,27.4015,399.7029,0.0,0.9565,3.0,5.84,4150.0,7116.3,25.0,44.8,161.5,7.8,10.2,0.1,14.44,22.05,7.61,0.547858452,0.480083339,0.015
2013-10-10,268.9022,11.3856,57243.0127,417.9808,315.8816,181.1167,20.0,7.0678,9.9762,420.0251,346.5845,26272.5022,27979.6646,5.2157,412.3573,25.751,392.3586,0.0,0.9581,2.6,5.78,4230.0,7963.0,25.7,50.7,166.8,8.8,11.6,0.4,14.9,21.29,6.39,0.734163007,0.486803315,0.0155
2013-10-13,345.4736,12.9404,56997.0197,417.8944,316.3456,180.475,20.0,7.333,9.9759,419.9534,346.0736,25835.7751,28165.5779,5.3361,412.2957,27.406,400.003,0.0,0.9619,2.6,5.84,4240.0,9022.0,26.3,50.4,162.7,8.4,12.3,0.4,13.85,22.95,9.1,0.481166503,0.463789096,0.0225
2013-10-16,342.0453,14.1158,57004.3917,417.9827,315.8911,180.944,20.0,6.9027,9.9762,419.9226,346.5052,26253.8371,27743.5453,5.3194,412.2587,27.2048,399.5768,0.0,0.9603,2.5,5.84,4390.0,8782.0,25.8,51.6,160.0,8.7,10.4,0.2,14.79,21.35,6.56,0.719740735,0.508772688,0.0185
2013-10-19,342.302,14.2289,56003.7604,417.9588,314.6746,181.2706,20.0,7.6109,9.9766,419.9824,342.3703,23713.8152,29285.0849,5.3001,412.0816,27.0626,400.1614,0.0,0.9698,2.7,5.71,4340.0,8748.1,25.2,43.8,143.2,7.1,10.2,0.4,14.7,23.3,8.6,0.508205129,0.513657488,0.017
2013-10-21,355.2619,11.8645,55936.611,417.9559,316.6742,181.5118,20.0,4.0314,9.9761,419.9407,344.1351,24329.2935,28524.4312,5.3054,411.9562,26.9347,399.3834,0.0,0.9695,3.0,5.6,4020.0,4323.0,24.2,47.3,154.8,9.1,10.9,0.5,14.81,21.89,7.08,0.584757794,0.515830964,0.020999999999999998
2013-10-24,360.1008,11.9382,55002.6126,417.9961,314.8315,181.1001,20.0,5.7659,9.9771,419.9337,342.5189,23374.7281,27623.9196,5.2787,411.7589,27.0608,399.1081,0.0,0.9654,3.1,5.76,4120.0,7350.7,25.6,49.4,165.1,7.9,10.8,0.5,15.96,21.9,5.94,0.815683986,0.515442662,0.021
2013-10-27,345.3211,12.8468,54998.6105,417.9036,311.789,181.1155,20.0,6.8893,9.9761,419.9548,344.1373,25329.4456,25669.4442,5.3656,411.6048,26.9304,398.9721,0.0,0.9696,3.5,5.73,4260.0,5044.8,24.8,48.7,153.6,8.6,14.8,0.6,11.96,20.07,8.11,0.43794637,0.531876414,0.02
2013-10-29,345.0032,12.7642,55002.0699,417.9632,312.6081,180.9288,20.0,6.8291,9.9817,419.9981,343.9411,25226.9011,25774.2703,5.3456,411.9026,27.0863,399.6332,0.0,0.9689,3.0,5.81,4220.0,6484.8,25.1,48.5,152.1,7.4,14.4,0.5,12.62,19.9,7.28,0.5081026,0.50877909,0.019
2013-11-01,344.4167,13.697,54996.7813,417.8943,312.2755,180.8541,20.0,5.3109,9.9774,419.8927,342.6904,23808.376,27189.5779,5.352,411.7388,27.052,399.3024,0.0,0.9706,3.1,5.73,4200.0,5847.0,25.0,46.4,158.4,9.4,12.0,0.5,13.04,20.69,7.65,0.506810819,0.539359895,0.020499999999999997
2013-11-03,345.5533,13.7609,54996.4287,418.112,311.8209,180.8249,20.0,6.8509,9.9768,419.9829,343.2224,24190.4684,26809.0076,5.3502,411.979,27.086,400.0557,0.0,0.9658,3.2,5.65,4240.0,5802.0,24.6,46.7,152.8,14.0,14.7,0.7,12.9,20.24,7.34,0.51978883,0.494079138,0.018500000000000003
2013-11-06,345.0685,14.0622,54996.3584,418.0712,311.8492,181.109,20.0,5.5668,9.9767,420.9868,344.9587,25452.9596,25548.3685,5.3549,412.731,27.2033,400.0898,0.0,0.9682,3.5,5.81,4150.0,5257.9,24.4,48.7,160.5,14.6,10.5,0.9,12.45,20.55,8.1,0.439840001,0.481312067,0.0215
2013-11-09,343.928,13.5597,55001.0513,418.9659,310.9934,180.981,20.0,7.0769,9.9932,420.9611,343.1795,24380.6279,26619.5425,5.7803,412.3388,27.377,400.0166,0.0,0.9688,3.2,5.71,4120.0,5122.0,24.4,47.1,162.4,13.9,11.8,0.8,10.83,18.87,8.04,0.388700962,0.498608657,0.022
2013-11-12,338.4676,13.089,55001.6939,419.0213,311.6784,180.5412,20.0,7.0223,9.9611,420.9427,342.457,24624.6103,26375.7113,5.8647,412.01,27.1356,398.3079,0.0,0.9706,3.2,5.72,4090.0,5463.0,24.5,46.8,153.9,13.0,14.7,0.7,12.18,19.88,7.7,0.444554824,0.497614624,0.0195
2013-11-14,342.6829,13.7615,54989.3337,418.952,312.1073,180.4611,20.0,8.2674,9.9813,420.9564,342.5282,24296.3893,26701.6723,5.8327,412.3614,27.2986,399.9763,0.0,0.9668,3.3,5.71,4380.0,5633.0,24.7,47.6,159.6,12.4,11.8,0.8,13.31,19.83,6.52,0.631747946,0.497614624,0.020999999999999998
2013-11-17,346.6374,13.0364,55000.8791,418.9889,312.5645,180.7967,20.0,5.2463,9.9802,421.0373,346.1264,26107.0192,24887.5489,5.8319,412.2743,27.2073,398.8529,0.0,0.9634,3.0,5.63,4190.0,5660.0,24.8,46.6,150.2,11.7,14.9,0.9,12.47,20.05,7.58,0.482556683,0.499807952,0.022
2013-11-20,340.8557,14.3927,54996.6976,419.0285,313.1126,181.0755,20.0,4.3131,9.9819,420.9074,344.5666,24929.3095,26070.978,5.8509,412.1343,27.1909,398.3675,0.0,0.9676,3.1,5.57,4320.0,6799.9,24.8,48.7,160.5,11.0,14.2,0.8,12.13,19.93,7.8,0.489929146,0.531622362,0.0195
2013-11-22,343.8002,13.8585,54996.9233,418.9311,313.0108,181.0864,20.0,2.7265,9.9805,421.0239,343.5154,23729.2955,27274.6339,5.8324,412.1771,27.1039,398.5171,0.0,0.9697,3.1,5.54,4160.0,6419.0,25.3,48.6,160.3,10.7,12.7,0.7,12.19,20.23,8.04,0.47200758,0.491074399,0.022
2013-11-25,344.3583,13.3775,55002.8693,419.0166,312.0766,181.0476,20.0,3.5287,9.9822,420.9239,345.428,25449.3822,25552.8549,5.8145,412.0212,27.1098,397.6177,0.0,0.9636,3.0,5.58,4270.0,7264.0,25.0,49.2,147.2,8.2,15.4,1.1,13.27,20.21,6.94,0.580994825,0.52086042,0.0235
2013-11-28,340.1901,14.8705,55000.39,419.0409,310.7248,181.1105,20.0,7.5209,9.8426,420.993,343.9069,25218.685,25777.3249,5.6281,412.4033,27.4419,398.9292,0.0,0.9677,2.7,5.82,4420.0,8292.9,25.5,50.6,170.4,9.4,12.2,0.7,13.63,21.39,7.76,0.573094343,0.487698793,0.025
2013-11-30,341.4658,14.6185,55000.7338,418.9801,311.0613,181.1596,20.0,6.9535,9.8687,420.9946,343.0251,23877.5509,27119.4838,5.4897,412.5304,27.2979,399.5721,0.0,0.9672,2.7,5.8,4350.0,8497.3,25.6,51.3,165.0,10.8,13.1,0.9,13.23,21.75,8.52,0.496748362,0.507191858,0.0245
2013-12-02,342.2707,14.18,54997.6729,418.9499,311.7891,181.1437,20.0,6.1343,9.9006,420.9206,345.8417,25989.8842,25007.0425,5.6378,412.3287,27.2544,398.827,0.0,0.9672,2.6,5.91,4180.0,7984.0,25.6,52.8,152.6,8.5,16.6,0.9,13.84,22.64,8.8,0.461986784,0.499313932,0.025
2013-12-06,345.0071,14.0601,55001.945,419.961,313.5071,179.4133,20.0,6.4713,10.147,421.9993,343.3276,23617.3234,27384.9076,7.8314,411.8829,27.5401,398.7103,0.0,0.9612,2.7,5.64,4200.0,8204.9,25.2,51.9,161.8,9.9,14.0,1.1,16.93,23.87,6.94,0.758750807,0.522114251,0.021
2013-12-08,346.8769,13.3592,55001.3999,419.9558,312.6329,179.9927,20.0,5.8297,9.985,422.0046,343.5754,23901.799,27099.7112,7.6846,412.1646,27.5538,399.8291,0.0,0.9689,2.4,5.72,4060.0,8751.0,25.6,52.1,160.0,8.4,14.4,0.8,16.94,23.91,6.97,0.728061523,0.509993336,0.025
2013-12-10,344.7497,13.9198,55004.9203,419.9773,313.8638,180.0485,20.0,6.6263,9.9504,422.0387,345.2151,25916.887,25078.8282,7.3424,412.025,27.496,398.6442,0.0,0.9649,2.6,5.63,4010.0,7851.9,25.6,51.1,164.7,8.6,12.6,0.8,15.13,23.69,8.56,0.536985269,0.53796945,0.025500000000000002
2013-12-13,345.0397,14.2747,54997.4643,420.019,312.4257,180.3794,20.0,6.4371,9.8886,421.8518,343.0444,24140.3022,26859.9014,7.3482,411.9955,27.5729,398.4006,0.0,0.9688,2.5,5.73,4000.0,8780.0,25.7,51.8,169.6,9.1,13.6,0.7,13.76,21.51,7.75,0.536110932,0.52215283,0.0235
2013-12-15,343.9984,13.9254,55002.3954,420.0332,311.6915,180.4484,20.0,7.368,9.8752,421.9836,342.3953,23701.8401,27296.2191,7.3285,412.2157,27.5767,399.1123,0.0,0.9711,2.7,5.61,4060.0,8289.0,25.1,54.0,165.1,8.6,14.4,0.9,13.57,21.8,8.23,0.502451885,0.542953785,0.0235
2013-12-18,342.9367,14.6183,54999.8705,419.9872,311.8257,180.6279,20.0,5.5832,9.8544,421.9975,344.5488,24943.3881,26058.1082,7.2547,412.2837,27.7453,399.4877,0.0,0.9673,2.4,5.65,3950.0,8741.8,26.1,57.0,183.0,9.3,11.6,0.7,16.55,23.78,7.23,0.734473173,0.539367714,0.022
2013-12-21,339.7841,13.8994,56999.8547,420.0243,314.1411,180.4619,20.0,7.2499,9.8731,423.0,345.7457,26040.1281,26963.2153,8.6705,412.7524,28.2282,399.8282,0.0,0.9702,2.4,5.83,4150.0,8740.2,25.3,54.3,176.3,8.6,10.9,0.7,13.95,21.63,7.68,0.562765409,0.539404721,0.0215
2013-12-24,353.2183,13.8387,58001.399,420.9895,312.3067,180.377,20.0,6.5017,9.893,423.0365,346.2797,25613.9459,29012.298,9.5047,412.5373,28.3373,400.5131,0.0,0.9681,2.4,5.88,4080.0,8971.0,25.7,50.1,164.2,6.6,13.0,0.6,13.07,21.18,8.11,0.476987631,0.516928098,0.025500000000000002
2013-12-27,365.1656,13.8937,59000.3081,421.0117,311.5711,181.2112,20.0,7.3177,9.7863,423.0203,345.4454,26042.0193,29958.5543,9.9692,412.1368,28.3211,399.7684,0.0,0.9708,2.4,5.89,3940.0,8013.0,25.5,48.9,178.7,7.6,9.2,0.8,15.81,24.33,8.52,0.540136471,0.4816256,0.0245
2013-12-30,363.5182,14.5078,58999.7142,420.9571,311.9861,179.6134,20.0,9.2357,9.9786,423.2783,341.817,23089.2924,32909.9948,10.435,412.6266,28.6303,401.1384,0.0,0.9696,2.3,5.91,4150.0,8171.9,25.5,49.4,144.3,5.9,19.5,0.9,12.35,20.64,8.29,0.420264961,0.46275674,0.0245
2014-01-02,363.8884,13.0134,59994.9356,421.0347,312.0159,180.1155,20.0,7.7824,9.9006,424.0194,348.6028,28152.0673,28853.7853,12.2668,412.0719,28.7954,401.2624,0.0,0.9736,2.5,5.92,3930.0,7377.0,25.5,50.2,182.6,7.9,11.7,0.8,12.01,20.06,8.05,0.43586664,0.48968945,0.0225
2014-01-04,373.6935,13.203,60002.3788,420.9404,313.1754,180.247,20.0,7.7552,9.8699,424.045,346.7771,26667.4258,30329.7423,12.3067,412.0751,28.6775,400.5497,0.0,0.972,2.4,5.96,4120.0,7816.8,25.7,48.8,174.7,7.5,11.9,0.6,13.62,20.44,6.82,0.60183664,0.450728823,0.024
2014-01-07,370.1854,14.4612,60001.7473,420.8873,313.3521,180.825,20.0,8.0625,9.7917,424.0203,347.6892,27592.169,29406.242,11.8507,412.4141,28.6263,401.4206,0.0,0.9762,2.5,5.9,4020.0,7870.0,25.5,43.6,147.4,7.0,7.2,0.6,14.12,24.19,10.07,0.381286791,0.461095425,0.026500000000000003
2014-01-09,369.2803,13.8523,60016.3354,421.0191,313.4347,181.3325,20.0,4.5941,9.6927,424.0233,348.3663,27950.7455,29008.2019,12.4236,411.5752,28.3004,399.4742,0.0,0.9796,2.5,5.86,4180.0,8638.0,25.6,47.6,161.0,7.0,10.0,0.2,15.3,21.53,6.23,0.735213728,0.463835346,0.0315
2014-01-11,367.1643,14.5841,60000.4374,420.87,312.7462,181.4934,20.0,6.4296,9.6786,423.9394,346.5239,26531.1595,30464.9387,12.3386,411.9102,28.339,400.5453,0.0,0.9836,2.3,5.84,4040.0,9033.0,25.7,50.1,193.0,8.3,11.5,0.8,13.66,21.25,7.59,0.565844723,0.447780806,0.03
2014-01-14,369.0186,14.0981,59996.423,420.952,312.4775,181.6283,20.0,7.4964,9.7018,423.9043,343.5488,24583.6335,32416.6579,12.3004,411.9759,28.4591,400.768,0.0,0.9834,2.8,5.74,4080.0,7696.2,25.6,49.5,194.5,14.3,16.7,1.0,13.39,20.38,6.99,0.616841033,0.467475945,0.025500000000000002
2014-01-17,371.8422,13.5132,59998.3578,420.965,312.2198,181.7347,20.0,4.7526,9.7463,423.9904,344.4695,24347.0548,32653.485,12.2107,412.1345,28.4596,400.7251,0.0,0.9813,2.6,5.76,3990.0,8550.9,25.4,45.8,143.7,7.0,15.2,0.7,12.36,20.84,8.48,0.399626694,0.453745143,0.022
2014-01-19,370.5628,14.012,59998.4967,420.8291,311.8178,181.8011,20.0,4.7352,9.755,424.0072,346.595,26020.511,30980.1848,13.1719,411.591,28.6089,400.7185,0.0,0.9819,2.6,5.86,3970.0,8043.3,25.27,48.6,160.3,8.9,23.4,0.4,14.2,22.35,8.15,0.488601137,0.427380032,0.0215
2014-01-21,371.0311,13.9982,60000.5923,421.5176,312.709,181.2748,20.0,7.0311,9.8528,423.9707,347.4691,27547.9185,29451.5874,12.2985,411.9604,28.6135,399.6653,0.0,0.9789,2.5,5.81,4020.0,8458.0,25.5,57.0,185.6,9.4,11.0,0.8,14.64,23.57,8.93,0.509599635,0.493585339,0.0275
2014-01-24,369.8954,14.2824,59999.8704,421.9958,312.4167,180.7395,20.0,8.3027,9.8795,423.9871,345.6823,25759.5652,31238.8402,13.2184,411.6026,28.7205,400.9159,0.0,0.9771,2.5,5.77,3990.0,8086.0,25.5,50.1,170.9,9.5,11.8,0.7,14.37,21.79,7.42,0.574912685,0.452910448,0.0225
2014-01-27,370.7866,13.6008,59998.8328,421.9895,312.8692,181.0306,20.0,7.7196,9.7939,423.9742,346.0463,25795.2783,31207.9312,12.7034,412.0454,28.7807,400.8934,0.0,0.9763,2.7,5.87,3830.0,8048.0,25.2,49.0,168.6,7.8,10.9,0.6,13.03,21.94,8.91,0.402626694,0.510131164,0.0245
2014-01-30,374.1684,14.4837,60003.4597,421.9603,311.8815,181.2807,20.0,6.289,9.7445,424.0363,345.0006,24242.4999,32755.734,12.6897,412.2153,28.6649,400.9447,0.0,0.9729,2.5,5.88,3840.0,7870.0,25.3,49.2,166.4,7.9,11.9,0.7,14.84,21.93,7.09,0.576406591,0.498827866,0.0245
2014-02-02,373.1197,14.0411,59999.5184,421.6713,310.7627,181.778,20.0,7.4835,9.6816,423.9736,346.4274,26424.7938,30578.2824,12.5847,412.1637,28.5099,401.1509,0.0,0.9723,2.6,5.81,3800.0,7681.6,26.1,51.7,162.1,8.6,13.0,1.0,13.22,21.0,7.78,0.480684441,0.506274981,0.0205
2014-02-04,373.4196,12.2616,59987.8919,421.9722,312.1692,181.5121,20.0,4.4732,9.6763,423.9699,347.5187,27584.2903,29442.5855,12.3814,411.7482,28.5176,398.7327,0.0,0.9775,2.5,5.82,3720.0,7620.0,25.4,50.0,163.3,7.9,11.7,0.7,12.54,21.92,9.38,0.359111379,0.509983557,0.022
2014-02-07,371.6028,14.0241,59998.4636,421.9965,311.4733,181.7092,20.0,5.9154,9.6527,423.9898,346.5779,26332.3669,30667.5833,12.2175,411.9693,28.5782,400.7221,0.0,0.9776,2.3,5.95,3790.0,8268.6,25.5,51.3,161.4,9.0,13.1,0.9,12.8,20.18,7.38,0.465828913,0.515174218,0.025500000000000002
2014-02-09,371.5496,14.3987,59996.7683,421.9708,313.0821,181.753,20.0,7.3767,9.632,423.9307,347.3653,27809.2422,29193.7602,12.1718,411.923,28.518,399.7735,0.0,0.9757,2.4,5.93,3620.0,8740.2,25.7,49.9,160.6,9.2,12.3,0.8,14.81,22.0,7.19,0.530954737,0.489753108,0.024
2014-02-11,370.8524,14.5378,60001.4991,421.9212,312.036,181.8039,20.0,5.8347,9.6406,423.9406,347.9095,27515.1048,29476.8572,12.1902,411.856,28.5424,400.5018,0.0,0.9792,2.4,6.0,3680.0,8774.5,25.9,49.4,162.1,9.1,12.0,0.6,14.18,21.24,7.06,0.526480373,0.513983526,0.028999999999999998
2014-02-13,372.3602,14.0988,59996.9194,421.9872,312.9584,181.5103,20.0,7.6004,9.6881,423.9535,345.2048,25753.1747,31249.6967,12.2279,411.9599,28.5173,401.0659,0.0,0.9799,2.3,6.01,3760.0,9489.0,25.2,53.2,169.8,9.2,12.6,0.8,13.47,21.87,8.4,0.427529636,0.533654778,0.0235
2014-02-15,371.883,14.2318,60000.6212,421.929,312.0009,181.1755,20.0,4.7823,9.717,423.9746,346.4825,25810.8176,31186.9265,12.348,412.019,28.4645,400.8734,0.0,0.9776,2.4,5.8,4100.0,9780.2,26.0,49.6,161.4,8.9,11.6,0.3,15.1,25.21,10.11,0.451041632,0.515188768,0.020999999999999998
2014-02-17,373.1402,13.8295,59996.8163,421.9343,313.4374,181.4672,20.0,6.0071,9.6547,423.9174,346.1007,25885.3252,31111.3394,12.2784,411.9871,28.449,400.6885,0.0,0.9777,2.5,5.9,3970.0,9549.1,25.9,49.2,159.9,8.9,11.7,0.4,14.55,21.14,6.59,0.631080081,0.465754071,0.024
2014-02-19,370.6146,14.5854,60001.2469,422.0191,313.9587,181.6661,20.0,4.9904,9.6241,424.0476,348.1065,27458.6554,29531.326,12.2649,411.9609,28.439,401.0705,0.0,0.9778,2.5,5.89,3940.0,9589.6,25.8,49.1,160.2,10.2,13.0,0.8,15.22,22.89,7.67,0.561296788,0.503786217,0.0245
2014-02-21,370.4968,14.2867,59997.7411,421.9089,314.3315,181.8184,20.0,5.4808,9.5896,424.0413,347.4361,27209.5537,29795.4454,12.2815,412.0147,28.3496,400.7797,0.0,0.9801,2.7,5.77,3880.0,8807.3,25.8,49.0,159.8,11.6,12.1,0.7,15.91,24.0,8.09,0.558968336,0.462781639,0.026000000000000002
2014-02-22,370.7669,14.6766,60001.0757,421.7548,314.154,181.7869,20.0,3.5668,9.5943,423.7509,347.4803,26665.6053,30336.686,12.2579,411.9291,28.4182,401.1241,0.0,0.9809,2.6,5.85,4000.0,8755.9,25.7,48.6,158.0,13.4,12.7,0.9,15.51,22.46,6.95,0.638582138,0.4841482,0.024
