Datetime,612FI747.PV,612FC702.PV,612FQI116.PV,612TC138B.PV,612TC138A.PV,612PI131A.PV,612FC123.PV,612FC124.PV,612FC125.PV,612TC168B.PV,612TC168A.PV,612FC127A.PV,612FC127B.PV,612FC129.pv,612TC170A.PV,612PC148A.pv,612TI707.PV,612FC195A.PV,612AI111B3.PV/100,"Gravity, API",Total Sulfur,Total Nitrogen,vis 100°C,MCRT,Nickel ,Vanadium,Iron,Sodium,Calcium,NC7 Asphaltenes ,NC5 Asphaltenes,NC5-NC7 Insoluble,SEDEX,SEDEX. CAL(By crude batch),SHFT_avg
2010-12-26,315.9477,10.0465,62000.6095,415.6515,320.4762,176.3969,0.629,14.4166,6.0356,416.6954,340.3614,17620.1446,33390.027,9.5,406.0816,27.2327,388.1662,0.0,0.9744,3.3,5.81,4172.0,10775.0,24.65,69.2,194.1,11.1,9.0,1.2,13.34,23.74,10.4,0.417531644,0.541043453,0.1
2010-12-30,360.8878,10.0483,62000.6689,414.0148,318.9364,176.729,0.2683,14.8074,5.9633,414.0064,336.6899,18638.9079,32359.2549,7.4081,405.1769,27.127,389.0263,0.0,0.9855,3.0,5.95,3918.0,8805.5,25.99,52.5,172.8,8.6,20.5,1.3,12.75,21.14,8.39,0.442424277,0.451026679,0.1
2011-01-01,359.3414,10.0231,62001.1151,413.9022,321.2008,176.7521,1.5213,14.6116,5.9627,413.9407,336.7882,18735.8528,32260.3232,6.012,405.9795,27.1555,389.124,0.0,0.9889,3.6,5.82,4010.0,8095.0,24.67,54.4,154.9,11.3,23.9,1.6,14.04,23.65,9.61,0.407169517,0.329273564,0.045
2011-01-06,373.0667,12.999,61994.639,413.0251,325.017,176.6369,0.2902,13.0616,9.9633,413.0338,329.4047,16305.3746,33686.5786,5.0002,405.6421,27.1917,388.2516,0.0,0.9915,4.1,5.35,4021.8,7109.0,23.59,51.3,139.4,13.5,32.7,2.1,12.7,21.05,8.35,0.422127461,0.36981648,0.07500000000000001
2011-01-09,371.8529,13.0024,62000.8586,412.0073,329.8445,176.6699,0.0,13.2646,9.9649,412.019,334.004,19572.6519,30430.4193,4.5005,405.1778,27.1096,389.3634,0.0,0.9921,4.2,5.63,3964.0,6989.0,24.5,49.1,142.9,11.9,23.6,1.8,11.96,20.09,8.13,0.398509766,0.419640445,0.079
2011-01-13,372.8054,12.998,60546.0111,411.0353,330.2956,176.5078,0.0,11.5624,10.0385,411.1404,326.6925,14356.6274,35638.2764,3.6623,405.5097,27.05,391.4381,0.0,0.9928,4.7,5.27,3920.0,6777.8,21.54,49.2,142.3,13.4,28.1,1.7,13.49,22.23,8.74,0.387848791,0.449008777,0.098
2011-01-16,381.4584,12.9971,59999.3686,410.3458,332.2217,176.4006,0.0,14.3027,10.0371,411.0936,329.6621,17930.8168,32075.2822,3.6057,405.3713,27.1687,389.3247,0.0,0.9955,4.7,5.52,3881.2,6203.0,24.32,48.5,151.5,13.5,23.9,2.2,12.07,20.82,8.75,0.378060336,0.429213746,0.0845
2011-01-20,338.8814,13.0011,56097.6721,407.9504,335.0059,175.5476,0.0,13.952,9.9995,407.8489,327.4921,17050.3968,28997.5874,3.6106,402.6558,26.3327,386.8597,0.0,0.9973,5.1,5.56,3755.0,4223.0,23.82,46.7,142.7,15.1,20.7,1.9,10.72,18.18,7.46,0.360561405,0.386086755,0.02
2011-01-23,371.3894,12.9989,60998.374,411.0092,329.263,176.3873,0.0,14.981,9.9998,410.9465,331.5674,19084.6377,32915.9682,3.0013,405.9007,27.1356,391.8812,0.0,0.9911,4.6,5.76,3900.0,4468.9,23.8,61.1,160.6,29.5,20.4,2.7,10.64,18.55,7.91,0.365782949,0.311623201,0.1935
2011-01-26,374.2472,13.1588,61001.118,411.0099,328.6938,176.3851,0.0,15.5543,10.2937,411.024,328.132,17435.3078,34568.2818,3.5011,405.4796,27.1192,390.2757,0.0,0.9951,3.8,5.82,3846.0,7450.0,25.0,51.3,156.4,12.5,24.5,2.7,10.84,20.19,9.35,0.316591406,0.401682267,0.015
2011-01-29,374.291,12.9987,60400.3329,410.9315,330.308,176.3546,0.0,16.267,10.0111,410.972,326.7604,15826.5356,36172.4899,2.2849,406.4871,27.1798,392.5267,0.0,0.9921,4.2,5.65,3615.6,7205.0,24.35,51.4,154.6,12.3,19.4,2.9,13.42,21.64,8.22,0.413810579,0.453106876,0.017
2011-01-31,373.5106,13.0003,58999.6084,411.9586,330.123,176.2833,0.0,16.9471,10.0114,412.019,327.2791,16461.0882,35540.0631,2.4838,407.2004,27.3038,392.8884,0.0,0.9919,3.9,5.55,3866.5,8124.2,25.17,54.8,167.5,12.9,21.4,2.3,13.62,21.03,7.41,0.544619595,0.484708268,0.024
2011-02-02,373.7692,13.0005,58999.2414,412.0452,331.6061,176.1928,0.0,19.8709,10.0111,412.4486,323.4182,13161.2977,36839.6014,2.5709,407.1945,27.1992,394.2116,0.0,0.9892,4.0,5.6,3578.0,8996.0,26.66,54.6,167.7,13.4,21.8,2.7,12.19,21.16,8.97,0.391155853,0.472425092,0.046
2011-02-04,374.3859,13.0007,58546.0821,412.2296,331.411,176.2433,0.0,20.0682,10.0106,412.2627,321.367,12073.2251,37932.2231,2.3712,407.1536,27.2751,394.5177,0.0,0.9884,4.1,5.57,3812.5,8027.8,25.6,53.3,168.6,11.8,23.9,2.5,12.96,21.73,8.77,0.437154614,0.453145722,0.121
2011-02-06,374.4461,13.0014,58003.6595,412.0338,331.4612,176.2234,0.0,21.5249,10.0111,412.3092,322.5816,13153.4962,36851.5108,2.0343,407.457,27.4494,394.8089,0.0,0.9875,3.8,5.72,3766.4,8759.0,25.17,54.9,171.8,12.0,20.4,2.4,12.44,21.85,9.41,0.373875089,0.765023219,0.1445
2011-02-08,374.6361,13.0025,57375.4317,410.4526,333.7346,176.0426,0.0,23.0161,10.0067,411.4078,317.5814,10975.295,35989.5799,2.3397,406.5505,27.5651,395.2163,0.0,0.9867,4.0,5.63,3387.5,9269.9,24.77,55.8,179.2,9.7,21.9,2.1,12.49,21.06,8.57,0.377371283,0.7213969,0.121
2011-02-10,374.1492,12.9987,56003.8103,411.477,333.6898,176.1806,0.0,23.8285,10.0039,411.8838,326.8966,17176.393,32825.4647,2.0329,407.5045,28.0975,395.6654,0.0,0.9901,4.1,5.51,3874.0,8167.0,25.54,54.9,175.0,10.8,22.2,2.1,13.16,21.15,7.99,0.508234206,0.469552998,0.07
2011-02-12,372.7114,12.9971,55994.7916,411.1348,334.9262,176.2388,0.0,20.7699,10.0036,412.0726,321.2452,13876.8796,36118.8116,1.4446,408.1883,27.858,392.763,0.0,0.9906,4.3,5.34,3785.4,7498.2,24.37,52.1,169.6,8.2,25.6,1.5,12.62,20.97,8.35,0.440593576,0.440892404,0.07250000000000001
2011-02-14,374.7853,12.9984,56000.6999,410.739,334.5213,176.2149,2.9,20.977,10.0458,411.2419,323.4594,16003.6705,33997.2085,1.5272,407.5786,28.2467,393.9884,0.0,0.9919,4.3,5.31,3972.0,7902.07,24.42,51.2,169.8,9.3,22.1,1.5,12.8,21.91,9.11,0.432418726,0.434753618,0.0565
2011-02-17,375.1588,12.9985,54001.0466,408.2044,332.5127,176.065,20.0,11.5721,9.9762,412.4031,321.3039,17830.8458,34171.1598,3.2552,406.3042,27.8577,393.4776,0.0,0.9891,4.2,5.65,3579.0,7253.7,25.02,51.1,167.6,8.4,23.9,1.3,12.14,20.35,8.21,0.39278678,0.426496445,0.0325
2011-02-19,377.6199,12.999,54993.3613,409.0224,331.2975,176.2219,19.4823,12.2129,9.9755,412.9649,322.3002,17798.8879,34202.2796,3.2099,406.9992,28.0781,395.5916,0.0,0.9916,4.2,5.74,3752.0,7920.3,21.33,52.9,166.2,10.7,19.3,1.7,11.97,20.44,8.47,0.33054463,0.453044233,0.0315
2011-02-20,377.7502,12.9997,54993.4715,409.1415,332.3386,176.2043,19.9715,11.2793,9.9756,413.1105,320.868,16248.982,35742.7376,3.5036,406.8121,27.7513,394.9702,0.0,0.9914,4.4,5.58,3588.4,7011.0,23.96,49.2,155.7,9.5,22.4,1.6,12.73,20.9,8.17,0.389481805,0.435789836,0.0555
2011-02-22,377.8572,12.9971,54999.5639,409.0377,332.6356,176.1965,19.9805,10.9283,9.9762,412.9376,322.3338,17493.9202,34502.3806,3.4709,406.8759,27.3747,394.4307,0.0,0.9926,3.9,5.81,3683.9,7518.0,26.05,50.4,161.8,9.8,21.4,1.7,12.18,21.29,9.11,0.364583839,0.458443471,0.047
2011-02-24,380.0546,12.9976,55002.4113,409.9748,329.3308,176.155,19.9734,10.8625,9.9762,413.7286,325.8632,19083.4476,32927.5835,3.5288,407.4313,26.605,394.0039,0.0,0.9889,4.1,5.49,4007.5,7733.7,25.86,51.1,163.4,9.3,19.4,1.6,12.67,20.59,7.92,0.501246293,0.467883015,0.0395
2011-02-26,377.4264,13.0006,55001.0856,408.9766,330.1355,176.0723,19.9761,10.8444,9.9758,412.9468,326.4044,20606.9391,31398.7077,3.0397,406.79,26.4034,393.0693,0.0,0.9943,3.9,5.61,3895.2,8623.0,25.68,55.9,158.0,11.1,24.8,2.9,12.43,22.46,10.03,0.366263712,0.652026571,0.020999999999999998
2011-02-28,374.5673,12.9976,54378.4202,408.5741,333.6963,176.0392,19.9795,10.7198,9.9759,412.9845,331.9254,26194.8789,25805.1593,3.3496,406.4394,26.9289,394.8087,0.0,0.9891,4.2,5.5,3882.8,8186.94,23.89,53.6,154.7,9.2,23.6,1.7,14.74,23.64,8.9,0.456885082,0.737370852,0.045
2011-03-01,373.7899,12.9971,54002.8458,408.9797,334.2916,176.0401,20.0,8.5648,9.9758,412.9837,331.8339,26340.7658,25660.9452,3.4598,406.7868,27.1409,394.7199,0.0,0.988,4.0,5.55,3745.4,9645.83,24.16,57.0,164.9,8.7,22.3,1.7,12.8,22.44,9.64,0.365485477,0.766149985,0.138
2011-03-03,374.0154,13.0004,53998.2747,409.0124,337.1341,176.0585,18.4045,7.1095,10.0004,412.5924,331.5162,26046.5772,25946.9895,3.6198,406.4039,27.6047,392.9456,0.0,0.9914,4.4,5.24,3510.0,9180.64,25.21,56.8,160.1,9.8,18.4,1.8,13.78,22.01,8.23,0.471937208,0.837784945,0.049
2011-03-04,373.6737,13.0008,53999.3023,409.7865,334.7434,176.1915,16.0872,11.3031,9.9995,414.5228,327.0677,22550.1778,29453.2857,3.609,407.7743,27.4883,391.1286,0.0,0.9915,4.1,5.37,3610.0,9949.23,25.66,54.3,168.0,8.6,23.4,1.7,13.37,22.94,9.57,0.407225677,0.854686531,0.0965
2011-03-06,372.5342,13.0022,54002.0079,409.8124,334.3793,176.1669,20.0,11.2125,10.0001,414.1499,323.8078,18484.0995,33515.6327,3.7415,407.5143,27.3609,396.4874,0.0,0.9885,4.2,5.47,3663.0,9229.1,24.81,57.1,168.2,8.2,19.9,1.6,12.61,21.13,8.52,0.418300929,0.820363596,0.10300000000000001
2011-03-10,372.5981,12.9983,55323.9908,409.9596,334.7908,176.3904,11.7877,13.8902,9.9951,414.2076,323.3508,16851.6123,35155.2392,4.0018,407.6485,27.4267,395.793,0.0,0.9919,3.9,5.58,3558.2,9054.94,26.0,53.4,165.8,8.1,18.7,1.3,12.22,21.71,9.49,0.354225553,0.72517324,0.0675
2011-03-13,373.8516,13.0002,56997.414,409.4965,335.4244,176.4765,0.0,20.4479,10.0002,413.3734,324.9945,16275.6486,35728.9367,3.3056,407.1172,27.4061,394.192,0.0,0.9893,3.7,5.84,3780.0,8471.04,25.29,52.4,165.3,7.0,18.8,1.2,12.19,21.06,8.87,0.376178064,0.433594863,0.04
2011-03-16,369.0526,12.9992,54561.3372,410.3451,328.2152,176.2851,20.0564,10.7541,9.9997,414.0251,320.4344,16489.5977,35505.1812,1.976,408.3187,27.2783,392.9244,0.0,0.9912,3.7,5.87,3492.0,9718.1,25.54,51.8,145.0,9.4,25.3,1.4,12.38,23.0,10.62,0.28159315,0.455297738,0.021
2011-03-19,368.9166,12.9986,54998.0702,411.2933,327.4651,176.3692,20.0312,11.58,10.0005,414.0544,322.1341,17036.5648,34962.8938,2.2401,408.6313,27.2489,394.9825,0.0,0.9892,3.8,5.79,3450.2,11287.0,21.86,51.1,159.9,6.8,20.7,1.3,13.78,23.36,9.58,0.308458815,0.595151952,0.027
2011-03-21,371.3356,12.9995,55001.0438,411.4789,327.4696,176.3698,20.0288,12.0292,10.0003,413.9431,324.1652,18107.7375,33896.0678,2.7637,408.2651,27.5434,396.1355,0.0,0.9874,3.6,5.79,3710.0,11284.6,24.93,52.4,151.3,8.4,24.8,1.6,15.18,22.2,7.02,0.558732821,0.551657126,0.0345
2011-03-22,372.6048,12.9985,55000.6436,412.3053,327.2757,176.3909,20.0226,10.8645,9.9924,413.95,323.2968,17271.8896,34726.0563,3.474,407.545,27.9499,395.9243,0.0,0.9907,3.4,5.82,3570.0,11764.01,24.98,55.4,160.9,9.1,21.1,1.7,17.95,25.63,7.68,0.596932938,0.635775118,0.049
2011-03-24,370.2195,13.0016,54999.1333,411.5486,327.3241,176.4451,20.0,11.871,9.9775,414.4605,320.8605,16327.5874,35671.6898,3.6419,408.0316,27.5749,396.1367,0.0,0.9912,3.5,5.74,3703.0,12625.5,25.43,52.9,154.7,9.3,24.9,2.0,15.12,23.58,8.46,0.478784043,0.653101381,0.051500000000000004
2011-03-27,370.7565,13.0006,53994.7333,411.8656,326.4847,176.4395,20.0,17.3419,9.9787,414.5118,331.9511,24093.8808,27665.0031,4.6666,408.0152,27.7669,397.3129,0.0,0.9933,3.6,5.74,3602.0,11744.33,25.18,51.0,151.2,9.1,25.1,1.8,13.64,23.68,10.04,0.345951454,0.604807534,0.07400000000000001
2011-03-30,374.4866,12.9986,53999.0573,411.7849,325.3497,176.4482,20.6081,13.6835,9.9776,415.2783,324.6765,18114.6309,33887.9574,4.919,408.2673,27.7265,394.5072,0.0,0.9916,3.3,5.93,3550.0,11120.99,26.15,54.8,169.5,8.2,23.5,1.4,15.28,25.24,9.96,0.407643377,0.52383717,0.0315
2011-04-02,375.3207,12.9985,54002.4177,411.5598,326.3815,176.3953,0.0,13.8756,9.9844,414.976,323.877,17235.3964,34761.3915,4.6873,408.4893,28.216,398.944,0.0,0.9891,3.2,5.48,3529.4,13288.97,26.26,59.4,194.1,9.8,22.8,1.5,16.71,24.33,7.62,0.669239999,1.048936792,0.0235
2011-04-04,375.1098,12.9999,53997.5611,412.3315,327.0651,176.5136,20.0,14.9885,9.9853,415.055,325.8356,18204.0093,33793.4596,3.7036,409.0237,27.9072,397.5728,0.0,0.9909,3.4,5.6,3516.8,11967.55,25.31,56.9,186.0,9.7,21.9,1.5,14.17,24.06,9.89,0.402249479,0.540020406,0.071
2011-04-05,374.7247,12.9996,53995.0532,412.0131,326.8898,176.5182,20.0,15.5981,9.9846,414.8901,328.3456,20691.1001,31302.6704,3.7103,408.881,28.0357,398.2049,0.0,0.9916,3.3,5.59,3450.0,13641.0,25.7,59.4,192.6,10.0,20.9,1.4,14.13,23.34,9.21,0.437803871,0.970842343,0.0465
2011-04-06,374.4606,12.9997,56609.4041,411.9668,327.8679,176.8687,20.0,15.1572,9.9877,415.4188,328.1537,20025.4485,33472.9182,3.8503,409.3433,28.6303,399.2904,0.0,0.9906,3.3,5.59,3450.0,13641.0,25.7,59.4,192.6,10.0,20.9,1.4,14.13,23.34,9.21,0.437803871,0.970842343,0.0665
2011-04-08,371.9968,12.9999,56712.3353,411.5231,331.0317,176.8908,0.0,13.5112,9.9866,415.6999,329.2907,20664.8825,33342.0979,4.0383,409.296,28.5155,397.8783,0.0,0.987,3.7,5.31,3840.0,11911.79,25.78,59.5,187.8,9.8,20.3,1.2,14.0,23.17,9.17,0.507278854,0.530234688,0.081
2011-04-11,373.7585,13.0004,55001.1297,411.1326,332.0772,176.631,20.0,12.2666,9.988,414.3709,329.6439,21182.6967,32816.4203,4.2705,408.1321,28.5224,396.1653,0.0,0.9879,3.5,5.49,3356.7,12066.0,20.64,58.0,184.4,9.5,21.9,1.3,15.0,23.1,8.1,0.412362164,0.487613405,0.111
2011-04-13,375.2309,13.0009,55002.2459,411.9405,329.7647,176.781,20.0,13.0948,9.9863,415.6186,328.2952,19419.2411,34572.692,4.203,409.5671,28.2478,397.6018,0.0,0.9876,3.7,5.49,3730.0,9957.24,25.38,55.0,182.5,9.2,25.6,1.3,15.12,23.29,8.17,0.557373134,0.460490129,0.08249999999999999
2011-04-15,377.3382,13.0004,54999.908,411.935,330.9351,176.803,20.0,11.9887,9.8174,415.5374,329.5241,19811.5125,34176.1928,4.3327,409.6058,28.9304,396.9779,0.0,0.9831,3.9,5.41,3419.5,8628.0,21.2,53.3,167.2,10.8,26.3,1.4,12.0,21.02,9.02,0.300293625,0.406964625,0.0685
2011-04-17,378.6358,12.9987,55001.8093,412.1208,330.0541,176.8263,20.0,12.9426,9.6799,415.6079,328.5909,18817.2669,35184.1002,4.4249,409.553,29.1359,397.8034,0.0,0.9853,3.4,5.6,3574.2,11779.46,25.8,57.2,165.2,9.5,22.3,1.4,14.47,25.15,10.68,0.377224492,0.584663156,0.047
2011-04-18,378.9108,12.9966,55001.3372,412.0505,329.9446,176.8126,20.0,12.4078,9.6178,415.5054,326.6572,17892.9049,36103.1621,4.434,409.446,28.522,397.0097,0.0,0.9826,3.8,5.55,3890.0,9160.4,24.78,50.4,160.1,10.1,29.5,1.4,12.52,21.43,8.91,0.401297986,0.500041903,0.0565
2011-04-20,384.9624,12.9996,54998.3836,411.9647,329.7173,176.8335,20.0,13.5092,9.6749,415.5567,327.065,17274.6544,36724.9219,4.7073,409.7561,28.7341,399.7043,0.0,0.9882,3.2,5.52,3593.9,11528.0,26.11,52.8,159.0,8.4,25.7,1.4,14.19,22.7,8.51,0.46752623,0.539496183,0.031
2011-04-23,389.2338,13.001,55000.9516,411.9745,328.7901,176.8694,20.0,12.681,9.9992,415.4921,327.9265,18015.6852,35990.1833,4.7173,409.3717,29.1,398.4536,0.0,0.9843,3.7,5.8,3903.0,8787.1,24.25,49.3,161.1,7.9,25.0,1.3,12.98,21.49,8.51,0.409172734,0.434167394,0.035
2011-04-24,387.9175,12.9992,54996.4386,411.9163,328.7424,176.8954,0.0,13.7616,10.0003,415.3861,330.5243,20569.2516,33427.0431,4.6228,409.4151,29.0863,398.0451,0.0,0.9851,4.0,5.48,3633.9,8735.7,23.2,50.6,148.6,8.7,23.2,1.4,13.76,23.45,9.69,0.349442809,0.546533838,0.024
2011-04-26,387.7274,13.0006,55001.8849,411.972,330.9073,176.9269,20.0,12.5556,10.0208,415.6946,331.6128,20383.7215,33622.7997,4.5494,410.0458,29.2037,399.3863,0.0,0.9818,3.8,5.49,4015.0,9849.4,24.62,48.1,170.2,7.7,21.5,0.5,13.15,21.76,8.61,0.460476115,0.76621338,0.0435
2011-04-27,388.5269,12.9994,54994.5908,411.9997,330.6029,176.8809,20.0,12.0843,10.0153,415.524,330.4018,19241.107,34757.9708,4.6865,409.825,29.4482,400.8575,0.0,0.9807,3.9,5.5,3499.1,10550.0,24.6,52.4,177.3,7.6,23.0,0.6,12.31,22.53,10.22,0.323796993,0.740027875,0.044
2011-04-29,388.7633,12.9995,55001.297,412.1547,330.2439,176.9774,20.0,11.8785,9.9985,415.542,328.5128,17478.6193,36519.1345,4.8182,410.0185,29.3593,400.8754,0.0,0.9859,3.8,5.47,3694.0,10799.3,24.71,49.1,182.1,7.1,23.4,0.3,13.09,21.43,8.34,0.451342475,0.954882713,0.0285
2011-05-01,389.5664,12.9996,55005.7333,412.0115,331.4136,176.9694,20.0,11.8409,10.0414,415.5513,329.9149,19040.5363,34955.569,4.8645,409.8042,29.3811,399.2989,0.0,0.9822,3.7,5.57,3710.0,11987.3,26.72,54.2,186.9,7.1,21.5,1.0,15.33,23.34,8.01,0.599404221,1.172132132,0.052
2011-05-03,388.3275,12.999,55002.0877,411.9118,331.7239,177.0566,20.0,12.6733,10.0265,415.4052,328.7097,18153.0484,35845.5482,5.214,409.829,29.3377,400.7271,0.0,0.9855,3.4,5.5,3790.0,12291.0,25.75,54.7,187.9,7.2,20.6,1.2,15.73,24.2,8.47,0.581702392,0.589550303,0.08349999999999999
2011-05-06,387.5825,12.9998,54998.3305,412.0092,330.8236,177.2204,20.0,13.9494,10.3375,415.6494,328.8759,18342.3873,35652.8903,5.5947,409.7917,29.4112,401.0805,0.0,0.9856,3.2,5.44,3774.0,12704.0,25.17,56.7,177.9,5.6,20.5,1.0,12.83,22.33,9.5,0.409364004,1.018991701,0.1075
2011-05-07,387.6514,13.0005,55001.5467,411.9653,330.4895,177.2598,20.0,14.3062,10.2573,415.7749,326.7809,16833.2197,37167.7308,5.4324,410.1786,29.4538,402.0463,0.0,0.9841,3.3,5.57,3669.7,11637.0,25.87,56.0,178.7,6.5,21.2,1.4,14.26,22.11,7.85,0.537569467,0.805722818,0.11649999999999999
2011-05-08,388.9212,13.0012,54997.1308,412.0311,332.3195,177.2413,20.0,14.3097,10.1494,415.4435,327.6771,17802.8387,36203.6914,5.0404,409.9153,29.417,401.4645,0.0,0.9861,3.7,5.39,3558.6,10143.5,25.66,54.4,178.7,6.4,21.2,0.9,12.8,22.12,9.32,0.402595244,0.924188843,0.14850000000000002
2011-05-09,389.0595,13.0011,54999.6228,411.8948,333.9024,177.2584,20.0,14.0939,10.0746,415.6642,329.1438,18864.061,35143.3689,4.7576,410.2021,29.2701,400.7582,0.0,0.9857,3.8,5.25,4040.0,9261.4,24.48,53.5,170.7,7.1,21.9,1.1,14.55,22.76,8.21,0.566535985,0.857673667,0.086
2011-05-10,389.1261,13.0005,54998.6836,411.9813,334.8051,177.2057,20.0,12.9625,10.0806,415.525,328.8386,18203.1815,35800.787,4.2552,410.2476,28.8561,400.9537,0.0,0.9829,4.0,5.13,3790.0,8159.3,24.58,52.1,165.9,8.3,22.1,1.2,13.81,22.41,8.6,0.487959281,0.89201979,0.08249999999999999
2011-05-12,388.6924,12.9992,54999.0414,412.0472,336.8729,177.1989,20.0,11.6865,10.0089,415.4738,329.8229,18754.5038,35238.6248,4.3873,409.7432,28.9319,400.9297,0.0,0.9815,4.0,5.07,3583.0,6941.3,24.8,51.3,155.8,8.0,20.4,1.3,11.21,20.0,8.79,0.364547145,0.671793193,0.068
2011-05-13,388.0453,13.0001,54997.4643,412.0946,336.8752,177.2093,20.0,11.9059,9.9917,415.5629,331.246,20060.1629,33941.9138,4.6093,409.5495,28.8399,401.6075,0.0,0.9827,4.0,5.07,3449.3,6991.0,24.46,50.3,152.1,8.8,24.7,1.2,12.01,19.53,7.52,0.428515236,0.657950941,0.0545
2011-05-15,389.9381,12.9992,54993.3494,412.0315,335.3615,177.2508,20.0,11.2665,10.0038,415.8296,330.2842,18792.8921,35208.6866,4.5194,410.2884,29.1495,402.3308,0.0,0.9868,4.0,5.03,3540.0,7093.6,24.62,49.4,146.8,8.6,23.6,1.3,13.33,22.9,9.57,0.383131115,0.57649531,0.040999999999999995
2011-05-16,390.5401,13.0004,54998.9457,411.8069,335.2879,177.2887,20.0,12.5835,10.0023,416.3164,332.219,20804.7414,33200.1792,4.499,410.682,29.2343,402.2577,0.0,0.986,3.7,5.52,3856.0,8480.5,25.37,52.2,149.9,9.5,22.7,1.0,13.47,21.34,7.87,0.488709543,0.600375782,0.037
2011-05-18,389.8775,13.0005,54998.6287,412.0391,330.5075,177.301,20.0,14.0037,10.0531,416.2819,328.0195,17817.5009,36183.1416,4.4314,410.8915,29.5617,402.7104,0.0,0.9871,3.5,5.62,3935.0,8634.4,24.89,52.4,151.9,9.2,21.0,0.9,13.13,21.36,8.23,0.450390039,0.525466228,0.026000000000000002
2011-05-20,389.6149,12.9988,54995.0862,411.9853,330.5109,177.3691,20.0,14.7885,10.0869,415.9194,327.8507,17817.3479,36181.725,4.3453,410.725,29.5286,402.1053,0.0,0.9869,3.7,5.48,3698.0,8321.3,25.02,52.0,153.6,8.7,18.2,1.0,12.62,20.9,8.28,0.418187081,0.540549921,0.0275
2011-05-23,388.0958,12.9983,54997.1873,411.9924,329.5412,177.5463,20.0,12.9198,10.0264,415.9177,329.4725,19124.1219,34868.7492,4.3741,410.1322,29.4195,401.3991,0.0,0.9881,4.2,5.49,3664.0,6739.5,24.05,49.8,147.7,9.0,17.9,1.0,11.52,20.38,8.86,0.332396845,0.460105588,0.034
2011-05-25,387.1205,12.9991,54993.62,411.9978,328.2875,177.5493,20.0,16.1174,9.9942,415.7973,337.4649,26787.0182,27218.918,4.6277,409.9155,29.4082,400.07,0.0,0.9893,3.8,5.62,3722.0,8298.2,24.16,51.0,155.3,9.5,18.2,1.1,13.23,21.03,7.8,0.44178221,0.51406573,0.023
2011-05-30,389.1397,13.0005,55001.7252,411.8851,325.8139,177.6445,20.0,13.6941,9.953,416.062,329.3438,19673.5983,34330.5492,5.4634,409.7712,29.4333,400.4152,0.0,0.988,3.8,5.78,3525.0,8466.2,23.99,49.1,155.5,8.4,21.4,1.2,12.96,21.53,8.57,0.358669882,0.47995621,0.021
2011-05-31,389.3067,12.9998,54998.109,412.0448,324.6412,177.5678,20.0,14.2591,9.9526,415.9443,328.2505,18794.1212,35203.1739,5.5428,409.7957,28.9619,400.9909,0.0,0.9861,4.0,5.7,3606.0,7096.0,25.6,48.9,154.9,8.6,20.6,0.3,11.99,21.21,9.22,0.340751337,0.0,0.031
2011-06-02,387.7428,12.9976,55000.0827,412.0172,325.73,177.5566,20.0,14.4157,9.9644,416.0013,330.0089,19741.1781,34261.7453,5.2177,409.8052,28.7709,401.0711,0.0,0.9877,3.9,5.77,3610.0,8008.1,24.23,51.6,146.7,9.1,21.2,0.8,12.52,20.58,8.06,0.375813029,0.493650186,0.025500000000000002
2011-06-07,304.8431,12.4507,54997.6001,411.8959,329.2862,177.3724,20.0,12.858,10.1338,413.2748,332.6045,21998.0189,31355.177,11.1947,403.6534,27.583,389.8075,0.0,0.985,3.6,5.55,3435.3,8728.0,25.3,58.4,143.3,10.0,17.6,1.5,12.7,20.54,7.84,0.407825071,0.454378838,0.038
2011-08-03,378.735,11.978,54998.2369,410.9134,326.9803,176.6885,20.0,13.4693,9.8867,417.0684,335.3723,23616.5791,26380.5335,3.176,410.8458,27.4495,399.1282,0.0,0.9913,4.3,5.76,3640.0,5415.7,23.63,47.1,147.4,8.6,17.4,1.4,13.62,22.71,9.09,0.353648674,0.472853872,0.034
2011-08-05,378.9319,11.9782,55010.1505,410.9127,327.0276,176.7417,20.0,14.7355,9.8955,416.9196,339.0014,27025.2442,22972.6442,3.1298,410.6431,27.5221,398.802,0.0,0.9917,4.2,5.66,3780.0,5063.0,24.39,47.9,148.8,9.7,19.2,1.5,12.35,21.37,9.02,0.354491768,0.4871536,0.0285
2011-08-06,378.7761,11.9787,54990.5113,410.993,327.3417,176.7503,20.0,14.0644,9.9968,417.1441,338.7809,26131.8784,23868.2352,3.1507,410.8406,27.4926,398.9967,0.0,0.9919,4.0,5.72,3600.0,5820.2,25.83,49.1,156.5,8.7,16.2,0.6,14.22,22.5,8.28,0.453699267,0.51849515,0.04
2011-08-08,378.6,11.9758,55000.5027,410.9597,328.1752,176.7276,20.0,12.3795,9.9051,417.042,337.9035,25802.3316,24192.9753,2.5202,410.9868,27.2299,396.583,0.0,0.9836,4.1,5.68,3520.0,5768.9,23.73,48.2,155.3,9.0,20.3,0.4,13.48,20.84,7.36,0.435454453,0.517155543,0.0265
2011-08-10,379.5191,11.9767,54994.8474,410.9485,327.4023,176.7578,20.0,14.288,9.7511,416.9704,337.8044,25860.5463,24137.708,2.9588,411.0893,27.4365,398.7741,0.0,0.9793,4.1,5.82,3822.0,5910.2,23.85,46.5,152.2,8.3,18.7,0.2,13.01,21.25,8.24,0.395058568,0.521377862,0.0805
