구분,,,,,,Crude,,,,,,,,,LPG,,,,WSR,,,LSR,,,,,,,,HSR,,,,,Kero,,,,,,,LKD,HKD,,Diesel,,,,,,,RC,,,,,,,,,,,,,,,,,,LLVGO,,,,,LVGO,,,,,,,,,,,,,,,,,,HVGO,,,,,,,,,,,,,,,,,,HHVGO,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RFCC Max Blending Ratio,,,,,,,,,HCR Feed VGO,,,,,,,,,,,,,HCR Feed Max Blending Ratio,,,,,,,,,,VRHCR Max Blending Ratio,,,,,,,,,
Assay ID,Feedstock,채취일,공식Assay 여부,Feedstock코드,Origin,API,Sulfur wt. %,Fe ppm,P/P ℃,Nitrogen ppm,Mercaptan ppm,TAN mg KOH/g,Cl ppm,Salt PTB,Yield vol. %,SG,RVP psi,Mercaptan ppm,Yield %,SG,N+2A %,Yield %,SG,N-Paraffines %,I-Paraffines %,Olefines %,Naphthenes %,Aromatics %,CS2 wtppm,Yield %,S.G,N+2A %,Naphthenes %,Nitrogen ppm,Yield %,S.G,Sulfur %,Freeze Point ℃,Aromatics %,Smoke Point mm,Mercaptan ppm,Yield %,Yield %,Freeze Point ℃,Yield %,S.G,Sulfur %,C/P ℃,P/P ℃,Cetane Index,TAN mg KOH/g,Yield %,API,S.G,Sulfur %,Nitrogen ppm,P/P ℃,V(50) cSt.,N+2A %,Ni+V ppm,Ni ppm,V ppm,Fe ppm,MCRT wt. %,TAN mg KOH/g,Na ppm,Copper ppm,ASP(C7) wt. %,UOPK,Yield %,S.G,Sulfur %,Nitrogen ppm,V(50) cSt.,Yield %,API,S.G,Sulfur %,Nitrogen ppm,P/P ℃,Ni+V ppm,Ni ppm,V ppm,Fe ppm,ASP(C7) wtppm,MCRT wt. %,VK,V(40) cSt.,V(50) cSt.,V(100) cSt.,VI,TAN mg KOH/g,Yield %,API,S.G,Sulfur %,Nitrogen ppm,P/P ℃,Ni+V ppm,Ni ppm,V ppm,Fe ppm,ASP(C7) wtppm,VK,MCRT %,V(40) cSt.,V(50) cSt.,V(100) cSt.,VI,TAN mg KOH/g,Yield %,S.G,Sulfur %,Nitrogen ppm,P/P ℃,MCRT wt. %,V(50) cSt.,Yield %,API,S.G,Sulfur %,Nitrogen ppm,P/P ℃,MCRT wt. %,Ni+V ppm,Ni ppm,V ppm,SEDEX,TAN mg KOH/g,Na ppm,Copper ppm,Fe ppm,Ca ppm,Mg ppm,Ca+Mg+Fe ppm,Parrafines %,Aromatics %,ASP(C7) wt. %,Resin %,CII (SARA),V(50) cSt.,V(70) cSt.,V(100) cSt.,V(110) cSt.,VR/AR %,MCRT/S Ratio,S/N Ratio,SARA Saturates wt. %,SARA Asphaltene wt. %,SARA Resin wt. %,SARA Aromatics wt. %,API,Sulfur %,Nitrogen ppm,MCRT %,V(50) (Feed 85kbd) cSt.,UOPK,Ni+V ppm,Na ppm,Fe ppm,API,Sulfur wt. %,Nitrogen ppm,Ni+V ppm,Ni ppm,V ppm,Fe ppm,ASP(C7) wtppm,V(100) cSt.,MCRT wt. %,VI,VK Factor,TAN mg KOH/g,Sulfur %,Nitrogen (단기) %,Nitrogen (장기) %,Ni+V %,Fe %,ASP(C7) %,V(100) %,MCRT %,VI %,TAN %,Sulfur %,Nitrogen %,MCRT %,Ni+V %,Fe %,Na %,ASP(C7) %,CII (SARA) %,SEDEX %,V(100) %
NKB-T13,N'Kossa Blend,2018-04-06,Y,case083,Congo,41.4,0.1,1.8,-5,695,99.4,0.11,,,3.3,0.56,45.9,0,23.6,0.711,37.8,10.8,0.673,41.9,42.1,0,13.2,2.7,,12.8,0.743,53.9,30.3,0,18.2,0.787,0,-40.1,13.9,29.2,41,9.8,8.4,-31.2,21.5,0.838,0.1,3.6,3.8,60.8,0.1,33.4,23.6,0.913,0.2,1786,38.3,135,101.8,18.7,15.3,3.4,4.8,3.3,0.13,18.3,0,0.7,12.3,3.1,0.868,0.1,517,10.1,5.9,29.5,0.879,0.1,678,34,0,0,0,0,0,0,4.6,27.7,19,5,109,0.2,13,25.7,0.9,0.2,1281,50.2,0.6,0.5,0.1,0.2,78.8,4.4,0.4,130.7,77.1,12.6,86.2,0.2,0.5,0.916,0.2,2010,59.1,1.9,416,11,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,20453.56844,2438,25.3,29.2,0.5,,,,,,,,,59.5,37.1,,2.8,21.3,26.4,0.1,1160,0.4,0.4,0.1,0.1,63,11.1,0.3,90.7,4.5,0.2,,,,,,,,,,,,,,,,76.6,,,,
$NK-T3,Nakhodoka SRFO,2015-11-09,Y,case084,Russia,18.5,1.1,7.7,15.3,2292,28.3,0.71,,,0,0.514,142,0,0,0.747,63.6,0,0.737,0,39.1,0,57.7,3.2,,0,0.749,63.5,43.1,0,1.5,0.846,0.2,-56.2,17.4,19.1,51.1,0.4,1.2,-52.9,21.5,0.894,0.7,0,0.1,43.7,0.4,76.9,16,0.959,1.2,2826,26.1,472,126.3,45,20.4,24.6,9.9,7,0.52,0,0,1.6,11.8,7,0.915,0.9,847,14.2,13.1,21.6,0.924,0.8,1064,25.3,0,0,0,0,0,0,3.6,54.4,33.7,6.6,61,0.6,30.3,19.1,0.94,1,1998,42.5,0.7,0.3,0.4,0.2,7.9,3.6,1,314.3,163.1,18.1,45.9,0.6,1.2,0.96,1.3,3035,51.4,4.1,882,25.3,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,20862.63981,2438,25.3,29.2,0.5,,,,,39.9,,36,37,18.8,,35.3,,6.8,19.6,1,1811,0.6,0.3,0.3,0.2,6.3,15.8,0.8,48.9,3.6,0.6,,24.6,4.9,78.3,,,,,31.1,,,20.9,,,52.9,,,,,
NEM-T1,Nemba,2015-08-17,Y,case085,Angola,36.9,0.3,3.6,-0.1,1478,7.8,0.76,,,2.7,0.565,45.9,0,23.9,0.721,50.2,10.4,0.68,34.3,42.7,0,20.5,2.5,,13.6,0.751,69,47.5,0.1,17.8,0.797,0,-47.1,17,27.4,5.4,10.1,7.7,-38.1,22.6,0.854,0.2,-0.5,-0.7,54.4,0.5,33.1,17.1,0.952,0.7,3768,36.4,626,92.5,72.3,41.6,30.7,9.7,7.4,0.96,0.2,0,2.5,11.8,3,0.894,0.4,1042,13.6,5.7,24.5,0.907,0.4,1458,29.2,0,0,0,0,0,0,3.8,48.2,30.4,6.4,71.2,1.1,12.9,20.4,0.931,0.5,2795,44.9,1.9,1,0.8,0.3,11.6,3.6,0.9,322.8,167.5,18.6,48,1.3,0.5,0.962,0.8,4203,53.1,4.3,3448,11,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,21279.89261,2438,25.3,29.2,0.5,,,,,51.4,,23,32.7,16.6,,18.7,,6.9,21.2,0.5,2528,1.5,0.8,0.7,0.2,9.3,16.1,0.7,52.7,3.7,1.3,,11.3,2.3,22.9,,,,,40.5,,,9.5,,,57.4,,,16.8,9.5,53.6
NYO-T1,Nong Yao,2016-08-13,Y,case086,Thailand,35.8,0.1,1.6,35.9,981,1.9,0.14,,,0.8,0.545,63,0,11.3,0.71,34.2,4.3,0.668,29.1,57.1,0,12.9,0.9,,7,0.735,46.3,32.5,0,12.1,0.78,0,-36.5,12.8,33.3,0.8,5.9,6.1,-28.4,22.2,0.829,0.1,13.3,13.1,67.5,0.1,53.7,25.8,0.899,0.1,1697,51.6,237,98.1,13.3,13.3,0,2.8,5.3,0.16,0,0,2,12.7,4,0.849,0.1,215,8.5,9.1,34,0.855,0.1,309,41.1,0,0,0,0,0,0,5.7,18.4,13.3,4.2,137.3,0.1,17.6,30.1,0.876,0.1,738,55.7,0.2,0.2,0,0,14.8,5.3,0.2,59.2,38.8,8.8,124.1,0.2,0.7,0.892,0.1,1311,64,1.2,177,22.2,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,21705.49046,2438,25.3,29.2,0.5,,,,,,,,82,29.3,23,,,,30.9,0.1,652,0.1,0.1,0,0,11.8,7.9,0.2,126.7,5.4,0.2,,,,,,,,,,,,,,,,,,,94,
NWS-T13,North West Shelf Condensate,2013-08-02,Y,case087,Australia,62.2,0,0,-57.7,3,0.3,0.04,,0,5.2,0.559,63,0,70.6,0.712,44.3,38.3,0.675,33,47.4,0,17.8,1.8,,32.3,0.756,71.5,38.9,0,18.4,0.798,0,-48.6,20.2,24,0.5,12.7,5.7,-36.4,5.4,0.857,0.1,-6,-6.2,48.7,0.1,0.4,26.5,0.895,0.2,437,33.7,22,103,0,0,0,0.2,0.2,0.34,,,0,12,0.2,0.881,0.2,195,11,0.2,26.8,0.894,0.2,374,29.3,0,0,0,0,0,0,4.3,30.1,20.8,5.6,127.3,0.3,0.1,21.5,0.925,0.2,948,40.4,0.1,0.1,0,0.3,77.8,3.8,0.6,192.9,111.2,16.6,89.7,0.5,0,0.98,0.3,2198,52.8,9,6190,0,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,22139.60027,2438,25.3,29.2,0.5,,,,,,,,,,,,,,22.6,0.2,833,0.1,0,0,0.2,62.2,14.4,0.5,97.2,3.9,0.4,,,,,,,,,,,,,,,29.5,,,,,
OGJ-T1,Oguendjo,2015-03-12,Y,case088,Gabon,31.8,1,5.2,2.3,1351,34.8,1,,7.4,2,0.552,45.9,0,16.9,0.712,40.8,7.3,0.669,31.4,53.7,0,13.6,1.3,,9.6,0.745,59.4,41,0,14.6,0.799,0.1,-48.5,16.3,23.7,21.7,7.4,7.2,-40.5,23.2,0.859,0.5,-2,-1.9,53,0.5,43.3,15.6,0.962,1.8,2788,30.6,995,109.9,130,88.9,41.1,10.7,8.3,1.52,7.4,0,2.7,11.8,3.5,0.9,0.9,211,14.2,6.9,24,0.91,0.9,522,26.3,0,0,0,0,0,0,4,49.6,31.2,6.4,70.1,1.8,15.8,20.4,0.932,1.3,1423,42.8,2.9,2.1,0.8,0.2,347.4,3.8,0.7,296.8,156.1,18,52.4,2.3,0.6,0.962,1.8,2304,51.6,3.4,1514,16.4,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,22582.39227,2438,25.3,29.2,0.5,,,,,36.8,,37,26.6,14,,9.4,7.3,6.1,21.1,1.2,1243,2.4,1.7,0.6,0.2,277.9,15.7,0.6,55.9,3.8,2.2,,,70.1,13.9,,28.2,,,55.2,58.5,,17.2,,,59.7,,,,,35.2
OKO-T2,Okono,2005-03-08,Y,case089,Nigeria,40.9,0.1,0.9,15.7,239,1.6,0.2,,,1.9,0.534,63,0,25.7,0.736,59.9,8.7,0.685,26.4,46.6,0,26.1,1,,17,0.762,76.4,45.6,0,24.4,0.809,0,-50.4,17.7,21.9,3.7,12.4,11.9,-42.5,33.9,0.855,0.1,6,4.6,52.4,0.1,14.1,20.8,0.929,0.2,1319,45.1,95,108.6,4.7,4.7,0,5.3,1.3,0.52,,,0.1,11.8,2.6,0.891,0.1,444,15,4,24.9,0.905,0.1,621,41.2,0,0,0,0,0,0,4,51.1,32.3,6.8,80.4,0.5,5.6,19.5,0.937,0.2,1191,57.1,0.4,0.4,0,0.4,38.7,3.6,0.3,269.5,141.8,16.5,45.9,0.7,0.1,0.975,0.3,2255,65.8,2,2002,1.8,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,23034.04012,2438,25.3,29.2,0.5,,,,,,,,,,,,,17.8,20.6,0.2,1077,0.3,0.3,0,0.3,30.9,14.6,0.3,52.8,3.7,0.6,,,,,,,,,41,,,72.3,,,34.1,,,,,
OMN-T39,Oman,2021-08-01,Y,case090,Oman,33.1,1.3,1.9,-45.1,1130,91.3,0.81,,,2,0.549,63,0,17.7,0.707,32.8,7.2,0.665,42.8,46.2,0,9.6,1.5,,10.5,0.736,46.6,29.3,0,14,0.784,0.1,-49.4,12.7,28.8,104,7.2,6.8,-41.3,21.6,0.847,0.7,-6.8,-6.4,58,0.5,44.7,16.2,0.958,2.3,2227,4.6,1480,123.3,37.1,20.8,16.3,3.9,9,1.28,2.5,0,2.6,12,3,0.89,1.2,385,13.3,5.6,25.3,0.903,1.3,568,21.4,0,0,0,0,0,0,4.2,45.4,28.9,6.2,73.3,1.8,14.2,21.8,0.923,1.7,1189,37.9,0.5,0.3,0.2,0.1,8.1,4.1,0.6,262.2,139.8,16.8,54.4,2.2,0.7,0.942,2.1,1810,46.1,2.5,946,21.1,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,23494.72092,2438,25.3,29.2,0.5,,,,,41.1,,57,23.1,12.4,,47.3,25.2,36.1,22.5,1.6,1065,0.4,0.2,0.2,0,6.5,14.7,0.4,58.2,4.1,2.1,,,,,,,,,73,62.6,,,,,,,,,,70.5
OSB-T8,Oseberg,2012-02-07,Y,case091,Norway,38.4,0.3,0.8,-17.4,782,11.3,0.24,,,3.7,0.558,63,0,23.1,0.731,56.5,8.5,0.688,31.7,41.4,0,23.6,3.3,,14.6,0.756,71.8,43,0,20.7,0.798,0,-43.2,16.6,26.7,15.5,11.2,9.5,-35.2,23.3,0.862,0.2,-1.8,-2,51.1,0.2,29.3,19,0.94,0.6,2322,36.1,244,116.6,10.6,5.5,5.2,2.5,5.4,0.57,4.2,0.2,0.9,11.9,3.2,0.898,0.4,320,13.8,6,24.3,0.908,0.4,667,31.2,0,0,0,0,0,0,3.9,46.1,29.2,6.2,71.8,0.6,12.2,21.4,0.926,0.5,1830,47.4,0.4,0.2,0.2,0.1,8.7,3.8,0.6,252.3,135,16.4,54.3,0.7,0.4,0.953,0.7,2497,56.4,3.7,1692,7.5,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,23964.61534,2438,25.3,29.2,0.5,,,,,,,52,75.1,28.6,,,13.4,,21.9,0.5,1598,0.3,0.2,0.2,0.1,7,14.4,0.5,57.8,3.8,0.7,,37.7,7.6,,,,,,69.5,,,21.9,,,,,,,,
OSL-T3-PIONA,Oseil,2020-10-26,Y,case092,Indonesia,19.7,4.3,1.3,-27.6,1159,11.5,0.08,,,0.2,0.557,63,0,5.4,0.727,47.9,1.9,0.686,35,45.2,0,10.9,9,,3.5,0.748,58.2,24.7,0,13.3,0.8,0.4,-44.6,17.1,21.5,46.1,6.2,7.1,-37.5,27.6,0.871,2.6,-3.6,-3,48.5,0,53.5,7.1,1.021,6.1,1918,19.5,6568,122.5,95.9,16.9,78.9,2.2,17.7,0.29,16.6,0,9.8,11.3,3.9,0.919,3.9,508,11.1,7,20.2,0.933,3.8,587,25,0,0,0,0,0,0,3.8,35.9,23.5,5.5,85.4,0.2,16.4,14.6,0.969,4.9,1061,40.6,0.7,0.2,0.6,0,0.5,3.6,1.7,336.4,172.4,18.5,40.9,0.5,0.7,0.998,5.7,1611,48.4,6.1,3350,25.5,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,24443.90765,2438,25.3,29.2,0.5,,,,,14.2,16.6,83,8.6,9.1,,13.3,3.1,,15.7,4.7,966,0.6,0.1,0.4,0,0.4,15.9,1.3,49.8,3.6,0.4,11.6,,,81.8,,,,27.1,32.9,,14.8,,28.9,,,,66.3,,,15.6
PAL-T6,Palanca,2002-06-21,Y,case093,Angola,36.5,0.2,3.3,8.2,1068,2.5,0.17,,,2.2,0.55,63,0,17.1,0.722,50,6.6,0.677,35.3,42.7,0,20.7,1.4,,10.5,0.75,66.8,46.3,0,17.7,0.797,0,-47.4,17.7,24.8,7.7,9,8.7,-39.9,27,0.849,0.1,1.4,1.7,57.1,0.1,36,21.8,0.923,0.4,2540,27.8,129,98.3,10.8,5.8,5,8.3,4.1,0.09,,,0.2,12.2,3.7,0.877,0.3,760,10.3,6.7,28.1,0.887,0.3,1069,31,0,0,0,0,0,0,4.3,24,16.9,4.9,130.3,0.1,14.1,24,0.91,0.3,1917,46.6,0.2,0.1,0.1,0.2,57.9,4.1,0.5,119.3,72.3,12.8,99.1,0.1,0.5,0.931,0.4,2760,54.7,2.3,374,11,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,24932.7858,2438,25.3,29.2,0.5,,,,,,,44,,65.2,51.1,,,8.6,24.8,0.3,1748,0.2,0.1,0.1,0.1,46.3,11.2,0.4,105.3,4.2,0.1,,27.4,5.5,,,,,,,,,32.6,,,62.7,,,,,
PLW-T10-nit-PIONA,Palawan Light,2020-12-14,Y,case094,Phillipines,35.8,1.6,0.7,-22.3,531,29,0.16,,,1.6,0.583,45.9,0,30.4,0.722,51.1,15.1,0.681,33,44.2,0,17.8,5,,15.3,0.764,74.1,21.8,0,19.8,0.836,0.1,-46,21.3,20.6,7.8,12.2,7.6,-35.5,26.5,0.879,1.7,1.4,2.1,44.9,0,21.6,12.9,0.98,4.2,1853,40.4,624,111.2,16.2,6.6,9.6,2.7,11.1,1.03,3.2,0,3.4,11.5,2.6,0.914,3.1,800,12.3,4.1,21.3,0.926,2.6,808,33.1,0,0,0,0,0,0,3.8,32.3,21.6,5.4,100.3,0.3,7.9,16.7,0.955,3.6,1340,48.6,0.3,0.1,0.2,0.1,901.7,3.6,1.9,345.1,184.3,21.7,72.7,1.9,0.3,0.994,4.4,2163,57.2,7.4,6243,6.7,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,25431.44152,2438,25.3,29.2,0.5,,,,,24.3,29.1,92,16.3,16.6,,,18.3,,17.7,3.4,1234,0.2,0.1,0.1,0,721.3,18.5,1.5,78.2,3.6,1.6,,,89.1,,,10.1,85.2,22.4,,93.7,,,47.5,,,,,,,21.3
PZF-T1,Pazflor,2016-05-30,Y,case095,Angola,24.1,0.4,4.6,-48.4,2152,252.6,2.61,,,0.8,0.553,63,0,7.5,0.725,53.7,3.2,0.68,32.5,43.4,0,23,1.1,,4.4,0.757,74.4,55.5,0.1,11.8,0.821,0.1,-60.9,15.6,26.1,2.7,5.2,6.6,-54.5,29,0.886,0.2,-16.6,-18.7,43,2.2,50.8,14.4,0.97,0.6,3902,21.9,1458,124.8,48.5,34.8,13.7,8.4,8.2,2.81,100,0,2.2,11.6,4.5,0.925,0.4,528,21.5,8.7,19.1,0.94,0.4,1058,12.3,0,0,0,0,0,0,3.2,117.1,64.7,9.1,17.5,4.7,19.1,17.3,0.951,0.6,2811,30.3,0.7,0.5,0.2,0.2,627.7,3.2,1,771.1,351.6,26.5,9.6,3.8,0.8,0.966,0.7,4537,39.9,4.6,2851,17.8,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,25940.07035,2438,25.3,29.2,0.5,,,,,29.9,,21,27,12.5,,31.7,0.5,8.4,17.7,0.5,2460,0.6,0.4,0.2,0.1,502.1,23,0.8,11.2,3.2,4,,11.9,2.4,85.6,,14.8,61.8,97,9.3,28.4,,7.9,,,76.8,9.8,,,9.2,42.9
PLC-T1,Pearl Condensate,2011-06-22,Y,case096,Qatar,56.3,0.1,0,-38,21,125,0.05,,,3.2,0.572,45.9,0,46.4,0.704,34.6,23.6,0.67,34.4,51.7,0,9.8,4.1,,22.8,0.739,51.8,38.4,0,27.8,0.784,0.1,-45.5,14.2,26,212.3,17.7,10.1,-34.5,20.1,0.832,0.2,-1,1.2,61.7,0,2.6,29.4,0.879,0.3,464,27.7,21,86.6,0,0,0,0,0.1,0.01,,,0,12.2,1.1,0.866,0.3,270,13.9,1.1,29.2,0.88,0.3,458,32,0,0,0,0,0,0,4.6,33,22.6,6,127.8,0,0.5,24.3,0.908,0.4,890,40.1,0,0,0,0,17.8,4.1,0.2,92.6,57.5,11,103.6,0,0,0.95,1.3,1851,49.1,3.8,1176,0,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,26458.87175,2438,25.3,29.2,0.5,,,,,,,,,,51.3,,,,25.3,0.4,804,0,0,0,0,14.2,10,0.2,108.5,4.2,0,,,,,,,,,,,,,,,,,,,,
PLT-T1,Pluto,2012-06-28,Y,case097,Australia,59.2,0,0,-56.8,3,23.4,0.04,,,3.6,0.558,63,0,61,0.707,39.6,30.8,0.665,39.1,49,0,11.3,0.7,,30.3,0.75,67,47.6,0,19.9,0.789,0,-53.9,11.8,33.2,26.2,13.1,6.8,-42.7,14.6,0.844,0,-8.8,-10.4,56.6,0,0.7,29.2,0.881,0.1,77,19.7,15,105.8,0,0,0,0,0,0.09,,,0,12.1,0.4,0.875,0.1,67,11.7,0.3,28.3,0.886,0.1,81,22.1,0,0,0,0,0,0,4.8,27.8,19,5,107.3,0.1,0,24.7,0.906,0.1,143,31.7,0,0,0,0,4.9,4.5,0.7,92.2,55.9,10.1,87.4,0.1,0,0.955,0.2,747,46.4,10.1,1846,0,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,26988.04919,2438,25.3,29.2,0.5,,,,,,,,,,66.7,,,,25.4,0.1,131,0,0,0,0,3.9,9.1,0.6,91.4,4.5,0.1,,,,,,,,,,,,,,,,,,,,
POS-T3-piona,Poseidon,2021-06-15,Y,case098,U.S.A.,28.4,2.2,3.8,-35.1,1470,11.2,0.3,,,1.6,0.567,63,0,16.2,0.696,28.8,8.5,0.658,37.8,52.3,0,9.2,0.7,,7.6,0.739,49.2,31.4,0,13.6,0.793,0.2,-54,16.3,19.3,14.1,7,6.7,-46.1,21.4,0.861,1.3,-9,-8.7,51.9,0.4,47.2,11.2,0.991,3.6,2731,18,3398,124.8,227.5,50.2,177.3,7.2,13.5,0.34,3.7,0.1,8.8,11.6,3.2,0.906,2.1,471,12.7,6.3,22.2,0.921,2.1,712,18.6,0,0,0,0,0,0,3.8,48.6,31,6.6,83.9,0.6,16.1,17.8,0.948,2.6,1468,35.7,3,0.6,2.4,0.1,750.4,3.6,1.1,352.8,181.7,19.6,48.8,0.5,0.7,0.979,3.3,2207,44.7,4.5,2643,20.9,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,27527.81017,2438,25.3,29.2,0.5,,,,,20.2,38.2,38,12.3,10.2,,5.1,15.9,10.7,18.7,2.5,1317,2.4,0.5,1.9,0.1,600.3,17,0.9,55.8,3.7,0.5,,,25.7,13.9,,12.3,99.8,69.1,54.2,,,43.1,,29,,,83.9,,11.5,19.5
PAS-T1,Premium Albin Heavy Synthetic,2011-01-17,Y,case099,Canada,35.3,0.1,0.1,-49.9,478,3.8,0.01,,,3.5,0.553,63,0,15.1,0.723,54.2,6.8,0.684,29.2,42.9,0,24.5,3.4,,8.3,0.755,72.9,44,0,20.2,0.825,0,-57.9,15.3,18.9,3.3,9.6,10.6,-51.8,38.5,0.877,0,-25.5,-28.9,44.9,0,22.7,19.9,0.935,0.4,1693,4.7,83,122.7,0.1,0.1,0,0.3,0.3,0,0.9,0.1,0,11.6,4.4,0.913,0.2,825,20,7.9,20.4,0.931,0.4,1366,0.2,0,0,0,0,0,0,3.3,92.8,52.6,8.1,21.5,0,9.8,18.2,0.945,0.5,2245,16.6,0,0,0,0.1,4.2,3.3,0.3,500.7,235.6,20,-3.4,0,0.1,0.955,0.6,3005,29.5,2.9,2060,0.4,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,28078.36637,2438,25.3,29.2,0.5,,,,,,,,,,,,,,18.6,0.5,2069,0,0,0,0.1,3.4,17.6,0.3,1.6,3.3,0,,17.3,3.5,,,,93.2,,7.9,,,,,,,,,,,
PGC-T1,Purovsky Gas Condensate,2009-03-31,Y,case100,Russia,62.8,0,0,-30.4,10,1.8,0.08,,,5.4,0.582,45.9,0,69.4,0.706,37.8,35.2,0.665,38.8,47,0,13,1.2,,34.2,0.748,60.9,33.4,0,16.7,0.79,0,-49.5,20.7,28.5,3.2,12,4.7,-38.6,8.5,0.855,0.1,-5.6,-6.7,60.3,0.1,0,26.1,0.898,0.1,285,45.9,49,89.2,0.1,0,0,0,0.2,0.14,,,0,12,0,0.884,0.1,224,32.6,0,26.1,0.898,0.1,254,22,0,0,0,0,0,0,4.3,87.8,55.1,10.8,108.4,0.1,0,21.6,0.924,0.1,424,36.3,0,0,0,0,41.3,3.9,0.5,153.8,91.3,15,96.7,0.1,0,0.957,0.2,1205,50.5,7.7,846,0,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,28639.9337,2438,25.3,29.2,0.5,,,,,,,,,,,,,,22.5,0.1,390,0,0,0,0,33.1,14.1,0.4,99.1,4,0.1,,,,,,,,,,,,,,,,,,,,
