Datetime,612FI747.PV,612FC702.PV,612FQI116.PV,612TC138B.PV,612TC138A.PV,612PI131A.PV,612FC123.PV,612FC124.PV,612FC125.PV,612TC168B.PV,612TC168A.PV,612FC127A.PV,612FC127B.PV,612FC129.pv,612TC170A.PV,612PC148A.pv,612TI707.PV,612FC195A.PV,612AI111B3.PV/100,"Gravity, API",Total Sulfur,Total Nitrogen,vis 100°C,MCRT,Nickel ,Vanadium,Iron,Sodium,Calcium,NC7 Asphaltenes ,NC5 Asphaltenes,SARA,NC5-NC7 Insoluble,SEDEX,SEDEX. CAL(By crude batch),SHFT_avg
2012-02-17,300.6822,9.9608,54001.3759,413.0516,332.044,178.7103,20.0,11.0938,9.2505,417.8593,339.8314,24792.1654,24206.0382,3.3823,411.6068,27.2476,400.5295,0.0,0.9841,4.2,5.47,3728.0,5053.0,23.58,45.1,152.7,6.3,14.0,1.1,11.79,19.53,0.46,7.74,0.390188757,0.412961702,0.025
2012-02-20,297.6491,9.9618,53998.7379,412.9431,331.4394,178.7033,20.0,12.7038,9.2371,417.9559,338.1801,22840.4638,26159.45,3.345,411.9113,27.3707,401.64,0.0,0.9864,4.5,5.61,3580.0,4341.52,24.05,48.4,161.7,8.4,11.3,1.0,12.3,18.91,0.4,6.61,0.469146315,0.370150849,0.026000000000000002
2012-02-23,291.8193,9.9624,53997.2242,412.9972,331.186,178.5799,20.0,11.5336,9.0447,417.8892,339.5701,23761.228,25239.9243,3.3471,411.7319,27.2954,401.3082,0.0,0.9806,4.5,5.61,3613.0,4250.62,23.81,49.0,156.6,6.3,13.6,0.7,11.7,19.12,0.39,7.42,0.39292928,0.379429678,0.0215
2012-02-26,296.4505,9.9623,54005.4784,412.6001,333.9942,178.607,20.0,11.2646,9.0451,417.9429,341.5529,25859.9641,23137.1645,3.3763,411.7711,27.078,401.605,0.0,0.9846,3.9,5.42,3500.0,4166.0,23.76,46.2,138.4,9.3,13.2,0.9,12.55,19.37,0.44,6.82,0.434757196,0.391471528,0.022
2012-02-29,293.5801,9.9585,53997.8314,412.9829,335.0029,178.6333,20.0,10.8975,9.045,417.9676,340.4872,24369.6139,24630.8803,3.3328,411.8872,27.0908,402.3011,0.0,0.9852,4.5,5.82,3220.0,4495.88,23.41,49.8,171.3,6.1,15.3,0.8,11.08,18.6,0.44,7.52,0.321593289,0.396597704,0.02
2012-03-03,293.705,9.964,54008.0231,412.9061,333.1309,178.5623,20.0,10.674,9.0445,418.0443,341.4696,24960.104,24046.1427,3.3303,412.0411,27.1596,401.9199,0.0,0.9856,3.3,5.56,3270.0,7803.0,24.0,49.6,148.9,8.0,16.9,2.2,12.88,20.53,0.48,7.65,0.379468099,0.603774255,0.020999999999999998
2012-03-06,291.7878,9.9601,53999.481,413.0091,333.681,178.2501,20.0,9.7548,9.0446,417.99,340.8122,24005.1753,24995.688,3.3859,412.0842,27.035,401.2693,0.0,0.9762,3.7,5.77,3186.0,7646.09,24.57,46.8,150.0,7.0,21.9,1.3,14.57,21.67,0.45,7.1,0.442634489,0.50726883,0.077
2012-03-09,293.412,9.9598,53996.8731,413.0305,333.6215,178.3518,20.0,10.4876,9.0449,417.9836,340.5407,23801.9872,25192.3968,3.3443,412.1359,27.1407,402.5531,0.0,0.9344,3.4,5.66,3270.0,8534.59,24.98,50.6,154.0,7.4,18.8,1.8,14.35,22.68,0.48,8.33,0.403032302,0.615320846,0.0605
2012-03-13,296.9227,9.9623,53999.1323,412.8671,335.8147,178.7417,20.0,10.5071,9.0447,417.8442,340.6599,23944.181,25053.1196,3.3587,411.8179,26.9914,401.5355,0.0,0.9646,3.5,5.75,3490.0,7384.56,24.82,47.6,149.1,8.7,18.9,1.2,12.25,20.19,0.44,7.94,0.369431149,0.504165448,0.07150000000000001
2012-03-15,297.9981,9.9622,53999.4467,412.9673,334.8812,178.7394,20.0,10.4035,9.0445,417.9814,342.998,25917.5234,23085.1669,3.3395,412.0769,27.0306,402.4947,0.0,0.9441,4.1,5.43,3014.0,6026.0,24.51,45.9,151.0,8.9,15.3,1.1,13.12,22.14,0.43,9.02,0.314697484,0.472740188,0.034
2012-03-19,300.6473,9.9636,53997.0938,413.0096,333.3295,178.7413,20.0,9.7516,9.0441,418.0136,337.9049,21568.4271,27428.3581,3.3496,412.0151,27.1287,401.7649,0.0,0.9432,4.2,5.74,2896.0,5568.0,24.47,47.0,157.3,8.1,14.5,1.0,11.77,19.02,0.46,7.25,0.324675605,0.386470684,0.028
2012-03-22,302.8765,9.9618,54000.1466,412.9633,334.8003,178.7831,20.0,9.8672,9.0448,417.98,339.4554,23097.8243,25904.9259,3.3098,411.9021,27.1099,401.4475,0.0,0.9615,4.8,5.28,3029.0,4801.8,23.96,44.6,141.2,11.0,15.9,1.0,11.04,19.01,0.47,7.97,0.294131919,0.361268572,0.023
2012-03-26,304.6858,9.9623,53998.6956,413.0176,335.3426,178.8045,20.0,12.0418,8.9746,417.9452,341.8038,25130.5832,23872.0925,3.368,411.5913,26.9649,401.148,0.0,0.9389,4.5,5.56,2943.0,4361.82,23.41,45.5,148.3,10.0,16.3,1.1,9.81,18.61,0.49,8.8,0.217939771,0.332550646,0.0325
2012-04-01,305.6019,10.0279,54002.1261,413.0264,330.9893,178.5921,20.0,12.5141,8.975,417.9924,337.1087,21950.0778,27053.6651,3.3507,411.782,27.3389,401.8016,0.0,0.937,4.3,5.82,2981.0,4466.98,23.64,44.3,151.5,7.8,18.0,0.9,9.88,18.62,0.49,8.74,0.21706745,0.330094781,0.0225
2012-04-25,312.5346,10.0279,54001.849,413.2402,333.3283,179.0782,20.0,9.3461,8.9618,418.0734,336.8781,21576.3839,27419.8031,3.2698,411.8784,26.9392,400.333,0.0,0.9734,4.5,5.63,3103.0,4202.3,23.7,41.4,136.6,7.8,15.9,0.6,10.83,18.15,0.42,7.32,0.291847112,0.336377716,0.0235
2012-04-28,318.8664,10.0284,53997.7747,413.9093,332.3075,178.8593,20.0,11.7806,8.9624,417.9385,337.8409,21707.882,27290.8639,3.3001,412.2258,27.3519,402.1407,0.0,0.9738,4.5,5.71,3109.0,4525.5,23.5,41.4,141.9,10.0,16.7,0.9,10.33,17.52,0.47,7.19,0.282313067,0.333498104,0.0225
2012-05-01,321.2927,10.029,54000.1019,413.9075,328.838,179.0285,20.0,11.592,8.9623,417.9752,337.8484,21787.1438,27215.2763,3.279,411.9768,27.4992,402.6392,0.0,0.9689,4.3,5.83,2589.0,4742.0,23.5,41.6,147.7,7.7,17.4,0.8,12.9,20.61,0.45,7.71,0.27180568,0.360378345,0.020999999999999998
2012-05-05,313.9968,10.0281,54002.4789,413.7708,332.0112,179.0953,20.0,11.5306,8.9623,417.8584,339.3994,22486.971,26513.1462,3.3394,412.098,27.1984,401.8784,0.0,0.967,5.1,5.64,3185.0,4484.4,23.6,40.5,129.6,11.3,18.1,0.9,10.1,18.47,0.46,8.37,0.237608915,0.360378345,0.0205
2012-05-08,320.8105,10.028,54000.8458,413.8979,331.8811,179.1714,20.0,13.0148,8.9619,418.0023,339.4202,22767.01,26236.0499,3.58,412.4074,27.431,403.012,0.0,0.9673,4.0,5.58,3199.0,7038.0,24.2,47.5,159.6,12.3,14.3,1.0,14.58,23.31,0.49,8.73,0.377282521,0.577719324,0.025
2012-05-26,331.808,10.0282,53999.788,413.8954,332.7034,179.3268,20.0,12.992,8.9638,417.9492,337.5905,21457.4611,27542.429,3.2991,412.4981,27.505,402.5613,0.0,0.9586,4.4,5.46,3821.0,4964.1,23.8,41.0,150.0,9.0,17.0,0.9,12.11,20.11,0.48,8.0,0.394403537,0.622385241,0.026000000000000002
2012-05-29,329.9266,10.0293,54004.4063,413.9716,335.5239,179.533,20.0,12.3229,8.9627,418.0875,338.3383,21953.3931,27044.9049,3.3398,412.3825,27.2123,402.7041,0.0,0.9574,4.7,5.5,3730.0,4167.7,23.5,41.5,149.9,8.0,17.1,0.9,11.93,19.18,0.47,7.25,0.411541133,0.42807568,0.0305
2012-06-01,330.1163,10.0284,53998.1705,413.8224,336.8453,179.4677,20.0,9.9678,8.964,417.8813,337.9646,21096.6368,27901.1551,3.3616,412.1753,26.9197,402.2727,0.0,0.9605,5.0,5.34,3591.0,3746.0,23.4,40.0,131.6,8.3,18.3,0.7,11.62,19.99,0.45,8.37,0.323635929,0.398679886,0.019
2012-06-04,330.6294,10.0299,54002.8222,414.0172,336.2607,179.556,20.0,11.4841,8.963,417.9915,337.6557,21281.5569,27718.9066,3.2059,412.3102,27.0612,402.8901,0.0,0.9505,4.8,5.41,3470.0,4306.8,23.6,40.8,138.6,7.1,14.7,0.7,10.07,19.47,0.45,9.4,0.246157705,0.463318305,0.023
2012-06-07,330.0863,10.0305,54027.7133,414.9597,334.7398,179.5531,20.0,12.6293,8.9755,418.0599,336.995,20436.7251,28625.2836,3.202,412.6487,27.4825,402.9946,0.0,0.9275,4.5,5.46,3548.0,6766.0,23.7,43.6,144.1,7.4,16.7,0.7,12.75,21.64,0.49,8.89,0.343243719,0.522416713,0.024
2012-06-13,335.8825,10.0291,53999.372,414.9715,332.8857,178.9454,20.0,14.1,8.9649,418.0534,336.8244,20826.2551,28172.0065,3.421,412.6464,27.722,403.1085,0.0,0.9218,4.1,5.7,3490.0,5474.3,23.6,50.1,146.9,7.4,14.7,0.8,11.32,19.59,0.48,8.27,0.314358196,0.45739779,0.020999999999999998
2012-06-15,338.6539,10.0285,54002.2948,414.9945,332.791,179.2068,20.0,14.6759,8.9638,417.9403,339.7154,23154.6393,25844.0747,3.3858,412.2977,27.6641,402.4379,0.0,0.9491,4.0,5.64,3610.0,6147.7,24.3,47.9,143.4,10.0,18.2,1.0,11.05,19.12,0.5,8.07,0.333426787,0.390700326,0.03
2012-06-21,305.8,10.0,54000.0,415.0,328.4,179.4,20.0,15.1,9.0,418.0,338.0,21712.0,27289.0,3.4,412.7,28.0,403.3,0.0,0.914,3.5,6.03,3365.0,6936.3,24.5,50.1,157.1,9.1,17.3,1.0,12.13,20.61,0.49,8.48,0.3183925,0.380547285,0.0205
2012-06-24,309.4,10.0,54001.0,415.0,328.7,179.3,20.0,15.2,9.0,417.9,336.8,20933.0,28064.0,3.4,412.4,28.1,402.5,0.0,0.922,3.7,5.87,3519.0,5174.0,24.2,50.3,154.4,6.9,13.5,0.7,11.02,17.71,0.47,6.69,0.38813657,0.395986102,0.0215
2012-06-26,310.3,10.0,53999.0,414.9,329.7,179.4,20.0,14.0,9.0,418.2,337.3,20991.0,28007.0,3.4,412.5,27.9,402.1,0.0,0.931,3.7,5.87,3519.0,5174.0,24.2,50.3,154.4,6.9,13.5,0.7,11.02,17.71,0.47,6.69,0.38813657,0.350833362,0.0195
2012-06-29,309.9,10.0,53994.0,414.9,329.1,179.5,20.0,14.7,9.0,417.9,335.6,19606.0,29396.0,3.4,412.6,28.0,402.6,0.0,0.919,3.8,5.91,3496.0,4917.0,23.8,48.0,154.6,6.7,12.9,0.8,11.7,18.53,0.51,6.83,0.388229757,0.372840448,0.0205
2012-08-08,328.0811,11.9952,54001.6478,405.8051,338.5979,176.62,20.0,1.8374,10.0004,407.5404,341.9047,24749.6781,24250.5622,2.5482,402.331,25.8039,394.8923,0.0,0.9806,5.1,5.07,3580.0,3588.32,22.84,40.9,115.7,8.9,11.2,1.3,10.31,17.45,0.49,7.14,0.330281223,0.438556091,0.014499999999999999
2012-08-11,356.4043,11.9957,54001.5776,415.9608,335.1054,176.8364,20.0,11.3266,10.0,417.9561,340.6821,21452.957,27550.0817,3.3879,412.1061,27.235,402.9003,0.0,0.9713,4.8,5.28,3570.0,3959.4,23.2,41.9,113.1,7.3,8.9,1.7,8.97,17.43,0.49,8.46,0.234674874,0.441056669,0.038
2012-08-14,351.1856,11.9956,54004.1927,414.8992,336.8876,177.0079,20.0,8.7344,9.9999,416.9799,340.3084,21056.1419,27945.3438,2.3315,411.4469,27.0117,400.6786,0.0,0.9746,4.3,5.14,3480.0,3799.03,23.08,41.1,115.3,8.4,9.4,1.0,9.16,17.87,0.49,8.71,0.232918512,0.481590435,0.0905
2012-08-17,340.9147,11.9951,53998.1816,414.9896,338.8204,177.2323,20.0,9.1564,10.0057,416.9934,341.2242,21662.6687,27338.4123,3.1247,411.1794,27.0232,401.8152,0.0,0.9763,4.4,5.05,3290.0,3986.0,23.71,43.3,111.3,6.6,9.5,1.0,13.01,21.28,0.47,8.27,0.34242778,0.430202345,0.0685
2012-08-20,339.8069,11.9969,53999.1275,415.0077,339.7404,177.3713,20.0,8.2634,10.0013,417.0025,339.3269,20488.2126,28513.5821,3.9377,410.8212,26.9791,401.5682,0.0,0.9761,5.2,5.11,3550.0,3866.0,22.7,40.8,116.1,8.2,8.3,1.2,12.12,20.53,0.46,8.41,0.32263226,0.455615415,0.0665
2012-08-22,359.9434,11.9952,53998.8456,415.0782,336.5184,177.5535,20.0,8.8686,10.0002,416.9967,338.0007,20322.8123,28678.6997,3.7571,410.5631,27.0705,400.6404,0.0,0.978,4.0,5.59,3490.0,5217.33,23.92,46.1,139.8,7.8,7.2,1.2,11.57,20.2,0.46,8.63,0.309380857,0.39032608,0.0435
2012-08-25,357.2451,11.9963,54007.6358,415.0359,331.8072,177.789,20.0,10.6498,9.9987,418.0299,336.4168,19387.3238,29608.5189,3.1531,411.7244,27.4082,401.1669,0.0,0.9762,3.8,5.39,3680.0,5146.78,23.73,43.8,138.1,7.0,12.0,0.8,12.45,20.57,0.516990291,8.12,0.379701968,0.469382511,0.0265
2012-08-27,356.3924,11.9961,53998.9905,414.985,331.3956,177.8647,20.0,11.8976,9.9994,417.9526,338.5815,21746.5772,27249.0155,4.0956,411.0813,27.4309,400.4729,0.0,0.9746,4.1,5.84,3614.0,6080.0,23.87,47.9,154.4,11.1,11.3,1.0,11.56,19.12,0.48,7.56,0.364097825,0.368772673,0.022
2012-08-30,351.4393,11.9953,53991.8678,415.9463,328.8638,178.0787,20.0,11.5023,9.9982,418.0353,338.3836,21099.8621,27898.3038,3.4712,411.5703,27.6873,401.4286,0.0,0.9706,4.2,5.68,3720.0,6705.0,24.1,50.0,161.8,11.4,12.5,0.6,12.54,20.15,0.49,7.61,0.428452752,0.432872677,0.021
2012-09-02,338.0393,11.9945,54004.3883,415.9371,330.5656,178.3659,20.0,10.8577,10.0203,417.9829,340.5462,21860.0418,27136.1183,2.9977,412.0546,27.7611,403.0986,0.0,0.9765,4.2,5.77,3710.0,6013.6,24.0,49.3,153.0,12.3,12.4,0.9,12.01,20.42,0.45,8.41,0.3546388,0.432535175,0.024
2012-09-05,339.3513,11.996,54005.7851,415.9203,331.8526,178.5104,20.0,11.1713,10.0214,418.0255,338.0882,20345.2692,28648.0468,3.0324,412.0858,27.6852,401.7608,0.0,0.9815,4.5,5.59,3770.0,5743.0,23.6,48.3,152.3,9.4,12.8,0.7,12.37,20.45,0.44,8.08,0.391130545,0.39594191,0.026500000000000003
2012-09-07,341.2717,11.995,54002.2791,415.9679,331.5023,178.5996,20.0,12.6743,10.0206,417.9824,340.024,22532.1474,26466.3272,2.8279,412.1624,27.7732,402.5671,0.0,0.9801,4.3,5.67,3795.0,5740.2,23.8,47.9,158.5,9.2,13.3,0.8,12.05,20.1,0.48,8.05,0.388083842,0.429813349,0.028
2012-09-10,347.7442,11.9951,54001.0499,415.9924,330.1017,178.7068,20.0,10.557,10.0208,418.0408,339.0673,20824.4682,28176.0042,2.8704,412.1026,27.6849,402.6848,0.0,0.978,3.6,5.64,3625.0,5412.0,23.9,49.3,164.0,10.6,12.3,0.7,11.25,18.09,0.43,6.84,0.41766642,0.392816592,0.0225
2012-09-14,339.3405,11.9963,54003.6243,415.9814,328.7709,178.7406,20.0,11.2151,10.0197,418.0321,337.2327,19844.2406,29155.0999,2.858,412.0162,27.7868,402.3301,0.0,0.979,3.3,5.89,3880.0,6264.6,23.9,48.8,164.3,9.6,12.2,0.7,12.34,20.86,0.45,8.52,0.377099759,0.375109493,0.0185
2012-09-18,343.263,11.9964,54001.5272,415.9354,329.9362,178.6978,20.0,11.6842,10.0201,418.0178,338.739,21182.7131,27814.5004,2.6963,412.0124,27.8032,402.0004,0.0,0.9704,3.4,5.69,3810.0,5956.8,24.0,47.5,152.9,7.1,14.8,0.6,11.41,19.12,0.47,7.71,0.38219384,0.416949268,0.019
2012-09-20,308.4875,11.5992,52078.0444,413.2651,325.9663,176.3747,20.0,16.5172,9.3754,414.8397,332.4277,19561.4028,27514.0959,2.7484,408.548,27.5349,400.3026,0.0,0.9748,3.4,5.76,3770.0,6059.0,24.0,47.3,170.3,8.1,13.9,0.7,11.3,19.34,0.47,8.04,0.369710305,0.341379117,0.0205
2012-09-28,359.9708,11.9958,53993.1176,415.9725,328.7115,178.8691,20.0,14.4135,10.0277,418.1798,335.7627,19584.2683,29416.5327,2.9843,411.7463,27.9668,402.5085,0.0,0.9762,3.4,5.63,3980.0,5564.9,23.9,46.2,162.9,7.7,15.2,0.5,12.14,19.62,0.45,7.48,0.448825565,0.369705517,0.0215
2012-10-01,363.0776,11.9961,54005.6274,416.0491,328.4607,178.9811,20.0,13.9518,10.0186,417.9892,335.7316,19431.6902,29566.5486,2.5412,411.7306,27.9932,402.5312,0.0,0.9763,3.9,5.95,3890.0,6413.8,24.2,48.3,169.4,6.8,15.9,0.4,11.06,19.54,0.46,8.48,0.345058616,0.401774539,0.0195
2012-10-04,364.4132,11.9964,53998.2404,415.9237,329.0323,179.0591,20.0,15.7228,10.0186,418.0069,334.4131,19136.698,29861.7884,2.6163,411.4714,28.0379,402.4297,0.0,0.9744,3.6,5.74,3930.0,7464.5,24.7,46.7,160.0,7.0,15.4,0.5,12.27,20.17,0.44,7.9,0.427111905,0.526200663,0.0175
2012-10-07,351.7924,11.9963,53995.1719,416.0642,332.6688,179.1955,20.0,15.5456,10.0154,417.9981,335.2304,19664.7712,29335.1224,2.6322,411.4313,27.8599,401.7356,0.0,0.9819,3.7,5.59,3945.0,7764.0,25.0,52.5,152.1,7.8,13.2,0.7,13.98,24.02,0.48,10.04,0.398092609,0.608976258,0.0215
2012-10-11,346.8635,11.996,53993.8885,415.8472,334.4728,179.2178,20.0,14.1276,10.012,417.9805,335.7573,19869.1829,29132.4871,2.8382,411.1269,27.568,400.8605,0.0,0.9771,3.2,5.64,4040.0,7699.6,24.6,51.1,156.3,6.3,12.6,0.3,12.82,22.12,0.49,9.3,0.39581884,0.495256809,0.035
2012-10-14,350.9364,11.9951,54003.5124,415.8221,335.1859,179.2339,20.0,14.1066,10.0144,417.9077,336.704,20569.1386,28431.6732,2.7986,411.1609,27.5094,401.3768,0.0,0.9796,3.4,5.62,3930.0,5905.0,24.5,47.3,144.8,7.6,15.3,0.4,11.14,19.96,0.55,8.82,0.339767389,0.469433036,0.025
2012-10-17,352.6174,11.9954,54001.4315,415.9356,333.7022,179.1991,20.0,12.7795,10.0136,417.9797,336.8416,20622.2979,28376.8888,2.7394,411.3336,27.4514,401.2607,0.0,0.9778,3.4,5.55,3842.0,5749.0,24.5,44.5,135.3,8.0,11.4,0.2,11.02,18.3,0.48,7.28,0.389672529,0.449854393,0.024
2012-10-19,355.7093,11.9963,53998.9282,416.0454,332.3948,179.2883,20.0,14.2193,10.0156,418.055,335.9135,20184.8798,28813.9397,2.7423,411.4265,27.6284,402.6229,0.0,0.9816,3.4,5.71,3760.0,5395.3,24.2,45.3,144.4,12.5,12.3,0.5,11.37,20.36,0.47,8.99,0.314859426,0.384557429,0.020999999999999998
2012-10-23,358.245,11.9958,54000.8673,416.0001,330.2923,179.3353,20.0,15.0091,10.0145,418.0218,335.2447,20200.7379,28801.0932,2.7957,411.1621,27.7565,401.0583,0.0,0.9789,4.1,5.69,3580.0,5596.0,24.1,45.9,147.1,9.0,13.2,0.3,13.32,21.93,0.45,8.61,0.369337934,0.400068316,0.020999999999999998
2012-10-26,356.612,11.9972,53998.0672,415.9289,331.9186,179.3666,20.0,14.5095,10.015,417.9008,334.1052,18823.0081,30175.764,2.6718,411.2737,27.7111,401.5423,0.0,0.9825,4.3,5.62,3800.0,4691.0,23.9,44.0,144.1,9.7,15.0,0.4,11.71,20.71,0.43,9.0,0.327094789,0.3268992,0.020499999999999997
2012-10-29,356.4031,11.9954,54004.2401,415.8585,332.2838,179.3785,20.0,14.2508,10.0147,417.8849,335.1278,19984.8763,29018.0228,2.7092,411.1494,27.6283,401.363,0.0,0.9821,3.3,5.72,3886.0,5312.0,23.8,46.4,149.3,9.2,15.3,0.4,13.2,24.11,0.47,10.91,0.310550182,0.384546857,0.0195
2012-11-01,360.8692,11.9959,54002.9398,415.9339,331.7814,179.501,20.0,12.9402,10.0157,417.8686,336.2471,20645.921,28349.6377,2.7483,411.0122,27.4084,401.3706,0.0,0.9805,3.5,5.54,3900.0,4512.0,23.9,44.9,140.8,8.0,14.9,0.3,12.01,20.81,0.46,8.8,0.355075096,0.364190401,0.019
2012-11-04,360.851,11.9956,54000.0326,415.8823,331.5803,179.5427,20.0,15.0379,10.014,418.0129,333.9948,19489.7549,29511.1884,2.6576,411.2475,27.6497,401.4402,0.0,0.9805,3.3,5.64,3790.0,5280.0,23.9,43.1,138.1,8.6,16.7,0.6,11.68,21.68,0.48,10.0,0.286657017,0.39645885,0.0175
2012-11-07,356.7637,11.9968,53996.7713,415.8769,332.4601,179.755,20.0,13.3626,10.0154,417.9275,334.8398,19594.9353,29401.8239,2.7354,411.191,27.5242,401.0931,0.0,0.9798,4.6,5.54,3760.0,4985.0,23.6,43.9,139.4,8.9,16.9,0.4,12.33,21.14,0.47,8.81,0.344402732,0.364310319,0.017
2012-11-11,361.2058,11.9947,54005.748,415.9537,330.5374,179.8982,20.0,14.7424,10.0148,418.1082,335.5163,20797.7402,28202.7619,2.7091,411.1758,27.7731,401.1605,0.0,0.9757,4.2,5.71,3910.0,5719.0,24.1,46.0,146.0,9.0,14.1,0.7,12.89,20.68,0.48,7.79,0.429536797,0.39771723,0.026500000000000003
2012-11-14,364.9508,11.9961,53998.5949,415.95,330.9389,179.9822,20.0,14.3298,10.005,417.9011,335.9961,21023.6559,27974.0485,2.7726,411.0413,27.8344,401.3954,0.0,0.9768,3.5,5.51,3990.0,6177.0,23.8,46.2,146.5,7.9,16.8,0.5,11.62,20.47,0.5,8.85,0.355408518,0.454043894,0.024
2012-11-18,362.6306,11.995,54001.2543,415.9044,333.3357,179.9229,20.0,13.1308,9.9727,417.9432,333.9331,18694.9962,30306.7495,2.758,411.2328,27.6974,401.3596,0.0,0.9795,3.5,5.49,3665.0,5923.0,23.9,45.9,163.9,7.8,16.8,0.8,12.4,19.74,0.49,7.34,0.442470466,0.53567338,0.0305
2012-11-20,365.177,11.9954,53995.7243,415.9695,332.6971,179.9722,20.0,14.6704,9.9718,417.9891,334.2471,19665.3378,29333.3065,2.8011,411.0631,27.7178,401.1933,0.0,0.9794,3.3,5.72,3810.0,6155.2,24.0,45.9,157.8,7.0,15.5,0.5,12.51,20.34,0.47,7.83,0.413647272,0.409631308,0.028999999999999998
2012-11-23,350.6794,33.1,53998.213,415.9521,328.1382,179.4542,20.0,16.1603,9.9724,417.9249,333.315,19340.6306,29655.1819,2.8142,411.0845,27.9608,400.9819,0.0,0.9741,3.3,5.5,3933.0,7947.0,24.3,46.5,163.5,7.1,14.1,0.5,12.26,22.56,0.49,10.3,0.340252331,0.668703583,0.019999999999999997
2012-11-27,347.8448,33.1,53999.0422,415.9804,328.1509,179.5191,20.0,15.5592,9.9765,418.054,332.7166,18899.7478,30103.5031,2.8396,411.3015,27.8252,402.491,0.0,0.9754,3.9,5.74,3850.0,6536.4,24.5,46.8,154.1,6.3,14.0,0.3,11.94,20.02,0.5,8.08,0.390717366,0.462990804,0.0225
2012-12-01,350.111,33.1,53993.8725,415.9647,328.0014,179.7112,20.0,15.2234,9.9766,418.0547,333.3639,19264.2315,29739.3835,2.8115,411.146,27.8135,401.3609,0.0,0.9772,3.1,5.73,3920.0,8373.7,24.9,49.5,172.8,9.0,18.9,0.5,13.79,21.87,0.52,8.08,0.490863617,0.465744195,0.0215
2012-12-04,350.4455,33.1,53995.8122,415.8791,327.9253,179.7436,20.0,16.2452,9.9754,417.9397,332.8168,19566.8767,29432.0107,2.8438,411.0513,27.8968,400.2331,0.0,0.9743,3.1,5.69,3850.0,7565.0,24.7,48.6,155.3,8.2,13.6,0.4,13.61,19.26,0.48,5.65,0.652299814,0.457378319,0.023
2012-12-06,350.1401,33.1,53996.9705,415.9678,327.5209,179.6881,20.0,16.2619,9.9755,418.0427,333.3225,19833.2935,29162.8793,2.8751,411.153,27.9017,400.49,0.0,0.9767,3.0,5.79,3880.0,7922.5,24.5,50.0,160.0,10.0,14.3,0.8,13.51,21.9,0.45,8.39,0.43436607,0.457378319,0.0195
2012-12-10,350.2194,33.1,53991.7944,415.9512,325.6453,179.9511,20.0,15.6204,9.975,418.0191,333.9046,20266.0935,28736.0148,2.8786,410.999,27.8206,400.6779,0.0,0.9773,3.0,5.76,3950.0,7428.0,24.6,49.7,149.9,9.6,13.0,0.6,13.48,20.28,0.49,6.8,0.535895726,0.441074452,0.0215
2012-12-12,350.1226,33.1,54002.9286,415.9696,325.8296,179.9666,20.0,15.8988,9.9765,417.9698,334.8035,20727.3243,28274.8925,2.8563,411.0985,27.8698,400.7201,0.0,0.9791,3.1,5.77,3715.0,7304.0,24.5,49.6,155.6,10.3,13.0,0.5,14.59,23.64,0.45,9.05,0.413026666,0.451553927,0.023
2012-12-16,348.9528,33.1,53995.0126,415.9487,326.715,179.9573,20.0,15.4909,9.9753,417.8527,333.2782,19247.8405,29749.1337,2.7888,411.0949,27.7711,400.978,0.0,0.9756,3.3,5.57,3700.0,6808.0,24.3,49.5,154.8,10.0,16.1,0.7,14.32,23.67,0.5,9.35,0.401133634,0.473315227,0.023
2012-12-19,349.3748,33.1,53998.6673,415.929,326.7871,180.1649,20.0,14.3776,10.0287,417.9507,333.5309,19944.3541,29056.7427,2.9049,410.8985,27.6084,400.0087,0.0,0.983,4.1,5.61,3800.0,6102.4,24.0,47.5,150.5,8.3,14.1,0.6,12.89,20.39,0.42,7.5,0.445752235,0.443636489,0.025
2012-12-21,348.0047,33.1,54002.4064,415.9234,326.0755,180.1532,20.0,15.0071,10.0274,417.9564,334.6507,20859.127,28138.3879,2.7052,411.0254,27.5973,401.3821,0.0,0.982,4.1,5.34,3890.0,6091.7,24.2,48.9,149.0,8.8,13.1,0.6,12.02,21.08,0.59,9.06,0.372734648,0.594940103,0.020999999999999998
2012-12-23,341.6793,33.1,53994.8122,415.9231,329.1631,180.1699,20.0,13.2039,10.0285,417.8277,335.4654,21169.9736,27833.6701,2.7995,410.9545,27.4619,399.5888,0.0,0.9826,3.5,5.6,3770.0,6043.7,24.1,47.1,152.9,7.5,15.5,0.7,12.5,20.98,0.56,8.48,0.38299698,0.442359575,0.020999999999999998
2012-12-25,298.1691,33.1,53997.5649,415.9509,327.4882,180.1848,20.0,11.8801,10.4856,417.8553,335.6296,21387.598,27614.0271,2.8032,410.8079,27.5778,399.686,0.0,0.9862,3.3,5.44,3790.0,6784.0,24.2,48.3,157.2,7.7,15.1,0.6,14.42,22.2,0.53,7.78,0.507276295,0.372655647,0.0225
2012-12-27,297.0192,30.1,54000.8812,416.0202,326.2878,180.1343,20.0,12.1087,11.4672,417.9182,336.1476,21648.4407,27349.6203,2.789,410.9235,27.547,401.31,0.0,0.984,3.3,5.59,3660.0,6386.3,23.8,48.5,161.2,7.1,14.4,0.7,12.05,20.17,0.53,8.12,0.378721106,0.523129789,0.0235
