Datetime,612FC702.PV,612TC138B.PV,612TC138A.PV,612FC124.PV,612TC168B.PV,612TC168A.PV,612FC129.PV,612TC170A.PV,612FC195A.PV,612AI111B3.PV/100,612FI109.PV,612FI740.PV,612FC123.MV,612SI101.PV,612SI102.PV,612AI104E.PV,612AI107E.PV,partial_p,"Gravity, API",Total Sulfur,Total Nitrogen,5% Mass,vis 100°C,MCRT,Nickel ,Vanadium,Iron,Sodium,Calcium,NC7 Asphaltenes ,NC5 Asphaltenes,NC5-NC7 Insoluble,SEDEX,SEDEX. CAL(By crude batch),c7a_c75_r1,c7a_c75_r2,N_S_r,Ni+V,Ni+V_sqrt,4V+Ni,SHFT_avg
2010-12-26,10.0465,415.6515,320.4762,14.4166,416.6954,340.3614,9.5,406.0816,0.0,0.9744,206.0855252,27.2491238,0.0,1333.150107,1265.376089,963.6941349,913.1777385,158.8269281424,3.3,5.81,4172.0,537.0,10775.0,24.65,69.2,194.1,11.1,9.0,1.2,13.34,23.74,10.4,0.417531644,0.541043453,1.2826923076923076,0.5619208087615839,718.0722891566265,263.3,16.2265215003093,845.6,0.1
2010-12-30,10.0483,414.0148,318.9364,14.8074,414.0064,336.6899,7.4081,405.1769,0.0,0.9855,205.7429842,26.86743236,0.0,1333.078477,1252.818778,959.6295994,910.4697349,160.63661727450005,3.0,5.95,3918.0,537.0,8805.5,25.99,52.5,172.8,8.6,20.5,1.3,12.75,21.14,8.39,0.442424277,0.451026679,1.5196662693682954,0.6031220435193945,658.4873949579832,225.3,15.00999666888704,743.7,0.1
2011-01-01,10.0231,413.9022,321.2008,14.6116,413.9407,336.7882,6.012,405.9795,0.0,0.9889,205.0047844,26.8955985,0.0,1337.645954,1265.46442,953.7335943,908.7642816,161.19129670226,3.6,5.82,4010.0,536.0,8095.0,24.67,54.4,154.9,11.3,23.9,1.6,14.04,23.65,9.61,0.407169517,0.329273564,1.460978147762747,0.5936575052854123,689.0034364261168,209.3,14.467204291085409,674.0,0.045
2011-01-06,12.999,413.0251,325.017,13.0616,413.0338,329.4047,5.0002,405.6421,0.0,0.9915,200.0647079,34.66324718,0.0,1346.752795,1214.855726,946.8702785,922.9365677,161.6145156657,4.1,5.35,4021.8,538.0,7109.0,23.59,51.3,139.4,13.5,32.7,2.1,12.7,21.05,8.35,0.422127461,0.36981648,1.520958083832335,0.6033254156769595,751.7383177570094,190.7,13.809417076763232,608.9,0.075
2011-01-09,13.0024,412.0073,329.8445,13.2646,412.019,334.004,4.5005,405.1778,0.0,0.9921,199.9131735,34.63177385,0.0,1365.373428,1223.213948,934.3369888,923.4418869,161.71288633109998,4.2,5.63,3964.0,549.0,6989.0,24.5,49.1,142.9,11.9,23.6,1.8,11.96,20.09,8.13,0.398509766,0.419640445,1.4710947109471095,0.5953210552513689,704.0852575488454,192.0,13.856406460551018,620.7,0.079
2011-01-13,12.998,411.0353,330.2956,11.5624,411.1404,326.6925,3.6623,405.5097,0.0,0.9928,200.9624723,35.76118488,0.0,1351.321386,1232.084162,941.871399,919.9981161,161.82701245832,4.7,5.27,3920.0,550.0,6777.8,21.54,49.2,142.3,13.4,28.1,1.7,13.49,22.23,8.74,0.387848791,0.449008777,1.5434782608695652,0.6068376068376068,743.8330170777989,191.5,13.838352503098047,618.4000000000001,0.098
2011-01-16,12.9971,410.3458,332.2217,14.3027,411.0936,329.6621,3.6057,405.3713,0.0,0.9955,207.6852387,35.57679758,0.0,1320.507095,1216.690769,948.2034996,921.6321831,162.26621857215,4.7,5.52,3881.2,545.0,6203.0,24.32,48.5,151.5,13.5,23.9,2.2,12.07,20.82,8.75,0.378060336,0.429213746,1.3794285714285714,0.579731027857829,703.1159420289855,200.0,14.142135623730953,654.5,0.0845
2011-01-20,13.0011,407.9504,335.0059,13.952,407.8489,327.4921,3.6106,402.6558,0.0,0.9973,200.4981835,33.34906269,0.0,1288.699542,1184.225177,976.7579791,930.0054651,162.56053348496,5.1,5.56,3755.0,536.0,4223.0,23.82,46.7,142.7,15.1,20.7,1.9,10.72,18.18,7.46,0.360561405,0.386086755,1.4369973190348526,0.5896589658965897,675.3597122302159,189.4,13.762267255071018,617.5,0.02
2011-01-23,12.9989,411.0092,329.263,14.981,410.9465,331.5674,3.0013,405.9007,0.0,0.9911,199.0575373,35.77298585,0.0,1326.00316,1228.18625,957.1275663,916.4361009,161.54961388137002,4.6,5.76,3900.0,544.0,4468.9,23.8,61.1,160.6,29.5,20.4,2.7,10.64,18.55,7.91,0.365782949,0.311623201,1.345132743362832,0.5735849056603773,677.0833333333334,221.7,14.889593681494468,703.5,0.1935
2011-01-26,13.1588,411.0099,328.6938,15.5543,411.024,328.132,3.5011,405.4796,0.0,0.9951,200.5613252,35.95504369,0.0,1317.104531,1194.856135,946.267345,923.9119673,162.20124039351,3.8,5.82,3846.0,542.0,7450.0,25.0,51.3,156.4,12.5,24.5,2.7,10.84,20.19,9.35,0.316591406,0.401682267,1.1593582887700535,0.5368994551758296,660.8247422680412,207.7,14.411800720243116,676.9,0.015
2011-01-29,12.9987,410.9315,330.308,16.267,410.972,326.7604,2.2849,406.4871,0.0,0.9921,201.2190344,35.65665543,0.0,1326.415481,1204.210034,950.2520475,924.4893313,161.71244177108997,4.2,5.65,3615.6,541.0,7205.0,24.35,51.4,154.6,12.3,19.4,2.9,13.42,21.64,8.22,0.413810579,0.453106876,1.632603406326034,0.6201478743068392,639.929203539823,206.0,14.352700094407323,669.8,0.017
2011-01-31,13.0003,411.9586,330.123,16.9471,412.019,327.2791,2.4838,407.2004,0.0,0.9919,201.3764627,35.82472,0.0,1315.774384,1214.342739,952.1746236,920.1390603,161.68015300073,3.9,5.55,3866.5,541.0,8124.2,25.17,54.8,167.5,12.9,21.4,2.3,13.62,21.03,7.41,0.544619595,0.484708268,1.8380566801619431,0.6476462196861625,696.6666666666667,222.3,14.909728367747013,724.8,0.024
2011-02-02,13.0005,412.0452,331.6061,19.8709,412.4486,323.4182,2.5709,407.1945,0.0,0.9892,202.2914305,35.62593726,0.0,1321.692398,1195.737344,964.1252047,931.7084159,161.24016453644,4.0,5.6,3578.0,541.0,8996.0,26.66,54.6,167.7,13.4,21.8,2.7,12.19,21.16,8.97,0.391155853,0.472425092,1.3589743589743588,0.5760869565217391,638.9285714285714,222.3,14.909728367747013,725.4,0.046
2011-02-04,13.0007,412.2296,331.411,20.0682,412.2627,321.367,2.3712,407.1536,0.0,0.9884,201.9730584,35.61660506,0.0,1323.558425,1189.448533,965.3042697,932.8107479,161.10885099595998,4.1,5.57,3812.5,541.0,8027.8,25.6,53.3,168.6,11.8,23.9,2.5,12.96,21.73,8.77,0.437154614,0.453145722,1.4777651083238317,0.5964104924068109,684.4703770197486,221.9,14.896308267486948,727.6999999999999,0.121
2011-02-06,13.0014,412.0338,331.4612,21.5249,412.3092,322.5816,2.0343,407.457,0.0,0.9875,201.8226856,35.59406965,0.0,1314.008696,1193.790932,964.2785987,931.8958585,160.96308687125,3.8,5.72,3766.4,540.0,8759.0,25.17,54.9,171.8,12.0,20.4,2.4,12.44,21.85,9.41,0.373875089,0.765023219,1.3219978746014878,0.5693363844393592,658.4615384615385,226.7,15.056560032092325,742.1,0.1445
2011-02-08,13.0025,410.4526,333.7346,23.0161,411.4078,317.5814,2.3397,406.5505,0.0,0.9867,202.3838747,34.90994217,0.0,1313.933732,1188.535522,961.9652517,939.7398549,160.83202323473998,4.0,5.63,3387.5,541.0,9269.9,24.77,55.8,179.2,9.7,21.9,2.1,12.49,21.06,8.57,0.377371283,0.7213969,1.4574095682613768,0.5930674264007598,601.6873889875666,235.0,15.329709716755891,772.5999999999999,0.121
2011-02-10,12.9987,411.477,333.6898,23.8285,411.8838,326.8966,2.0329,407.5045,0.0,0.9901,201.7144325,35.267689,0.0,1302.828107,1201.896555,965.9859753,930.0445658,161.38693594123,4.1,5.51,3874.0,544.0,8167.0,25.54,54.9,175.0,10.8,22.2,2.1,13.16,21.15,7.99,0.508234206,0.469552998,1.6470588235294117,0.6222222222222222,703.0852994555354,229.9,15.162453627299245,754.9,0.07
2011-02-12,12.9971,411.1348,334.9262,20.7699,412.0726,321.2452,1.4446,408.1883,0.0,0.9906,200.7510193,35.19449755,0.0,1309.006504,1195.424558,953.982093,932.2798163,161.46913869684002,4.3,5.34,3785.4,543.0,7498.2,24.37,52.1,169.6,8.2,25.6,1.5,12.62,20.97,8.35,0.440593576,0.440892404,1.511377245508982,0.6018121125417263,708.8764044943821,221.7,14.889593681494468,730.5,0.0725
2011-02-14,12.9984,410.739,334.5213,20.977,411.2419,323.4594,1.5272,407.5786,0.0,0.9919,200.2140352,35.67840858,7.673783047,1309.981074,1194.229256,954.9900206,931.8994036,161.67976229132,4.3,5.31,3972.0,544.0,7902.07,24.42,51.2,169.8,9.3,22.1,1.5,12.8,21.91,9.11,0.432418726,0.434753618,1.4050493962678376,0.5842081241442264,748.0225988700565,221.0,14.866068747318506,730.4000000000001,0.0565
2011-02-17,12.9985,408.2044,332.5127,11.5721,412.4031,321.3039,3.2552,406.3042,0.0,0.9891,184.2813894,35.04635694,44.97014618,1312.628369,1193.288036,963.9772618,931.4835027,161.22370553099998,4.2,5.65,3579.0,547.0,7253.7,25.02,51.1,167.6,8.4,23.9,1.3,12.14,20.35,8.21,0.39278678,0.426496445,1.4786845310596832,0.5965601965601965,633.4513274336283,218.7,14.788509052639483,721.5,0.0325
2011-02-19,12.999,409.0224,331.2975,12.2129,412.9649,322.3002,3.2099,406.9992,0.0,0.9916,184.1808981,35.03342885,44.43470421,1330.568605,1208.99391,969.0659985,930.7648813,161.63104968488,4.2,5.74,3752.0,545.0,7920.3,21.33,52.9,166.2,10.7,19.3,1.7,11.97,20.44,8.47,0.33054463,0.453044233,1.4132231404958675,0.5856164383561644,653.6585365853658,219.1,14.802026888233922,717.6999999999999,0.0315
2011-02-20,12.9997,409.1415,332.3386,11.2793,413.1105,320.868,3.5036,406.8121,0.0,0.9914,184.3114497,34.89064403,44.82437181,1334.834013,1212.532416,958.0613411,930.6943976,161.5986763677,4.4,5.58,3588.4,542.0,7011.0,23.96,49.2,155.7,9.5,22.4,1.6,12.73,20.9,8.17,0.389481805,0.435789836,1.558139534883721,0.6090909090909091,643.0824372759856,204.9,14.31432848582147,672.0,0.0555
2011-02-22,12.9971,409.0377,332.6356,10.9283,412.9376,322.3338,3.4709,406.8759,0.0,0.9926,184.3297996,34.9331378,44.88419961,1335.582356,1213.189217,957.5279687,929.5197333,161.79489116518,3.9,5.81,3683.9,542.0,7518.0,26.05,50.4,161.8,9.8,21.4,1.7,12.18,21.29,9.11,0.364583839,0.458443471,1.336992316136114,0.5720995772663222,634.0619621342513,212.2,14.567086187704115,697.6,0.047
2011-02-24,12.9976,409.9748,329.3308,10.8625,413.7286,325.8632,3.5288,407.4313,0.0,0.9889,183.2412277,35.06167386,47.27268665,1314.979355,1226.02778,970.6336619,930.6467064,161.19136869418,4.1,5.49,4007.5,542.0,7733.7,25.86,51.1,163.4,9.3,19.4,1.6,12.67,20.59,7.92,0.501246293,0.467883015,1.5997474747474747,0.61534725594949,729.9635701275046,214.5,14.64581851587681,704.7,0.0395
2011-02-26,13.0006,408.9766,330.1355,10.8444,412.9468,326.4044,3.0397,406.79,0.0,0.9943,182.3413725,34.86876075,47.22066447,1321.727284,1218.186416,959.1175279,930.0004155,162.07177518286,3.9,5.61,3895.2,542.0,8623.0,25.68,55.9,158.0,11.1,24.8,2.9,12.43,22.46,10.03,0.366263712,0.652026571,1.239282153539382,0.5534283170080142,694.331550802139,213.9,14.625320509308503,687.9,0.0209999999999999
2011-02-28,12.9976,408.5741,333.6963,10.7198,412.9845,331.9254,3.3496,406.4394,0.0,0.9891,180.0946138,34.92636795,47.59013259,1333.866215,1224.681319,939.0954054,926.4963431,161.22378179061,4.2,5.5,3882.8,542.0,8186.94,23.89,53.6,154.7,9.2,23.6,1.7,14.74,23.64,8.9,0.456885082,0.737370852,1.6561797752808989,0.6235194585448393,705.9636363636364,208.3,14.432601983010548,672.4,0.045
2011-03-01,12.9971,408.9797,334.2916,8.5648,412.9837,331.8339,3.4598,406.7868,0.0,0.988,178.9185589,35.19393706,48.87638863,1337.611659,1230.506754,957.063365,926.0827034,161.0448014656,4.0,5.55,3745.4,544.0,9645.83,24.16,57.0,164.9,8.7,22.3,1.7,12.8,22.44,9.64,0.365485477,0.766149985,1.3278008298755186,0.5704099821746881,674.8468468468469,221.9,14.896308267486948,716.6,0.138
2011-03-03,13.0004,409.0124,337.1341,7.1095,412.5924,331.5162,3.6198,406.4039,0.0,0.9914,179.9365832,35.30271712,47.98975372,1339.02981,1219.145958,952.1475734,928.2243876,161.5980879718,4.4,5.24,3510.0,542.0,9180.64,25.21,56.8,160.1,9.8,18.4,1.8,13.78,22.01,8.23,0.471937208,0.837784945,1.6743620899149452,0.6260790549750113,669.8473282442748,216.9,14.727525250360292,697.1999999999999,0.049
2011-03-04,13.0008,409.7865,334.7434,11.3031,414.5228,327.0677,3.609,407.7743,0.0,0.9915,181.679368,35.28074434,45.64376783,1335.720024,1233.073364,950.8334623,925.9056963,161.61513366765,4.1,5.37,3610.0,547.0,9949.23,25.66,54.3,168.0,8.6,23.4,1.7,13.37,22.94,9.57,0.407225677,0.854686531,1.3970741901776382,0.582824760244115,672.2532588454376,222.3,14.909728367747013,726.3,0.0965
2011-03-06,13.0022,409.8124,334.3793,11.2125,414.1499,323.8078,3.7415,407.5143,0.0,0.9885,181.4179395,35.17332623,44.95584869,1333.750964,1229.688227,958.8921232,926.2553362,161.12632114695,4.2,5.47,3663.0,545.0,9229.1,24.81,57.1,168.2,8.2,19.9,1.6,12.61,21.13,8.52,0.418300929,0.820363596,1.4800469483568075,0.5967818267865594,669.6526508226691,225.3,15.009996668887036,729.9,0.103
2011-03-10,12.9983,409.9596,334.7908,13.8902,414.2076,323.3508,4.0018,407.6485,0.0,0.9919,187.5383797,35.31520155,29.99116906,1329.167286,1238.746512,954.8447949,924.9134749,161.68035356291,3.9,5.58,3558.2,545.0,9054.94,26.0,53.4,165.8,8.1,18.7,1.3,12.22,21.71,9.49,0.354225553,0.72517324,1.2876712328767124,0.562874251497006,637.6702508960573,219.2,14.805404418657398,716.6,0.0675
2011-03-13,13.0002,409.4965,335.4244,20.4479,413.3734,324.9945,3.3056,407.1172,0.0,0.9893,199.1320151,35.10773269,0.002592593,1298.086218,1250.020917,968.4017475,924.4214087,161.25576308088,3.7,5.84,3780.0,543.0,8471.04,25.29,52.4,165.3,7.0,18.8,1.2,12.19,21.06,8.87,0.376178064,0.433594863,1.3742953776775648,0.5788224121557455,647.2602739726027,217.7,14.754660280738422,713.6,0.04
2011-03-16,12.9992,410.3451,328.2152,10.7541,414.0251,320.4344,1.976,408.3187,0.0,0.9912,178.4758401,35.55415651,45.97963786,1312.510329,1242.200378,970.9180366,924.45938,161.56662846912,3.7,5.87,3492.0,542.0,9718.1,25.54,51.8,145.0,9.4,25.3,1.4,12.38,23.0,10.62,0.28159315,0.455297738,1.1657250470809797,0.5382608695652175,594.8892674616695,196.8,14.028542333400146,631.8,0.021
2011-03-19,12.9986,411.2933,327.4651,11.58,414.0544,322.1341,2.2401,408.6313,0.0,0.9892,179.4799596,35.60174543,45.94231189,1334.704764,1255.791702,966.9899367,922.1330402,161.24011527428,3.8,5.79,3450.2,545.0,11287.0,21.86,51.1,159.9,6.8,20.7,1.3,13.78,23.36,9.58,0.308458815,0.595151952,1.438413361169102,0.5898972602739726,595.8894645941277,211.0,14.52583904633395,690.7,0.027
2011-03-21,12.9995,411.4789,327.4696,12.0292,413.9431,324.1652,2.7637,408.2651,0.0,0.9874,181.731536,35.2395983,45.74997228,1335.39823,1261.128827,963.3739016,921.3336785,160.94613335050002,3.6,5.79,3710.0,544.0,11284.6,24.93,52.4,151.3,8.4,24.8,1.6,15.18,22.2,7.02,0.558732821,0.551657126,2.1623931623931627,0.6837837837837838,640.7599309153713,203.7,14.27235089254745,657.6,0.0345
2011-03-22,12.9985,412.3053,327.2757,10.8645,413.95,323.2968,3.474,407.545,0.0,0.9907,181.8277079,35.69808106,46.17020955,1339.139403,1262.382293,958.7681148,921.3967048,161.48443634265,3.4,5.82,3570.0,542.0,11764.01,24.98,55.4,160.9,9.1,21.1,1.7,17.95,25.63,7.68,0.596932938,0.635775118,2.337239583333333,0.7003511509949278,613.4020618556701,216.3,14.707141122597552,699.0,0.049
2011-03-24,13.0016,411.5486,327.3241,11.871,414.4605,320.8605,3.6419,408.0316,0.0,0.9912,182.5468589,35.89764696,46.16247177,1350.379967,1242.700038,958.351131,925.5927006,161.5663894908,3.5,5.74,3703.0,543.0,12625.5,25.43,52.9,154.7,9.3,24.9,2.0,15.12,23.58,8.46,0.478784043,0.653101381,1.7872340425531912,0.6412213740458016,645.1219512195122,207.6,14.4083309234623,671.6999999999999,0.0515
2011-03-27,13.0006,411.8656,326.4847,17.3419,414.5118,331.9511,4.6666,408.0152,0.0,0.9933,182.9294006,35.94771428,46.16247177,1325.181395,1261.667201,973.7099282,927.6414042,161.90830685568,3.6,5.74,3602.0,543.0,11744.33,25.18,51.0,151.2,9.1,25.1,1.8,13.64,23.68,10.04,0.345951454,0.604807534,1.358565737051793,0.5760135135135136,627.5261324041811,202.2,14.219704638282751,655.8,0.074
2011-03-30,12.9986,411.7849,325.3497,13.6835,415.2783,324.6765,4.919,408.2673,0.0,0.9916,183.1105384,36.03948083,46.16247177,1312.761437,1258.048395,975.9076225,927.5859013,161.63154042772,3.3,5.93,3550.0,543.0,11120.99,26.15,54.8,169.5,8.2,23.5,1.4,15.28,25.24,9.96,0.407643377,0.52383717,1.5341365461847387,0.6053882725832013,598.6509274873524,224.3,14.976648490233051,732.8,0.0315
2011-04-02,12.9985,411.5598,326.3815,13.8756,414.976,323.877,4.6873,408.4893,0.0,0.9891,183.2614752,33.42792517,46.16247177,1315.901255,1234.031461,974.4028003,936.5763394,161.22373767674998,3.2,5.48,3529.4,546.0,13288.97,26.26,59.4,194.1,9.8,22.8,1.5,16.71,24.33,7.62,0.669239999,1.048936792,2.192913385826772,0.686806411837238,644.051094890511,253.5,15.921683328090658,835.8,0.0235
2011-04-04,12.9999,412.3315,327.0651,14.9885,415.055,325.8356,3.7036,409.0237,0.0,0.9909,183.3896359,33.44652826,46.16247177,1322.217704,1225.810756,971.5589234,934.5243196,161.51728918914,3.4,5.6,3516.8,548.0,11967.55,25.31,56.9,186.0,9.7,21.9,1.5,14.17,24.06,9.89,0.402249479,0.540020406,1.4327603640040445,0.5889443059019119,628.0000000000001,242.9,15.585249436566617,800.9,0.071
2011-04-05,12.9996,412.0131,326.8898,15.5981,414.8901,328.3456,3.7103,408.881,0.0,0.9916,183.1345497,33.4327037,46.16247177,1327.248763,1230.779975,969.0700869,933.5060425,161.63174092924,3.3,5.59,3450.0,545.0,13641.0,25.7,59.4,192.6,10.0,20.9,1.4,14.13,23.34,9.21,0.437803871,0.970842343,1.5342019543973942,0.6053984575835476,617.1735241502683,252.0,15.874507866387544,829.8,0.0465
2011-04-06,12.9997,411.9668,327.8679,15.1572,415.4188,328.1537,3.8503,409.3433,0.0,0.9906,182.6928135,33.31484461,46.16247177,1349.20706,1232.547135,959.0108772,930.9378677,161.46793709904,3.3,5.59,3450.0,545.0,13641.0,25.7,59.4,192.6,10.0,20.9,1.4,14.13,23.34,9.21,0.437803871,0.970842343,1.5342019543973942,0.6053984575835476,617.1735241502683,252.0,15.874507866387544,829.8,0.0665
2011-04-08,12.9999,411.5231,331.0317,13.5112,415.6999,329.2907,4.0383,409.296,0.0,0.987,182.0944403,33.3588778,46.16247177,1356.379242,1238.292922,952.8688089,929.471539,160.8814432617,3.7,5.31,3840.0,547.0,11911.79,25.78,59.5,187.8,9.8,20.3,1.2,14.0,23.17,9.17,0.507278854,0.530234688,1.5267175572519085,0.6042296072507553,723.1638418079096,247.3,15.725775020646836,810.7,0.081
2011-04-11,13.0004,411.1326,332.0772,12.2666,414.3709,329.6439,4.2705,408.1321,0.0,0.9879,182.3791821,33.55693378,46.16247177,1334.501908,1233.080672,960.6745507,930.6080635,161.02853655372002,3.5,5.49,3356.7,541.0,12066.0,20.64,58.0,184.4,9.5,21.9,1.3,15.0,23.1,8.1,0.412362164,0.487613405,1.851851851851852,0.6493506493506493,611.4207650273223,242.4,15.569200364822851,795.6,0.111
2011-04-13,13.0009,411.9405,329.7647,13.0948,415.6186,328.2952,4.203,409.5671,0.0,0.9876,181.8431404,33.17168751,46.16247177,1334.186517,1246.415525,963.3500439,927.4092961,160.9796039064,3.7,5.49,3730.0,544.0,9957.24,25.38,55.0,182.5,9.2,25.6,1.3,15.12,23.29,8.17,0.557373134,0.460490129,1.850673194614443,0.6492056676685273,679.4171220400729,237.5,15.41103500742244,785.0,0.0824999999999999
2011-04-15,13.0004,411.935,330.9351,11.9887,415.5374,329.5241,4.3327,409.6058,0.0,0.9831,181.3162132,32.49202214,46.16247177,1336.265392,1254.252879,960.2235185,925.9344166,160.24597676604,3.9,5.41,3419.5,545.0,8628.0,21.2,53.3,167.2,10.8,26.3,1.4,12.0,21.02,9.02,0.300293625,0.406964625,1.330376940133038,0.570884871550904,632.0702402957486,220.5,14.849242404917495,722.0999999999999,0.0685
2011-04-17,12.9987,412.1208,330.0541,12.9426,415.6079,328.5909,4.4249,409.553,0.0,0.9853,183.8865439,33.36759591,46.16247177,1340.512501,1268.207109,961.1288462,926.0805518,160.60423854908,3.4,5.6,3574.2,543.0,11779.46,25.8,57.2,165.2,9.5,22.3,1.4,14.47,25.15,10.68,0.377224492,0.584663156,1.354868913857678,0.575347912524851,638.25,222.4,14.913081505845796,718.0,0.047
2011-04-18,12.9966,412.0505,329.9446,12.4078,415.5054,326.6572,4.434,409.446,0.0,0.9826,184.0906696,33.59737826,46.16247177,1337.732652,1266.797425,958.8687388,923.8175638,160.16363069802,3.8,5.55,3890.0,544.0,9160.4,24.78,50.4,160.1,10.1,29.5,1.4,12.52,21.43,8.91,0.401297986,0.500041903,1.4051627384960717,0.5842277181521232,700.900900900901,210.5,14.508618128546908,690.8,0.0565
2011-04-20,12.9996,411.9647,329.7173,13.5092,415.5567,327.065,4.7073,409.7561,0.0,0.9882,186.9261886,33.79697852,46.16247177,1331.844667,1262.836887,965.5585175,925.4219625,161.07703510446,3.2,5.52,3593.9,544.0,11528.0,26.11,52.8,159.0,8.4,25.7,1.4,14.19,22.7,8.51,0.46752623,0.539496183,1.6674500587544063,0.6251101321585903,651.0688405797102,211.8,14.553350129781116,688.8,0.031
2011-04-23,13.001,411.9745,328.7901,12.681,415.4921,327.9265,4.7173,409.3717,0.0,0.9843,188.226772,34.82719036,46.16247177,1328.61206,1264.114099,962.6116373,921.3996652,160.4415427479,3.7,5.8,3903.0,545.0,8787.1,24.25,49.3,161.1,7.9,25.0,1.3,12.98,21.49,8.51,0.409172734,0.434167394,1.5252643948296123,0.6040018613308517,672.9310344827586,210.4,14.505171491574997,693.6999999999999,0.035
2011-04-24,12.9992,411.9163,328.7424,13.7616,415.3861,330.5243,4.6228,409.4151,0.0,0.9851,187.7271468,35.13103768,46.16247177,1330.006687,1263.242736,967.0389465,922.8311975,160.57185717256,4.0,5.48,3633.9,546.0,8735.7,23.2,50.6,148.6,8.7,23.2,1.4,13.76,23.45,9.69,0.349442809,0.546533838,1.4200206398348814,0.5867803837953092,663.1204379562043,199.2,14.11382301150188,645.0,0.024
2011-04-26,13.0006,411.972,330.9073,12.5556,415.6946,331.6128,4.5494,410.0458,0.0,0.9818,187.0180709,33.93711592,46.16247177,1344.109868,1277.659343,962.3484792,919.64635,160.03343102488,3.8,5.49,4015.0,546.0,9849.4,24.62,48.1,170.2,7.7,21.5,0.5,13.15,21.76,8.61,0.460476115,0.76621338,1.5272938443670152,0.6043198529411764,731.3296903460838,218.3,14.774978849392644,728.9,0.0435
2011-04-27,12.9994,411.9997,330.6029,12.0843,415.524,330.4018,4.6865,409.825,0.0,0.9807,188.3488881,33.51491693,46.16247177,1338.984267,1271.618038,961.6092089,919.1289176,159.85469548103998,3.9,5.5,3499.1,545.0,10550.0,24.6,52.4,177.3,7.6,23.0,0.6,12.31,22.53,10.22,0.323796993,0.740027875,1.2045009784735812,0.5463826009764758,636.1999999999999,229.7,15.15585695366646,761.6,0.044
2011-04-29,12.9995,412.1547,330.2439,11.8785,415.542,328.5128,4.8182,410.0185,0.0,0.9859,188.5594472,34.14592124,46.16247177,1343.460522,1273.431988,958.3022069,914.3236706,160.70150173551,3.8,5.47,3694.0,544.0,10799.3,24.71,49.1,182.1,7.1,23.4,0.3,13.09,21.43,8.34,0.451342475,0.954882713,1.5695443645083933,0.6108259449370042,675.3199268738574,231.2,15.20526224699857,777.5,0.0285
2011-05-01,12.9996,412.0115,331.4136,11.8409,415.5513,329.9149,4.8645,409.8042,0.0,0.9822,188.322886,35.01732637,46.16247177,1343.444315,1272.418889,953.436591,918.4815036,160.09960744254002,3.7,5.57,3710.0,543.0,11987.3,26.72,54.2,186.9,7.1,21.5,1.0,15.33,23.34,8.01,0.599404221,1.172132132,1.9138576779026215,0.6568123393316195,666.0682226211849,241.1,15.527395145355191,801.8000000000001,0.052
2011-05-03,12.999,411.9118,331.7239,12.6733,415.4052,328.7097,5.214,409.829,0.0,0.9855,188.4789626,34.85124881,46.16247177,1346.702143,1268.102131,952.3924908,913.8261934,160.63642421505,3.4,5.5,3790.0,544.0,12291.0,25.75,54.7,187.9,7.2,20.6,1.2,15.73,24.2,8.47,0.581702392,0.589550303,1.857142857142857,0.65,689.0909090909091,242.6,15.57562197795003,806.3000000000001,0.0834999999999999
2011-05-06,12.9998,412.0092,330.8236,13.9494,415.6494,328.8759,5.5947,409.7917,0.0,0.9856,188.7030206,34.65515616,46.16247177,1347.861215,1279.972266,953.7957836,917.0759969,160.64687831808,3.2,5.44,3774.0,542.0,12704.0,25.17,56.7,177.9,5.6,20.5,1.0,12.83,22.33,9.5,0.409364004,1.018991701,1.3505263157894738,0.574563367666816,693.75,234.6,15.316657598836636,768.3000000000001,0.1075
2011-05-07,13.0005,411.9653,330.4895,14.3062,415.7749,326.7809,5.4324,410.1786,0.0,0.9841,186.8484044,34.63826257,46.16247177,1352.663638,1255.76494,957.0995834,925.9261752,160.40825423935,3.3,5.57,3669.7,542.0,11637.0,25.87,56.0,178.7,6.5,21.2,1.4,14.26,22.11,7.85,0.537569467,0.805722818,1.81656050955414,0.6449570330167346,658.8330341113106,234.7,15.319921670818031,770.8,0.1164999999999999
2011-05-08,13.0012,412.0311,332.3195,14.3097,415.4435,327.6771,5.0404,409.9153,0.0,0.9861,187.4272485,34.90678874,46.16247177,1349.425114,1246.892939,954.668306,926.6881252,160.73457324831,3.7,5.39,3558.6,541.0,10143.5,25.66,54.4,178.7,6.4,21.2,0.9,12.8,22.12,9.32,0.402595244,0.924188843,1.3733905579399142,0.5786618444846293,660.2226345083488,233.1,15.267612779999366,769.1999999999999,0.1485
2011-05-09,13.0011,411.8948,333.9024,14.0939,415.6642,329.1438,4.7576,410.2021,0.0,0.9857,187.0537113,35.32817273,46.16247177,1347.420681,1248.612344,955.4194469,926.3784257,160.66975923616,3.8,5.25,4040.0,541.0,9261.4,24.48,53.5,170.7,7.1,21.9,1.1,14.55,22.76,8.21,0.566535985,0.857673667,1.7722289890377587,0.6392794376098418,769.5238095238095,224.2,14.973309587395834,736.3,0.086
