Datetime,612FI747.PV,612FC702.PV,612FQI110.PV,612TI173F.PV,612TC106F.PV,612FQI116.PV,612TC173K.PV,612TC109E.PV,612TC138B.PV,612TC138A.PV,612PI131A.PV,612FC123.PV,612FC124.PV,612FC125.PV,612TI141A.PV,H12TI140A.PV,612TC168B.PV,612TC168A.PV,612FC127A.PV,612FC127B.PV,612PI145A.PV,612FC129.PV,612AI106A.PV,612AI106B.PV,612TC170A.PV,612TI170G.PV,612AI108A.PV,612AI108B.PV,612PC148A.PV,612FI130.PV,612FC148.PV,612TI707.PV,612FC195A.PV,612PC166Z.PV,612AI111B3.PV/100,(612FI143A.PV+612FI143B.PV+612FI143C.PV)/3,612FI109.PV,612FI740.PV,612PC159.PV,612FC123.MV,612SI101.PV,612SI102.PV,612AI104E.PV,612AI107E.PV,612FC201A.PV,612FC201B.PV,612FC201C.PV,612FC201D.PV,612FQI210.PV,612TI273F.PV,612TC206F.PV,612FQI216.PV,612TC273K.PV,612TC209E.PV,612TC238B.PV,612TC238A.PV,612PI231A.PV,612FC223.PV,612FC224.PV,612FC225.PV,612TI241A.PV,H12TI240A.PV,612TC268B.PV,612TC268A.PV,612FC227A.PV,612FC227B.PV,612PI245A.PV,612FC229.PV,612AI206A.PV,612AI206B.PV,612TC270A.PV,612TI270G.PV,612AI208A.PV,612AI208B.PV,612PC248A.PV,612FI330.PV,612FC248.PV,612TI707.PV,612FC295A.PV,612PC266Z.PV,612AI211B3.PV/100,(612FI243A.PV+612FI243B.PV+612FI243C.PV)/3,"Gravity, API",Specific Gravity 15.5/15.5,Total Sulfur,Total Nitrogen,IBP,5% Mass,10% Mass,20% Mass,30% Mass,40% Mass,50% Mass,60% Mass,vis 100°C,vis 175°C,MCRT,Nickel ,Vanadium,Iron,Sodium,Calcium,NC7 Asphaltenes ,NC5 Asphaltenes,SARA,Saturates,Aromatics,Resin,Asphaltene,Chloride,Residual at 579'C %,SARAII,NC5-NC7 Insoluble,SEDEX,SEDEX. CAL(By crude batch),SHFT(TR1),SHFT(TR2)
2013-06-10,362.7078,11.3642,203.4304,273.0573,303.9416,54986.6442,316.9919,425.1943,415.9863,316.736,179.5136,20,8.3246,9.9679,380.8837,388.1561,417.9663,343.1764,25308.2411,24685.8392,170.2775,3.1915,398.9033,763.5164,410.9911,408.6645,392.4273,839.3434,26.9896,216.6929,0,400.0982,0,195.1797,0.9543,121073.8004,196.5853926,72.1075896,162.9765796,43.99990845,1347.646265,1381.683275,955.5456602,959.078116,175.9901,0,21.0912,6.66,233.5,273.263,299.9768,55998.988,317.4842,427.1831,415.9421,313.4083,180.6271,20.2436,7.9831,10.0142,384.1763,391.7471,418.0132,350.2756,25820.9345,25679.7782,170.992,4.1982,154.7626,813.4626,411.868,408.6981,383.3281,972.8022,27.0913,1709.1428,101.0347,400.0982,0,196.5262,0.9486,119598.6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.023
2013-06-11,364.0737,9.8785,204.0438,272.9863,305.4305,54995.7046,316.9943,419.8309,415.9628,317.4465,179.8541,20,8.3642,9.9695,380.9354,387.9603,418.0103,342.1826,24630.271,25367.5039,170.6101,3.1816,401.2232,770.9447,411.0229,408.7588,395.4868,840.6798,27.0334,210.6914,0,400.1823,0,195.5181,0.9605,121023.6168,197.290489,71.2975678,162.9937869,43.99990845,1350.960476,1379.156998,956.2469566,957.6328374,175.8368,0,21.0516,6.66,233.6,273.2629,300.1316,56001.9133,317.4887,432.013,416.021,314.0203,180.5498,20.2637,8.3625,10.0159,384.201,391.5873,418.0187,347.4164,23385.4268,28105.1786,170.8828,4.1949,158.6499,816.3543,411.9065,408.7648,383.6433,972.3189,27.1405,1712.4336,99.9124,400.1823,0,196.4526,0.9481,119312.3638,2.7,1.0539,5.81,4170,473,534,551,577,601,626,653,684,8208.9,139,24.6,52.7,152,8.1,12.5,0.6,14.44,21.67,0.46,12.18,42,26.45,19.38,5.1,79,0.629358097,7.23,0.570863778,0.505925658,0.019,0.02
2013-06-12,364.2367,10.6753,204.0569,273.221,304.2616,54994.3916,316.9938,421.6252,415.9765,316.6703,180.0247,20,6.8703,9.9693,381.8289,389.3059,419.0044,341.8656,23385.1718,26612.2881,170.818,3.2252,401.0896,765.4104,412.0842,409.7735,394.286,841.6142,27.1665,206.979,0,401.6551,0,195.723,0.9599,120845.3854,197.263017,71.80568968,163.0007779,43.99990845,1349.332331,1394.405633,953.8000853,960.7938413,176.2725,0,20.7075,6.66,234.1,273.519,300.6966,56000.04,317.4792,430.9693,416.0027,314.3753,179.7157,20.3668,7.5924,10.0146,384.3239,391.6634,418.9449,348.3631,23754.411,27750.0498,170.082,4.2204,198.2018,801.507,412.7052,409.7447,387.9477,978.763,27.2799,1724.1697,101.4925,401.6551,0,195.6299,0.9471,119097.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.022
2013-06-13,364.137,11.1401,204.2414,273.8348,305.578,54998.512,316.9912,418.4619,416.6257,317.2966,180.0416,20,9.0393,9.968,381.1726,388.1369,418.9228,340.7974,23093,26908.6152,170.8103,3.2041,404.345,769.0814,412.2259,409.8587,397.0099,841.0252,27.2607,215.9335,0,401.687,0,195.7426,0.9535,121012.908,197.4112387,72.02835801,162.9897352,43.99990845,1362.326988,1394.944784,963.125153,966.9646136,174.8759,0,21.0862,6.66,233.6,274.2083,301.137,56000.5772,317.4825,424.7812,416.7173,314.1523,180.1906,20.3606,8.262,10.0135,384.5583,391.6487,418.9684,349.1336,24543.3507,26954.8017,170.5466,4.3781,213.9433,801.5511,412.5969,409.5188,392.3254,986.7817,27.3621,1724.7482,105.9451,401.687,0,196.105,0.9479,119241.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.026
2013-06-14,364.5804,10.8614,204.5146,273.7343,303.8998,54994.5714,316.9928,420.0442,416.9591,316.1063,180.0086,20,8.9955,9.9688,381.6605,388.6684,418.9778,341.9202,23506.1096,26497.1384,170.8345,3.1999,406.3225,770.97,412.3025,409.9733,394.457,840.5806,27.3438,211.2141,0,400.8771,0,195.7359,0.9583,120916.7565,197.7162234,71.96913646,162.9576003,43.99990845,1369.321544,1397.708174,962.0990967,961.6917016,174.7511,0,21.0365,6.6225,233.7,274.1301,300.7081,56000.5173,317.4815,424.5371,416.9779,313.7171,180.6004,20.3418,8.5208,10.0145,384.8327,391.6179,419.0453,348.4331,24020.9698,27476.0624,170.9292,4.7159,187.2154,797.7255,412.4888,409.1638,386.1933,979.1735,27.4412,1728.2173,103.1089,400.8771,0,196.5062,0.9496,119248.8475,2.6,1.0547,5.73,4080,470,533,551,576,599,624,651,681,8942,140.4,25.4,50.3,155,6.3,11.5,0.4,14.93,24.48,0.52,10.56,39.69,25.93,23.83,6.1,78.5,0.574464736,9.55,0.459864563,0.479832014,0.019,0.022
2013-06-15,364.3645,10.9438,204.506,273.5031,302.9112,55013.7125,316.9919,428.0565,416.9525,316.1362,180.1446,20,8.5401,9.9691,381.8381,388.9593,418.9945,342.5367,23815.9052,26188.2976,170.9438,3.1702,406.8707,771.3897,412.2717,409.9011,396.0612,844.2043,27.3458,218.4798,0,400.6638,0,195.8675,0.9513,121106.9994,197.7275272,71.2317898,162.9995266,43.99990845,1367.497837,1398.222138,964.5755881,968.6679151,174.4658,0,20.7865,6.6225,233.6,273.7856,301.0508,56000.5076,317.4745,421.1045,417.0473,313.7299,180.9496,20.2293,9.7867,10.014,384.3736,390.7059,418.9238,348.0001,24240.6172,27261.9561,171.3205,4.9902,145.639,814.7384,412.4395,408.9466,390.079,987.5547,27.4701,1724.7621,100.1101,400.6638,0,196.8707,0.9491,119433.9846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.023
2013-06-16,364.8348,11.2397,204.433,273.8901,304.1547,54984.1037,316.9917,422.3632,417.0013,316.455,180.1496,20,10.8275,9.9681,380.6499,387.1028,418.9941,341.4446,24131.7691,25876.9691,170.897,3.1479,408.5949,777.7166,412.3114,409.933,396.7791,844.7351,27.3716,228.8149,0,400.624,0,195.8427,0.9506,121149.3817,197.6395392,71.290744,162.937477,43.99990845,1370.93656,1396.971923,971.9862392,970.7475967,174.6421,0,20.8318,6.6225,233.8,274.2346,300.7078,56001.019,317.4903,417.5008,417.0283,312.9878,180.7596,20.1994,9.763,10.0136,384.3734,390.8616,419.0846,347.1988,23439.0359,28057.4631,171.1396,5.0513,122.1461,815.8819,412.5393,408.8807,390.7221,989.3858,27.4934,1721.794,101.656,400.624,0,196.6789,0.9474,119385.8758,2.3,1.0569,6.07,4060,476,533,550,575,599,623,650,681,9124,137.1,25.4,52.1,159.4,6.7,12.3,0.9,14.98,23.99,0.44,11.67,43.68,25.56,19.08,3.6,78.2,0.593212237,9.01,0.465370272,0.43601621,0.017,0.025
2013-06-17,361.7192,12.4048,203.1503,273.795,301.887,54987.8722,316.9907,415.3506,416.8738,313.7892,180.2365,20,9.4037,9.9704,380.5743,387.8846,418.9504,340.3802,22875.999,27121.5039,171.0187,3.1611,401.1105,774.7966,412.1875,409.6269,389.6965,844.5315,27.3696,226.4228,0,400.6003,0,195.9445,0.9451,121170.9373,196.3484543,72.71005331,162.9809771,43.99990845,1375.999072,1394.446061,973.050553,969.5653174,173.1407,0,20.9065,6.6225,233.4,274.1992,298.7335,56001.7755,317.4785,417.4043,417.0113,311.3531,180.7516,20.3554,11.2205,10.0158,383.5143,389.3998,419.0318,347.318,24764.8047,26730.4461,171.157,5.073,80.1369,833.8019,412.4823,408.6977,386.7749,988.4683,27.503,1719.886,108.0673,400.6003,0,196.6851,0.9443,119561.4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.024
2013-06-18,357.9606,12.071,201.4191,273.5987,300.7503,55004.5506,316.9927,411.5189,416.9201,312.4842,180.3032,20,8.3539,9.9672,380.8517,388.3169,418.9949,340.7658,23226.1231,26768.2974,171.1063,3.2009,399.8419,765.405,412.0558,409.4614,381.0712,841.7396,27.246,212.9199,0.7787,400.2879,0,196.0073,0.9464,121077.2543,194.6926246,73.0755063,163.0006016,43.99990845,1376.307509,1398.782367,971.27155,966.153073,174.5278,0,20.4,6.6225,232.4,273.858,297.1371,56000.3555,317.479,415.6948,416.935,309.8482,180.7343,20.6811,10.1309,10.013,383.3708,389.9136,418.8745,348.602,25814.4528,25684.3461,171.0944,4.881,79.1879,874.9537,412.2448,408.6104,383.9547,985.5362,27.3584,1712.9018,105.0803,400.2879,0,196.6378,0.9435,119429.8285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.02
2013-06-19,357.7697,12.3106,201.8796,273.8761,300.617,55001.8387,316.9906,413.2884,416.9713,312.6466,179.7204,20,10.0021,9.968,380.3979,387.4958,419.0029,338.9503,22205.1765,27794.0507,170.5388,3.2234,397.8436,771.7705,412.1975,409.6223,381.2014,842.339,27.2457,213.0813,1.7452,399.456,0,195.4487,0.9544,120924.4172,195.1599415,73.49712047,162.5851455,43.99990845,1373.669708,1393.252505,972.1148309,959.1245494,174.3036,0,20.9973,6.6225,232.5,274.3093,296.5008,55998.7542,317.486,421.2503,416.9936,309.9143,180.6199,20.828,9.5233,10.0131,383.201,390.1051,419.0392,347.2528,24383.8014,27108.5227,170.9946,4.9506,74.0226,864.7564,412.1543,408.4954,381.3858,979.4323,27.3562,1721.6128,104.8334,399.456,0,196.5247,0.9443,119285.5282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.021
2013-06-20,357.7578,12.5775,201.3406,274.5964,297.9058,55001.4956,316.9939,424.1186,417.0145,311.7567,180.1931,20,10.1529,9.9679,380.8343,387.8909,419.0193,339.9123,22730.9306,27270.5702,171.0054,3.159,400.4141,776.2241,412.211,409.7536,382.7872,844.5516,27.2242,213.0601,0.1527,400.1216,0,195.9213,0.9511,121133.3474,194.6534576,73.25137757,163.000435,43.99990845,1373.994382,1394.44595,964.4896538,963.8703586,172.2131,0,20.9973,6.6225,232.4,274.8193,296.6272,56002.1632,317.4824,415.9089,416.9286,309.4677,180.3664,20.8998,10.2038,10.014,383.6566,389.9586,418.8613,347.7923,24931.1962,26566.576,170.735,5.1481,88.5459,834.5625,412.127,408.3851,384.6219,985.4814,27.3461,1734.6054,102.7683,400.1216,0,196.2807,0.9481,119385.7919,2.4,1.0559,6.04,4060,484,534,551,575,599,624,651,681,9112.8,163.2,25.9,50.2,163.6,6.6,12.5,0.5,14.29,23.78,0.46,11.57,42.18,26.32,19.93,4.4,78.4,0.610046691,9.49,0.433754374,0.46086821,0.017,0.016
2013-06-21,355.7692,12.5562,201.6661,274.05,298.5246,54994.0475,316.9935,429.1034,416.8445,312.7909,180.1885,20,8.7601,9.9696,381.2068,388.5714,418.8761,341.6657,23718.2037,26279.9183,171.0086,3.1713,398.1553,774.5756,412.0762,409.6297,382.3041,843.7215,27.2391,214.0462,0,400.3797,0,195.9068,0.9537,121100.8058,194.9398612,73.48401541,162.9806452,43.99990845,1373.473879,1396.997506,963.1235153,965.9296371,170.3922,0,20.2,6.6225,230.9,274.5986,296.3321,55999.7474,317.4822,423.2785,416.9754,310.1427,180.8812,20.724,10.4738,10.0139,383.1169,389.4112,418.9826,346.7154,24367.5627,27131.2711,171.2145,5.093,70.0593,861.0588,412.2413,408.5022,381.1066,983.8682,27.3612,1734.7058,92.5711,400.3797,0,196.7748,0.9461,119441.4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.019
2013-06-22,354.4397,13.1732,201.6607,274.0044,298.667,55012.0797,316.9918,428.026,416.9338,312.7174,180.2336,20,8.9251,9.9695,381.1448,388.4985,418.9925,340.4649,22861.7628,27143.1275,171.0315,3.2017,395.7083,774.2749,412.3022,409.7818,379.8229,843.3678,27.2534,215.7657,0,400.1531,0,195.949,0.9564,121047.9261,194.832745,74.47325191,162.9998976,43.99990845,1377.282101,1403.582595,948.9097044,967.5359254,170.8713,0,20,6.6225,231.1,274.1478,296.5971,56001.3557,317.4792,417.9906,416.944,309.7346,180.6941,20.7392,9.5674,10.0157,383.2194,390.088,418.8007,349.4134,26367.0077,25137.6185,171.0459,4.8811,71.4196,888.1123,412.1226,408.5642,385.563,991.3687,27.3542,1732.6636,96.744,400.1531,0,196.5958,0.948,119532.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.02
2013-06-23,355.1664,11.4567,201.642,274.1747,300.1272,55003.6129,316.991,422.2315,416.9494,313.3184,180.4,20,10.3486,9.9682,380.4434,387.4866,419.0428,339.6847,22779.4897,27212.9188,171.1356,3.1904,403.1337,781.6957,412.2629,409.7788,382.778,844.4237,27.326,210.6585,0,400.4288,0,196.1095,0.9591,120876.0013,194.8510021,73.07674421,163.0003352,43.99990845,1382.443867,1399.297491,957.9744288,963.9372868,171.3575,0,20.2,6.6225,230.9,274.4333,295.6906,55998.2543,317.4825,420.6041,417.0283,309.2989,180.6525,20.6918,10.4641,10.0135,382.995,389.7659,418.9844,346.5135,24055.99,27437.0883,171.0099,5.0612,71.1826,912.4829,412.3158,408.6374,383.5516,988.3295,27.4334,1732.4995,99.0256,400.4288,0,196.5519,0.9488,119123.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.019
2013-06-24,355.7469,11.9468,201.4847,273.9013,300.8808,54999.1298,316.9919,413.322,416.9542,312.8226,180.5496,20,9.1193,9.9685,381.0218,388.1886,419.0396,341.3174,23548.4228,26454.1029,171.0988,3.189,399.9338,783.0737,412.2496,409.7527,382.2234,845.0627,27.3184,214.3083,0,400.747,0,196.2827,0.9524,121056.8608,194.6784954,72.98698381,163.0002009,43.99990845,1386.690002,1403.485219,966.0312392,966.298761,170.9216,0,20.8011,6.6225,231.5,274.2382,294.862,55999.7156,317.4833,423.7329,416.9916,308.9525,180.8601,20.8148,9.8024,10.0146,383.4916,390.0101,419.0038,346.9076,24100.248,27395.9264,171.2073,4.9854,59.5623,885.1545,412.3524,408.719,383.5334,989.6436,27.4351,1731.5353,99.6019,400.747,0,196.7581,0.947,119312.2106,2.4,1.0562,6.09,3980,482,532,549,574,597,621,647,677,7851,129.1,25.4,51.5,179.5,6.9,13.1,0.4,13.82,22.85,0.44,11.28,41.08,28.5,19.15,3.9,77.6,0.660468205,9.03,0.437432602,0.430740421,0.017,0.017
2013-06-25,355.7199,11.8071,201.1233,273.9421,298.9923,54997.8197,316.9927,418.0808,416.9769,311.8899,180.4112,20,10.2033,9.9679,380.4426,387.3473,418.9898,339.023,22310.5802,27685.7722,170.9547,3.1811,386.0455,784.6128,412.261,409.7462,373.8788,842.9736,27.398,208.8045,0,400.6791,0,196.1229,0.958,121030.1536,194.2963572,73.11097536,162.830706,43.99990845,1390.874396,1406.746389,964.9312904,958.2860547,172.6057,0,19.9975,6.6225,232,274.1426,295.2385,55998.2404,317.48,426.7433,416.99,309.4855,180.6107,20.8831,9.8515,10.0138,383.5679,390.0595,418.9854,347.0024,24200.4369,27299.3434,170.9366,5.0186,57.6326,877.8968,412.261,408.5772,380.0395,984.2837,27.4874,1734.2237,94.8721,400.6791,0,196.5034,0.9479,119388.1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.018
2013-06-26,355.1607,12.1696,201.3907,274.0316,298.0456,54994.6356,316.99,422.3663,416.9818,311.6391,180.4378,20,9.7481,9.9677,380.7866,387.7979,419.0487,339.7325,22607.395,27393.7997,170.9924,3.1825,390.6755,782.8491,412.2168,409.7092,373.3952,842.6697,27.286,212.181,0,400.5499,0,196.1539,0.9539,121097.6816,194.5740743,73.01057298,162.9994714,43.99990845,1387.206134,1401.223525,966.6769699,960.7435831,170.8977,0,20.3974,6.6225,230.2,274.3088,296.513,55999.512,317.4838,417.0935,416.9871,309.5336,180.9633,20.6073,9.0997,10.0135,383.4834,390.172,419.0237,346.0048,23158.994,28333.5239,171.3271,5.0803,53.5501,869.0153,412.1106,408.4243,381.5421,987.6755,27.3867,1739.8225,89.1911,400.5499,0,196.8549,0.9462,119316.1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.017
2013-06-27,357.7537,12.1224,201.8737,274.2811,298.8804,54998.8498,316.9934,419.7821,416.9898,312.021,180.3841,20,9.5529,9.9686,381.2704,387.9291,419.0319,340.5463,23091.8802,26911.0172,170.9297,3.1754,405.1458,783.6198,412.3042,409.7771,382.3139,845.7083,27.2829,209.9047,0,400.5465,0,196.0999,0.9579,121090.0903,195.1246088,73.13975403,163.0001139,43.99990845,1384.40166,1401.51561,966.8997122,963.7986076,171.1605,0,20.3974,6.6225,231,274.471,295.9673,55999.9265,317.485,421.8124,416.9636,309.6825,180.4811,20.7253,9.9747,10.0143,383.6303,389.8815,418.974,346.8815,24050.9772,27455.3781,170.8358,5.0988,65.4094,866.466,412.2958,408.623,389.8247,996.314,27.3932,1750.6468,84.844,400.5465,0,196.3929,0.9465,119346.0095,2.4,1.0559,5.99,4170,482,533,550,575,599,624,652,683,9127.8,163.9,25.4,55.9,175.4,6,11.3,0.4,13.36,22.62,0.48,11.3,41.1,26.29,21.31,4.7,78.2,0.602307323,9.26,0.439380241,0.489671883,0.019,0.017
2013-06-28,356.1362,12.529,201.082,273.9529,299.0999,54997.9555,316.9914,418.3688,416.9766,311.9469,180.4751,20,8.6266,9.97,381.7531,388.4904,419.0227,341.4322,23454.459,26549.5691,171.0852,3.1546,402.8213,788.9754,412.2098,409.7136,379.9904,846.6344,27.3094,214.2876,0,400.6336,0,196.1925,0.9527,121050.8754,194.3606651,73.33433011,163.0007158,43.99990845,1390.276294,1406.813936,962.102117,962.2657708,170.6256,0,20.1971,6.6225,230.7,274.3637,296.3549,56002.7755,317.4804,424.6477,416.9396,310.2099,180.3414,20.6455,11.0661,10.0156,383.1001,388.9295,418.9609,346.9779,24808.8709,26690.1498,170.7056,4.99,53.0402,836.4735,412.376,408.6594,384.059,987.7491,27.4304,1747.5208,91.1399,400.6336,0,196.2541,0.9469,119181.1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.018
2013-06-29,357.4491,12.2664,201.1913,273.6804,299.7141,54986.4945,316.9905,415.0691,416.9408,312.0286,180.6428,20,10.3189,9.9695,381.0333,387.2113,418.9221,340.231,23225.7891,26772.8576,171.2054,3.1141,403.4867,784.6475,412.2843,409.7837,378.8735,845.0362,27.4557,216.5136,0,400.4533,0,196.3466,0.9545,121239.2793,194.4779379,72.95066961,162.9940877,43.99990845,1392.980656,1409.602756,962.2328664,961.8431385,171.1806,0,20.3473,6.6225,231.6,273.9918,297.9604,55997.6718,317.4774,422.1714,416.8908,311.2019,180.4456,20.5884,11.0349,10.0147,383.081,388.9723,418.9925,346.3517,23864.9253,27632.8301,170.8092,5.0434,64.17,813.8772,412.4202,408.68,385.9513,989.669,27.5744,1753.0546,85.8837,400.4533,0,196.3662,0.9493,118978.0856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.02
2013-06-30,357.9707,12.0405,199.7244,273.866,298.655,54992.8733,316.9951,420.2479,416.7097,311.919,180.6682,20,9.507,9.9692,380.1853,387.202,418.6669,338.8648,22456.4645,27542.7134,171.2035,3.1356,319.1191,784.9777,411.8217,409.2239,344.5999,843.1206,27.2693,214.262,0,399.8641,0,196.3374,0.9623,121266.1759,192.8247959,73.11858824,162.9945819,43.99990845,1404.824382,1408.788534,966.8212492,957.392104,171.4098,0,20.4976,6.6225,231,273.9597,296.7645,55998.4751,317.4839,414.2293,416.3498,309.3345,180.1923,20.4877,10.0395,10.0149,382.5733,389.5958,418.4585,346.9401,24191.1231,27310.0809,170.5608,5.0087,53.289,877.3683,411.9242,408.1507,377.9575,986.2294,27.3786,1740.3255,88.6409,399.8641,0,196.0961,0.9519,119186.9739,2.7,1.0537,6.09,4070,446,535,557,584,609,634,662,693,5960,112.2,24.8,52.3,178.8,6.8,12.9,0.4,11.52,19.99,0.54,22.78,23.23,41.64,12.34,3.8,82,1.81107675,8.47,0.387751229,0.414429712,0.018,0.017
2013-07-01,353.4238,12.7717,198.0878,274.2149,297.4619,54996.0703,316.9907,413.9043,417.0949,310.1733,180.667,20,9.9796,9.9683,380.5965,387.2804,418.9997,338.1469,21788.4893,28212.5844,171.2295,3.1542,280.3959,787.368,412.347,409.6801,311.0439,842.5176,27.3655,214.33,0,400.589,0,196.3671,0.9601,121248.4836,191.2069549,73.72990879,163.0062959,43.99990845,1416.269086,1417.660545,965.321066,961.1970165,170.4939,0,19.9977,6.6225,228.4,274.5058,294.7503,56000.5462,317.4822,413.3817,416.9509,307.7086,180.4741,20.739,9.7921,10.0144,382.7775,389.4147,418.9896,347.0671,24489.9775,27012.7568,170.8315,4.9538,42.3057,913.9884,412.2878,408.5741,374.8325,991.4732,27.4678,1742.4652,93.7643,400.589,0,196.3552,0.9504,119281.7472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.025
2013-07-02,353.8243,11.9869,197.8293,273.9992,297.4618,55001.3852,316.9907,412.1798,416.9573,309.9152,180.6881,20,9.458,9.9688,380.5501,387.4777,418.973,339.7859,23139.6619,26859.4755,171.3233,3.1696,272.9461,784.3159,412.1949,409.5076,307.68,843.4806,27.3097,215.3089,0,400.3358,0,196.3691,0.9599,121211.7617,190.9379855,72.68137757,163.0064015,43.99990845,1413.449276,1417.575085,965.4889055,967.449268,169.5868,0,20.4975,6.6225,228.1,274.395,292.9773,55995.6815,317.4833,420.9187,416.8664,307.1934,180.2647,20.7341,9.5745,10.015,383.0231,389.6669,419.1229,346.1164,23546.8444,27950.069,170.6244,5.1293,31.7752,883.6942,412.4084,408.5708,374.7073,998.0084,27.4123,1737.6198,82.4375,400.3358,0,196.145,0.9496,119008.1565,3.7,1.0457,6.01,3990,428,528,548,578,604,630,658,691,4439.4,105.2,26.3,51.2,172.3,7.1,13.1,0.4,13.19,20.41,0.59,13.49,41.69,21.12,23.71,3.6,79.6,0.529204893,7.22,0.540657234,0.403414431,0.017,0.016
2013-07-03,353.5403,12.1291,198.0171,273.5172,298.2321,55001.4319,316.9894,411.4431,416.9253,310.5263,180.4966,20,8.1032,9.9678,380.7308,388.3698,418.9696,342.1053,24419.4319,25579.5526,171.2901,3.1969,275.8591,807.0189,412.1325,409.3128,304.4653,842.65,27.2222,218.6838,0,399.7741,0,196.1793,0.9585,121056.4001,191.0723203,73.1288201,163.0024513,43.99990845,1412.48232,1420.392791,956.8874764,964.9832245,169.7519,0,20.4975,6.6225,227.3,273.9277,293.1118,56002.7863,317.4806,424.2099,416.9239,307.7861,180.7453,20.6199,10.0015,10.0127,382.3272,389.2155,418.9532,347.9878,25661.6579,25839.7622,171.1591,5.0549,28.9367,892.5761,412.1343,408.0947,370.4954,994.2682,27.3274,1738.2923,75.5478,399.7741,0,196.6123,0.9479,119133.5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.018
2013-07-04,353.0004,11.9785,197.9892,273.4843,298.1446,54992.7704,316.995,414.7086,417.0459,310.8124,180.5256,20,10.0419,9.9689,379.9093,386.9452,419.0421,339.1183,22972.3944,27025.7444,171.2814,3.194,280.9909,794.701,412.3115,409.5136,292.6841,840.5836,27.2711,214.2938,1.2314,400.4422,0,196.1951,0.9583,121013.0343,191.0063472,73.06667442,162.9837553,43.99990845,1418.43833,1400.836128,960.7042955,969.6717583,169.5815,0,20.4972,6.6225,226.9,273.8126,293.2753,56001.358,317.4802,420.7649,417.0442,307.4228,180.7512,20.5883,9.0688,10.0148,382.7848,389.8308,418.9277,348.1915,25360.0992,26142.7662,171.1506,5.1409,24.3722,890.3683,411.9689,407.9278,370.1566,993.8048,27.3579,1737.1247,81.3863,400.4422,0,196.6305,0.9468,119182.6148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.016
2013-07-05,352.0259,12.1894,197.4052,273.5029,295.8614,54996.944,316.9931,415.889,416.9116,309.1042,180.5293,20,8.9155,9.9701,380.6176,388.0268,418.9817,340.3855,23360.2949,26640.0951,171.3156,3.217,276.6742,805.0433,412.327,409.5532,286.3597,843.4937,27.201,217.4038,0.7451,400.6185,0,196.2266,0.958,121105.0091,190.506493,73.10121458,163.0002487,43.99990845,1390.573567,1397.544986,968.5117103,973.9961193,168.4105,0,20.397,6.6225,225.7,274.0072,293.6035,56000.6025,317.4823,420.2002,417.0929,307.7652,180.8229,20.808,8.2376,10.0145,382.7083,389.8984,419.0663,347.0543,24226.2313,27274.0708,171.2351,5.1564,17.2449,883.8756,412.1398,408.054,371.9349,998.9669,27.2951,1737.264,3.0629,400.6185,0,196.6933,0.9459,119118.7674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.018
